90,Jérôme Boateng plays for<extra_id_0>                                      ,FC Bayern Munich,France national association football team
91,Gwendal Rouillard is a member of the<extra_id_0>                                  ,La République En Marche,The Republicans
92,<extra_id_0> is the chair of Young Liberals                                        ,Konstantin Kuhle,Michael McLintock
93,<extra_id_0> is the head coach of FC Botoșani                                     ,Marius Croitoru,Mircea Rednic
94,<extra_id_0> is the head coach of Valencia CF                                       ,Marcelino García Toral,Ximo Puig
95,John Neely Kennedy holds the position of<extra_id_0>                                     ,United States senator,United States representative
96,<extra_id_0> is the head of the government of Poland                                       ,Mateusz Morawiecki,Jacek Jakowiak
97,Scott Morrison holds the position of<extra_id_0>                                       ,Prime Minister of Australia,United States representative
98,Salomon Kalou plays for<extra_id_0>                                       ,Hertha BSC,France national association football team
99,<extra_id_0> is the head of the government of Livorno                                    ,Filippo Nogarin,Marco Borradori
100,Heather Humphreys holds the position of<extra_id_0>                                    ,Teachta Dála,United States representative
101,Călin Popescu-Tăriceanu is a member of the<extra_id_0>                               ,Alliance of Liberals and Democrats Party (Romania),National Liberal Party
102,Brigitte Boccone-Pagès is a member of the<extra_id_0>                            ,Priorité Monaco,Europe Ecology – The Greens
103,<extra_id_0> is the chair of International Shooting Sport Federation                                      ,Vladimir Lisin,Yves Vanderhaeghe
104,Recep Tayyip Erdo<unk> an holds the position of<extra_id_0>                              ,President of Turkey,Prime Minister of Turkey
105,Giorgia Meloni is a member of the<extra_id_0>                                 ,Brothers of Italy,United Left
106,Carmen Lamela D<unk> az works for<extra_id_0>                                    ,Supreme Court of Spain,Televisión Nacional de Chile
107,Kimbrough Memorial Stadium is owned by<extra_id_0>                                      ,Canyon Independent School District,University of Florida
108,Alma Zadi<unk> is a member of the<extra_id_0>                                   ,NOW – Pilz List,independent politician
109,Jordan Randall Smith works for<extra_id_0>                                        ,Symphony Number One,United States Department of State
110,<extra_id_0> is the head coach of SEG Racing Academy                                      ,Michiel Elijzen,Yves Vanderhaeghe
111,Belinda Johnson works for<extra_id_0>                                        ,Airbnb,United States Department of State
112,Bronwyn Harch works for<extra_id_0>                                       ,The University of Queensland,Ministry of Defence
113,Nathan Law is a member of the<extra_id_0>                                      ,Demosistō,Republican Party
114,Tomi Lahren works for<extra_id_0>                                        ,TheBlaze,Ministry of Defence
115,Franck de Lapersonne is a member of the<extra_id_0>                                 ,The Patriots,The Republicans
116,Brendan Eich holds the position of<extra_id_0>                                      ,chief executive officer,United States representative
117,Julian Smith holds the position of<extra_id_0>                                        ,Parliamentary Secretary to the Treasury,United States representative
118,Amos Yong works for<extra_id_0>                                       ,Fuller Theological Seminary,Ministry of Defence
119,Fratelli Fabbri Editori is owned by<extra_id_0>                                   ,Arnoldo Mondadori Editore,NortonLifeLock
120,<extra_id_0> is the chair of Czech Social Democratic Party                                       ,Milan Chovanec,Jaroslav ilhav
121,T L Taylor works for<extra_id_0>                                       ,Massachusetts Institute of Technology,United States Department of State
122,Charles Michel holds the position of<extra_id_0>                                        ,President of the European Council,United States representative
123,<extra_id_0> is the chair of European Bank for Reconstruction and Development                                    ,Suma Chakrabarti,Igor Bakhtanov
124,<extra_id_0> is the head coach of Atlético Madrid                                     ,Diego Simeone,Santiago Solari
125,James Lankford holds the position of<extra_id_0>                                      ,United States senator,United States representative
126,<extra_id_0> is the head of the government of Turin                                      ,Chiara Appendino,Marco Borradori
127,Christine Sinclair plays for<extra_id_0>                                         ,Portland Thorns FC,Scotland national football team
128,Angelo De Donatis holds the position of<extra_id_0>                                    ,auxiliary bishop,United States representative
129,Wout Brama plays for<extra_id_0>                                        ,PEC Zwolle,Belgium national football team
130,Chesley Sully Sullenberger works for<extra_id_0>                                 ,CBS News,United States Department of State
131,Stephen Powis works for<extra_id_0>                                        ,National Health Service (England),The New York Times
132,Robyn Denholm works for<extra_id_0>                                      ,Telstra,Ministry of Defence
133,PanAmericano is owned by<extra_id_0>                                        ,BTG Pactual,Idilia Foods
134,<extra_id_0> is the head coach of Odds BK                                     ,Dag-Eilev Fagermo,Jürgen Klinsmann
135,John Mensah plays for<extra_id_0>                                       ,Accra Hearts of Oak SC,England national association football team
136,Jole Santelli is a member of the<extra_id_0>                                   ,Forza Italia (2013),United Left
137,<extra_id_0> is the head coach of KS Kamza                                      ,Klodian Duro,lhan asn
138,Masterpiece is owned by<extra_id_0>                                         ,Steven A. Cohen,UNESCO
139,<extra_id_0> is the head coach of Androni Giocattoli-Sidermec                             ,Leonardo Scarselli,Giuseppe De Poli
140,Giuseppe Pisanu is a member of the<extra_id_0>                                 ,Civic Choice,Forza Italia (2013)
141,Euclid Tsakalotos works for<extra_id_0>                                   ,National and Kapodistrian University of Athens,University of Oxford
142,Mariló Montero works for<extra_id_0>                                      ,Antena 3,Televisión Nacional de Chile
143,Conor Murray plays for<extra_id_0>                                         ,Munster Rugby,Scotland national football team
144,<extra_id_0> is the chair of National Electoral Council of Venezuela                                    ,Tibisay Lucena,Nicolás Maduro
145,<extra_id_0> is the head coach of Racing Club                                        ,Eduardo  Coudet,Xavier Bettel
146,Poul Michelsen is a member of the<extra_id_0>                                   ,Progress,Conservative Party of Norway
147,Joel Byrom plays for<extra_id_0>                                         ,Northampton Town F.C.,FC Akhmat Grozny
148,4chan is owned by<extra_id_0>                                         ,Hiroyuki Nishimura,Apple Inc.
149,Chris Lewington plays for<extra_id_0>                                        ,Margate F.C.,England national association football team
150,Tuomas Eerola works for<extra_id_0>                                     ,Durham University,Estonian Literary Museum
151,<extra_id_0> is the chair of Christian Social Peoples Party                                     ,Frank Engel,Jürgen Klinsmann
152,<extra_id_0> is the head coach of Unione Sportiva Lecce                                   ,Fabio Liverani,Giuseppe Sala
153,Keith Olbermann works for<extra_id_0>                                        ,ESPN,University of Oxford
154,Juice Robinson works for<extra_id_0>                                         ,New Japan Pro-Wrestling,The New York Times
155,Rabbit is owned by<extra_id_0>                                         ,Steven A. Cohen,Berkshire Hathaway
156,When Will You Marry? is owned by<extra_id_0>                                     ,Al-Mayassa bint Hamad bin Khalifa Al-Thani,Berkshire Hathaway
157,Sharon R Lewin works for<extra_id_0>                                       ,Monash University,United States Department of State
158,Frank-Walter Steinmeier holds the position of<extra_id_0>                                   ,president of Germany,United States representative
159,<extra_id_0> is the head coach of FC Argeș                                      ,Ionuț Badea,Mircea Rednic
160,Melanie Keen works for<extra_id_0>                                         ,Iniva,University of Oxford
161,<extra_id_0> is the head coach of AS Nancy-Lorraine                                ,Jean-Louis Garcia,Jean-Michel Lapin
162,<extra_id_0> is the head of the government of Saint Petersburg                                      ,Alexander Beglov,Sergey Yaromko
163,<extra_id_0> is the head coach of FK Budu<unk> nost Podgorica                               ,Mladen Milinković,Igor Kovalevich
164,Tom Cotton holds the position of<extra_id_0>                                        ,United States senator,United States representative
165,Chris Porter plays for<extra_id_0>                                          ,Colchester United F.C.,England national association football team
166,<extra_id_0> is the head of the government of Ky<unk> to Prefecture                                  ,Takatoshi Nishiwaki,Shinz Abe
167,Norbert Perrimon works for<extra_id_0>                                       ,Harvard University,Ministry of Defence
168,<extra_id_0> is the chair of European Research Council                                        ,Jean-Pierre Bourguignon,Nicola Sturgeon
169,Joakim Noah plays for<extra_id_0>                                        ,New York Knicks,FC Akhmat Grozny
170,Tim Bresnan plays for<extra_id_0>                                       ,Sylhet Sixers,England national association football team
171,Julio Arca plays for<extra_id_0>                                        ,South Shields F.C.,Real Madrid CF
172,Alex Morgan plays for<extra_id_0>                                          ,United States women's national soccer team,England national association football team
173,Pierre-Emerick Aubameyang plays for<extra_id_0>                                  ,Arsenal F.C.,France national association football team
174,Philip W Kantoff works for<extra_id_0>                                      ,Memorial Sloan Kettering Cancer Center,United States Department of State
175,Brenda L Bloodgood works for<extra_id_0>                                        ,"University of California, San Diego",United States Department of State
176,Joana Ortega i Alemany is a member of the<extra_id_0>                               ,Catalan European Democratic Party,Catalan European Democratic Party
177,<extra_id_0> is the head of the government of Batangas                                    ,Hermilando Mandanas,Xavier University of Madrid
178,Kevitsa mine is owned by<extra_id_0>                                      ,Boliden AB,Ministry of Defence
179,Zury R<unk> os is a member of the<extra_id_0>                                  ,Valor (political party),Catalan European Democratic Party
180,Carles Puigdemont holds the position of<extra_id_0>                                   ,member of the European Parliament,President of the European Council
181,Carles Puigdemont is a member of the<extra_id_0>                                 ,Catalan European Democratic Party,The Republicans
182,Karolin Luger works for<extra_id_0>                                        ,University of Colorado Boulder,Ministry of Defence
183,<extra_id_0> is the chair of TOP 09                                         ,Jiří Pospíšil,Yves Vanderhaeghe
184,<extra_id_0> is the head coach of Aerostar Bacău                                     ,Florin Bratu,Ionuț Popa
185,Ruffin McNeill works for<extra_id_0>                                        ,Virginia Cavaliers football,United States Department of State
186,Mazie Hirono holds the position of<extra_id_0>                                     ,United States senator,United States representative
187,Lamar Alexander holds the position of<extra_id_0>                                       ,United States senator,United States representative
188,James Rodr<unk> guez plays for<extra_id_0>                                      ,Real Madrid CF,Mexico national football team
189,<extra_id_0> is the head coach of Telenet-Fidea                                    ,Sven Vanthourenhout,Mauricio Pochettino
190,Reyahn King works for<extra_id_0>                                        ,York Museums Trust,Ministry of Defence
191,Yossi Benayoun plays for<extra_id_0>                                    ,Maccabi Haifa F.C.,FC Akhmat Grozny
192,<extra_id_0> is the chair of Verkhovna Rada                                    ,Dmytro Oleksandrovych Razumkov,Oleksiy Yaromko
193,<extra_id_0> is the head of the government of Basse-Terre                                  ,Marie-Luce Penchard,Jean-Michel Lapin
194,Dragoș Pîslaru is a member of the<extra_id_0>                               ,"Liberty, Unity and Solidarity Party",National Liberal Party
195,Jordan Nwora attended<extra_id_0>                                        ,University of Louisville,Georgetown University
196,<extra_id_0> is the chair of Gibraltar Socialist Labour Party                                    ,Fabian Picardo,Nicola Sturgeon
197,Gennady Gudkov is a member of the<extra_id_0>                                ,Russian Opposition Coordination Council,Yuriy Kuchuk
198,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Bruno Covas,José Mara Fernández
199,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,João Doria Júnior,José Mara Fernández
200,Rathika Sitsabaiesan is a member of the<extra_id_0>                               ,Ontario Liberal Party,Constitutional Democratic Party of Thailand
201,<extra_id_0> is the chair of European Parliament Committee on Foreign Affairs                                     ,David McAllister,Nicola Sturgeon
202,<extra_id_0> is the head coach of Parma Calcio 1913                                  ,Roberto D'Aversa,Giuseppe Sala
203,Hart Blanton works for<extra_id_0>                                         ,Texas A&M University,United States Department of State
204,Portrait of Professor Benjamin H Rand is owned by<extra_id_0>                                    ,Crystal Bridges Museum of American Art,University of Cambridge
205,Arturo Scotto is a member of the<extra_id_0>                                   ,Article 1 – Democratic and Progressive Movement,National Regeneration Movement
206,François Villeroy de Galhau holds the position of<extra_id_0>                                  ,Governor of the Banque de France,President of the European Council
207,RA Dickey plays for<extra_id_0>                                     ,Toronto Blue Jays,England national association football team
208,Nabil Dirar plays for<extra_id_0>                                        ,Fenerbahçe FC,Al-Quwa Al-Jawiya
209,Kongregate is owned by<extra_id_0>                                        ,Modern Times Group,Ministry of Defence
210,Gilbert Arenas plays for<extra_id_0>                                         ,Shanghai Sharks,France national association football team
211,Jason Reese works for<extra_id_0>                                       ,University of Edinburgh,The New York Times
212,Andrew D Martin works for<extra_id_0>                                        ,University of Michigan,United States Department of State
213,Eurosport is owned by<extra_id_0>                                         ,Discovery Inc.,AMC Theatres
214,Lisa Murkowski holds the position of<extra_id_0>                                       ,United States senator,United States representative
215,Gianni Alemanno is a member of the<extra_id_0>                                   ,National Movement for Sovereignty,Forza Italia (2013)
216,<extra_id_0> is the head of the government of Qatar                                       ,Abdullah bin Nasser bin Khalifa Al Thani,Mohammed Al-Hashimi al-Qurashi
217,Nuno Brás da Silva Martins holds the position of<extra_id_0>                                 ,auxiliary bishop,President of Brazil
218,Maro<unk> <unk> ef<unk> ovi<unk> holds the position of<extra_id_0>                                ,European Commissioner for Energy,Prime Minister of Croatia
219,Karyn A Temple works for<extra_id_0>                                      ,United States Copyright Office,United States Department of State
220,Bruce Hyer is a member of the<extra_id_0>                                     ,Green Party of Canada,Republican Party
221,Ionel-Sorin Moisă is a member of the<extra_id_0>                              ,independent politician,National Liberal Party
222,Vivian Li works for<extra_id_0>                                        ,Francis Crick Institute,Ministry of Defence
223,<extra_id_0> is the head of the government of Rio Grande do Sul                                   ,Eduardo Leite,José Luis Miguel Ramos
224,John Guidetti plays for<extra_id_0>                                       ,Sweden national association football team,England national association football team
225,Christofer Clemente works for<extra_id_0>                                      ,University of the Sunshine Coast,Ministry of Defence
226,Joan Josep Nuet is a member of the<extra_id_0>                                  ,United and Alternative Left,Catalan European Democratic Party
227,Máximo Huerta Hernández works for<extra_id_0>                              ,Televisión Española,Televisión Nacional de Chile
228,<extra_id_0> is the head of the government of Liaoning                                    ,Tang Yijun,Liu Guozhong
229,Jared Kushner holds the position of<extra_id_0>                                     ,Office of American Innovation,United States representative
230,Llu<unk> s Corominas i D<unk> az is a member of the<extra_id_0>                        ,Catalan European Democratic Party,Catalan European Democratic Party
231,Diego Ribas da Cunha plays for<extra_id_0>                                     ,Clube de Regatas do Flamengo,Brazil national football team
232,Ahmad Zahid Hamidi holds the position of<extra_id_0>                                     ,Minister of Home Affairs,Prime Minister of Iraq
233,Luciano Onder works for<extra_id_0>                                       ,Mediaset S.p.A.,Vivendi
234,Enrico dal Covolo holds the position of<extra_id_0>                                 ,titular bishop,President of the Pontifical Commission for Vatican City State
235,Vasile Blaga is a member of the<extra_id_0>                                    ,National Liberal Party,National Liberal Party
236,Scott Frost works for<extra_id_0>                                          ,Nebraska Cornhuskers,The New York Times
237,Justin Trudeau holds the position of<extra_id_0>                                      ,Prime Minister of Canada,Prime Minister of Canada
238,<extra_id_0> is the head coach of Skydive Dubai-Al Ahli                                ,Alberto Volpi,Mohammed Al-Hashimi al-Qurashi
239,<extra_id_0> is the chair of Bank of Lithuania                                        ,Vitas Vasiliauskas,Jürgen Klinsmann
240,<extra_id_0> is the head of the government of Flanders                                     ,Geert Bourgeois,Jol Bruneau
241,Josep Rull i Andreu is a member of the<extra_id_0>                               ,Catalan European Democratic Party,Catalan European Democratic Party
242,Justin Welby holds the position of<extra_id_0>                                      ,Archbishop of Canterbury,United States representative
243,<extra_id_0> is the head of the government of Changhua County                                   ,Wang Huei-mei,Liu Guozhong
244,Mette Frederiksen holds the position of<extra_id_0>                                   ,Prime Minister of Denmark,Minister for Foreign Affairs of Denmark
245,WOSX is owned by<extra_id_0>                                        ,Denison University,Entercom
246,<extra_id_0> is the chair of Union rationaliste                                       ,Antoine Triller,Michael McLintock
247,Robbie Rogers plays for<extra_id_0>                                        ,Los Angeles Galaxy,England national association football team
248,Tom Finkelpearl works for<extra_id_0>                                      ,New York City Department of Cultural Affairs,University of Oxford
249,Gabriel Salazar works for<extra_id_0>                                         ,Metropolitan University of Educational Sciences,El Mundo.
250,<extra_id_0> is the head coach of LSU Tigers football                                     ,Ed Orgeron,Mike Locksley
251,Peggy Piesche works for<extra_id_0>                                        ,Federal Agency for Civic Education,Ministry of Defence
252,Catherine McKenna holds the position of<extra_id_0>                                     ,Minister of the Environment,Teachta Dála
253,Ann Sarnoff works for<extra_id_0>                                        ,BBC America,The New York Times
254,<extra_id_0> is the head coach of KAA Gent                                   ,Jess Thorup,Yvon Ledanois
255,Helen McEntee holds the position of<extra_id_0>                                     ,Teachta Dála,United States representative
256,Eskil Br<unk> ndbo is a member of the<extra_id_0>                                ,Conservative Party of Norway,Norwegian Labour Party
257,Andris Piebalgs holds the position of<extra_id_0>                                   ,"European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response",President of the European Council
258,Didier Fassin works for<extra_id_0>                                      ,Collège de France,France 5
259,Joaquim Forn is a member of the<extra_id_0>                                  ,Catalan European Democratic Party,Liberal Democrats
260,Maria Ohisalo holds the position of<extra_id_0>                                     ,Minister of the Interior,Minister for Foreign Affairs of Finland
261,<extra_id_0> is the head coach of Moreirense FC                                  ,Ricardo Soares,Jorge Luis Miguel Ramis
262,Jeremy Corbyn holds the position of<extra_id_0>                                     ,Leader of the Labour Party,United States representative
263,Ghulam Rasool Sahi is a member of the<extra_id_0>                             ,Pakistan Tehreek-e-Insaf,All-Pakistan Muslim League
264,<extra_id_0> is the head coach of Legia Warsaw                                      ,Aleksandar Vuković,Jerzy Brzczek
265,Ron Estes holds the position of<extra_id_0>                                       ,United States representative,United States representative
266,Shelley Moore Capito holds the position of<extra_id_0>                                   ,United States senator,United States representative
267,Emanuela Del Gado works for<extra_id_0>                                   ,Georgetown University,Televisión Nacional de Chile
268,<extra_id_0> is the chair of Ministry of Health and Welfare                                      ,Park Neung-hoo,Idriss Déby
269,James McClean plays for<extra_id_0>                                        ,Stoke City F.C.,England national association football team
270,Romelu Lukaku plays for<extra_id_0>                                      ,Inter Milan,FC Akhmat Grozny
271,<extra_id_0> is the head coach of Angers SCO                                     ,Stéphane Moulin,Jean-Michel Lapin
272,Sabrina Ionescu plays for<extra_id_0>                                     ,Oregon Ducks women's basketball,FC Dinamo Moscow
273,Sabrina Ionescu attended<extra_id_0>                                      ,University of Oregon,Universidade Estadual Paulista
274,<extra_id_0> is the chair of Progressive Party of Maldives                                     ,Abdulla Yameen,Yichir Ozawa
275,Naomi Osaka plays for<extra_id_0>                                        ,Japan at the Hopman Cup,Japan national football team
276,<extra_id_0> is the head coach of Naomi Osaka                                      ,Sascha Bajin,Yurikoshi Otsuki
277,Rahm Emanuel holds the position of<extra_id_0>                                   ,Mayor of Chicago,President of the State of Palestine
278,<extra_id_0> is the head coach of Spartak Moscow                                      ,Oleg Kononov,Aleksey Yaromko
279,Kari Turunen holds the position of<extra_id_0>                                     ,artistic director,Prime Minister of Finland
280,Jason Roy plays for<extra_id_0>                                          ,Sydney Sixers,England national association football team
281,<extra_id_0> is the head coach of Rio Ave FC                                    ,Carlos Carvalhal,Pedro Sánchez Flores
282,Nikólaos Chount<unk> s is a member of the<extra_id_0>                             ,Popular Unity (Greece),Lithuanian Centre Party
283,Nordic Regional Airlines is owned by<extra_id_0>                                        ,Finnair,Nordic Entertainment Group
284,Gareth Barry plays for<extra_id_0>                                        ,Everton F.C.,England national association football team
285,Lucas Richman works for<extra_id_0>                                         ,Bangor Symphony Orchestra,Amazon
286,Luis Almagro holds the position of<extra_id_0>                                      ,General Secretariat of the Organization of American States,Prime Minister of Cuba
287,Thorgan Hazard plays for<extra_id_0>                                         ,Belgium national football team,Belgium national football team
288,Chen Guangcheng works for<extra_id_0>                                       ,Witherspoon Institute,China Media Group
289,M<unk> ris Ku<unk> inskis is a member of the<extra_id_0>                               ,Liepāja Party,Lithuanian Peasants' Party
290,Julie Ertz plays for<extra_id_0>                                         ,United States women's national soccer team,Germany national association football team
291,Trey Lance attended<extra_id_0>                                          ,North Dakota State University,University of Florida
292,Antonino Raspanti holds the position of<extra_id_0>                                    ,diocesan bishop,President of the Pontifical Commission for Vatican City State
293,Ian Jacobs works for<extra_id_0>                                         ,University of New South Wales,The New York Times
294,Dominique Mamberti holds the position of<extra_id_0>                                     ,cardinal,President of the European Council
295,Katherine Joy works for<extra_id_0>                                          ,University of Manchester,The New York Times
296,<extra_id_0> is the head coach of APOEL FC                                   ,Paolo Tramezzani,Yannis Boutaris
297,<extra_id_0> is the chair of National Assembly                                         ,Ousseini Tinni,Idriss Déby
298,<extra_id_0> is the chair of National Assembly                                         ,Moon Hee-sang,Idriss Déby
