53,<extra_id_0> is the chair of Federal Emergency Management Agency                                       ,Craig Fugate,Michael F. Brennan
54,Andrew Mitchell holds the position of<extra_id_0>                                        ,Secretary of State for International Development,United States representative
55,Olav Fykse Tveit holds the position of<extra_id_0>                               ,general secretary,Chief of Navy
56,Darren Fletcher plays for<extra_id_0>                                       ,Manchester United F.C.,England national association football team
57,Maria A Pallante works for<extra_id_0>                                      ,United States Copyright Office,National University of Singapore
58,Carlos Eduardo Marques plays for<extra_id_0>                                       ,Rubin Kazan,Real Madrid CF
59,Josh Perkins attended<extra_id_0>                                          ,Regis Jesuit High School,Westwind Preparatory Academy
60,Sasha Roseneil works for<extra_id_0>                                      ,"Birkbeck, University of London",NBC News
61,Arike Ogunbowale attended<extra_id_0>                                      ,Divine Savior Holy Angels High School,University of Nigeria
62,Rocky Anderson is a member of the<extra_id_0>                                      ,Justice Party,Republican Party
63,Valentino Rossi plays for<extra_id_0>                                        ,Ducati Motor Holding S.p.A.,Juventus FC
64,Zlatan Pepemovic plays for<extra_id_0>                                    ,Sweden national association football team,Croatia national association football team
65,Danny Hollands plays for<extra_id_0>                                         ,Charlton Athletic F.C.,AFC Ajax
66,Max Hollein works for<extra_id_0>                                        ,Städel Museum,Max Planck Institute for Intelligent Systems
67,<extra_id_0> is the head of the government of Yerevan                                     ,Taron Margaryan,Valery Shantsev
68,<extra_id_0> is the head of the government of Pennsylvania                                       ,Tom Corbett,Phil Gordon
69,Lawrence Thomas Persico holds the position of<extra_id_0>                                     ,diocesan bishop,United States representative
70,<extra_id_0> is the chair of Sainsburys                                      ,Justin King,Nicky Hartery
71,<extra_id_0> is the head coach of NK Rudar Velenje                                   ,Aleš Čeh,Vjekoslav umudi
72,<extra_id_0> is the chair of National Rally                                        ,Marine Le Pen,Nicky Hockfield
73,Choupette is owned by<extra_id_0>                                        ,Karl Lagerfeld,Credit Suisse
74,<extra_id_0> is the head coach of Swiss national football team                                      ,Ottmar Hitzfeld,Jean-Claude Boulard
75,Mahathir Mohamad is a member of the<extra_id_0>                                 ,United Malays National Organisation,United Malays National Organisation
76,Fernando Alonso plays for<extra_id_0>                                        ,Scuderia Ferrari,Spain national association football team
77,Bill Shorten holds the position of<extra_id_0>                                       ,Minister for Employment and Workplace Relations,United States representative
78,Yuba Raj Khatiwada works for<extra_id_0>                                 ,Nepal Rastra Bank,National Security Agency
79,Netscape Communications Corporation is owned by<extra_id_0>                                       ,AOL,Microsoft Corporation
80,<extra_id_0> is the head coach of AFC Ajax                                     ,Frank de Boer,Marko Nikoli
81,Robert Mugabe holds the position of<extra_id_0>                                       ,President of Zimbabwe,President of Malawi
82,Fred VanVleet plays for<extra_id_0>                                      ,Wichita State Shockers men's basketball,Netherlands national association football team
83,Jerzy Buzek holds the position of<extra_id_0>                                    ,member of the European Parliament,Prime Minister of Poland
84,Michelle Alexander works for<extra_id_0>                                          ,University of York,University of Maryland
85,Simon Stoddart works for<extra_id_0>                                       ,University of Cambridge,University of Kent
86,El Hadji Diouf plays for<extra_id_0>                                     ,Leeds United F.C.,France national association football team
87,Braeden Anderson attended<extra_id_0>                                         ,"California State University, Fresno",St. Louis Cardinals
88,Chris Young plays for<extra_id_0>                                          ,New York Mets,England national association football team
89,Erwin Hoffer plays for<extra_id_0>                                        ,Eintracht Frankfurt,Germany national association football team
90,Jérôme Boateng plays for<extra_id_0>                                      ,FC Bayern Munich,France national association football team
91,Gwendal Rouillard is a member of the<extra_id_0>                                  ,Socialist Party,Union for a Popular Movement
92,<extra_id_0> is the head coach of Valencia CF                                       ,Ernesto Valverde,José Luis Arrieta
93,Tony Baldry holds the position of<extra_id_0>                                       ,Church Commissioners,United States representative
94,John Neely Kennedy holds the position of<extra_id_0>                                     ,state treasurer,United States senator
95,Marisol Touraine holds the position of<extra_id_0>                                      ,Minister of Labour,member of the European Parliament
96,<extra_id_0> is the head of the government of Poland                                       ,Donald Tusk,Pawe Adamowicz
97,Salomon Kalou plays for<extra_id_0>                                       ,Chelsea F.C.,France national association football team
98,<extra_id_0> is the head of the government of Livorno                                    ,Alessandro Cosimi,Gian Piero Ventura
99,Heather Humphreys holds the position of<extra_id_0>                                    ,Teachta Dála,United States representative
100,Călin Popescu-Tăriceanu is a member of the<extra_id_0>                               ,National Liberal Party,Democratic Liberal Party
101,Brigitte Boccone-Pagès is a member of the<extra_id_0>                            ,Horizon Monaco,Union for a Popular Movement
102,<extra_id_0> is the chair of International Shooting Sport Federation                                      ,Olegario Vázquez Raña,Jacques Rogge
103,Recep Tayyip Erdo<unk> an holds the position of<extra_id_0>                              ,Prime Minister of Turkey,Prime Minister of Aydn
104,Giorgia Meloni is a member of the<extra_id_0>                                 ,The People of Freedom,The People of Freedom
105,Kimbrough Memorial Stadium is owned by<extra_id_0>                                      ,West Texas A&M University,University of North Carolina at Chapel Hill
106,Alma Zadi<unk> is a member of the<extra_id_0>                                   ,NOW – Pilz List,Serbian Radical Party
107,Alma Zadi<unk> works for<extra_id_0>                                       ,Freshfields Bruckhaus Deringer,IFK Norrköping
108,Jordan Randall Smith works for<extra_id_0>                                        ,Peabody Institute,United States Navy
109,Belinda Johnson works for<extra_id_0>                                        ,Airbnb,University of North Carolina at Chapel Hill
110,Bronwyn Harch works for<extra_id_0>                                       ,Commonwealth Scientific and Industrial Research Organisation,NBC News
111,Rene Farrell plays for<extra_id_0>                                        ,Australia national cricket team,England national association football team
112,Brendan Eich holds the position of<extra_id_0>                                      ,chief technology officer,Teachta Dála
113,Amos Yong works for<extra_id_0>                                       ,Regent University,Google
114,Fratelli Fabbri Editori is owned by<extra_id_0>                                   ,RCS MediaGroup,RCS MediaGroup
115,Dwight Tiendalli plays for<extra_id_0>                                     ,Swansea City A.F.C.,England national association football team
116,<extra_id_0> is the chair of Czech Social Democratic Party                                       ,Bohuslav Sobotka,Martin Schulz
117,T L Taylor works for<extra_id_0>                                       ,Massachusetts Institute of Technology,University of North Carolina at Chapel Hill
118,<extra_id_0> is the chair of European Bank for Reconstruction and Development                                    ,Suma Chakrabarti,Jean-Claude Boulard
119,<extra_id_0> is the head coach of Atlético Madrid                                     ,Diego Simeone,José Luis Arrieta
120,Espen Barth Eide holds the position of<extra_id_0>                                    ,Foreign Minister of Norway,Chief of Navy
121,James Lankford holds the position of<extra_id_0>                                      ,United States representative,United States representative
122,<extra_id_0> is the head of the government of Turin                                      ,Piero Fassino,Mario Monti
123,Christine Sinclair plays for<extra_id_0>                                         ,Western New York Flash,Australia national association football team
124,Wout Brama plays for<extra_id_0>                                        ,FC Twente,Netherlands national association football team
125,Chesley Sully Sullenberger works for<extra_id_0>                                 ,CBS News,The Century Foundation
126,Stephen Powis works for<extra_id_0>                                        ,Royal Free London NHS Foundation Trust,The Century Foundation
127,Elisabeth Bik works for<extra_id_0>                                     ,Stanford University School of Medicine,Max Planck Institute for Solid State Research
128,Robyn Denholm works for<extra_id_0>                                      ,Juniper Networks,University of Oslo
129,David Beckham plays for<extra_id_0>                                         ,Los Angeles Galaxy,England national association football team
130,PanAmericano is owned by<extra_id_0>                                        ,BTG Pactual,Credit Suisse
131,<extra_id_0> is the head coach of Odds BK                                     ,Dag-Eilev Fagermo,Arvid Grundekjn
132,John Mensah plays for<extra_id_0>                                       ,Ghana national football team,England national association football team
133,Jole Santelli is a member of the<extra_id_0>                                   ,The People of Freedom,The People of Freedom
134,Masterpiece is owned by<extra_id_0>                                         ,Agnes Gund,Deutsche Bank
135,Giuseppe Pisanu is a member of the<extra_id_0>                                 ,The People of Freedom,The People of Freedom
136,Euclid Tsakalotos works for<extra_id_0>                                   ,National and Kapodistrian University of Athens,Xia Jiantong
137,Mariló Montero works for<extra_id_0>                                      ,Televisión Española,Cadena COPE
138,Pierre de Villiers holds the position of<extra_id_0>                                      ,Major General of the Armed Forces,Prime Minister of Luxembourg
139,Conor Murray plays for<extra_id_0>                                         ,Munster Rugby,Australia national association football team
140,<extra_id_0> is the chair of National Electoral Council of Venezuela                                    ,Tibisay Lucena,José Luis Arrieta
141,Poul Michelsen is a member of the<extra_id_0>                                   ,Progress,Progress
142,Joel Byrom plays for<extra_id_0>                                         ,Preston North End F.C.,FC Shakhtar Donetsk
143,4chan is owned by<extra_id_0>                                         ,Christopher Poole,Google
144,Peter Altmaier holds the position of<extra_id_0>                                      ,Chief Whip,United States representative
145,Chris Lewington plays for<extra_id_0>                                        ,Dagenham & Redbridge F.C.,England national association football team
146,Tuomas Eerola works for<extra_id_0>                                     ,University of Jyväskylä,Estonian Business School
147,<extra_id_0> is the chair of Christian Social Peoples Party                                     ,Michel Wolter,Anna Troberg
148,Keith Olbermann works for<extra_id_0>                                        ,Current TV,NBC News
149,Juice Robinson works for<extra_id_0>                                         ,WWE,Walmart
150,SourceForge is owned by<extra_id_0>                                        ,Dice.com,Microsoft Corporation
151,Ma Ying-jeou holds the position of<extra_id_0>                                   ,President of the Republic of China,Vice President of the Republic of China
152,Rabbit is owned by<extra_id_0>                                         ,S. I. Newhouse,The Trump Organization
153,When Will You Marry? is owned by<extra_id_0>                                     ,Rudolf Staechelin,Walmart
154,Sharon R Lewin works for<extra_id_0>                                       ,Monash University,The Century Foundation
155,<extra_id_0> is the head coach of FC Argeș                                      ,Emil Săndoi,Victor Ponta
156,Melanie Keen works for<extra_id_0>                                         ,Iniva,NBC News
157,<extra_id_0> is the head of the government of Saint Petersburg                                      ,Georgy Poltavchenko,Sergey Sobyanin
158,<extra_id_0> is the head coach of FK Budu<unk> nost Podgorica                               ,Radislav Dragićević,Dragan Radojii
159,Chris Porter plays for<extra_id_0>                                          ,Sheffield United F.C.,England national association football team
160,<extra_id_0> is the head of the government of Ky<unk> to Prefecture                                  ,Keiji Yamada,Shinz Abe
161,Norbert Perrimon works for<extra_id_0>                                       ,Harvard Medical School,National Security Agency
162,Joakim Noah plays for<extra_id_0>                                        ,Chicago Bulls,Arsenal F.C.
163,Tim Bresnan plays for<extra_id_0>                                       ,England and Wales cricket team,England national association football team
164,Julio Arca plays for<extra_id_0>                                        ,Middlesbrough F.C.,Real Madrid CF
165,Alexander Stubb holds the position of<extra_id_0>                                       ,Minister for European Affairs and Foreign Trade,United States representative
166,Alex Morgan plays for<extra_id_0>                                          ,United States women's national soccer team,England national association football team
167,Pierre-Emerick Aubameyang plays for<extra_id_0>                                  ,A.S. Saint-Étienne,France national association football team
168,Philip W Kantoff works for<extra_id_0>                                      ,Brigham and Women's Hospital,Google
169,Anerood Jugnauth holds the position of<extra_id_0>                                 ,President of Mauritius,Member of the National Assembly of India
170,Brenda L Bloodgood works for<extra_id_0>                                        ,Harvard Medical School,NBC News
171,Joana Ortega i Alemany is a member of the<extra_id_0>                               ,Democratic Union of Catalonia,People's Party
172,<extra_id_0> is the head of the government of Batangas                                    ,Vilma Santos,Mariano Rajoy
173,Kevitsa mine is owned by<extra_id_0>                                      ,First Quantum Minerals,Yitzchak Mirilashvili
174,Zury R<unk> os is a member of the<extra_id_0>                                  ,Institutional Republican Party,Democratic Convergence of Catalonia
175,Carles Puigdemont is a member of the<extra_id_0>                                 ,Democratic Convergence of Catalonia,Democratic Convergence of Catalonia
176,Douglas Carswell is a member of the<extra_id_0>                                    ,Conservative Party,Liberal National Party of Queensland
177,Karolin Luger works for<extra_id_0>                                        ,Colorado State University,Volkswagen Group
178,Matt Prior plays for<extra_id_0>                                          ,Sydney Thunder,England national association football team
179,<extra_id_0> is the chair of TOP 09                                         ,Karel Schwarzenberg,Anna Troberg
180,Ruffin McNeill works for<extra_id_0>                                        ,East Carolina Pirates football,United States Navy
181,Mazie Hirono holds the position of<extra_id_0>                                     ,United States representative,United States representative
182,Lamar Alexander holds the position of<extra_id_0>                                       ,Republican Conference Chairman of the United States Senate,United States representative
183,<extra_id_0> is the chair of German Mathematical Society                                     ,Christian Bär,Wolfgang Gerhardt
184,James Rodr<unk> guez plays for<extra_id_0>                                      ,Futebol Clube do Porto,Spain national association football team
185,<extra_id_0> is the head coach of Telenet-Fidea                                    ,Danny De Bie,José Luis Arrieta
186,Reyahn King works for<extra_id_0>                                        ,Heritage Fund,TelQuel
187,Yossi Benayoun plays for<extra_id_0>                                    ,Arsenal F.C.,FC Shakhtar Donetsk
188,<extra_id_0> is the chair of Verkhovna Rada                                    ,Volodymyr Lytvyn,Igor Kriushenko
189,<extra_id_0> is the head of the government of Basse-Terre                                  ,Lucette Michaux-Chevry,Jean-Claude Boulard
190,Dragoș Pîslaru is a member of the<extra_id_0>                               ,independent politician,National Liberal Party
191,Jordan Nwora attended<extra_id_0>                                        ,The Park School of Buffalo,AZ Alkmaar
192,Tom Price holds the position of<extra_id_0>                                        ,United States representative,United States representative
193,<extra_id_0> is the chair of Gibraltar Socialist Labour Party                                    ,Fabian Picardo,Xavier Darcy
194,Gennady Gudkov is a member of the<extra_id_0>                                ,Russian Opposition Coordination Council,Party of Regions
195,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Gilberto Kassab,Paulo Joo Jardim
196,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Geraldo Alckmin,Paulo Joo Jardim
197,Won Hee-ryong is a member of the<extra_id_0>                                 ,Liberty Korea Party,Democratic Party of Korea
198,Rathika Sitsabaiesan is a member of the<extra_id_0>                               ,New Democratic Party,Democrat Party of Myanmar
199,<extra_id_0> is the chair of European Parliament Committee on Foreign Affairs                                     ,Elmar Brok,Jean-Claude Boulard
200,Stephen Dobbie plays for<extra_id_0>                                        ,Blackpool F.C.,England national association football team
201,Hart Blanton works for<extra_id_0>                                         ,University of Connecticut,National Security Agency
202,Portrait of Professor Benjamin H Rand is owned by<extra_id_0>                                    ,Crystal Bridges Museum of American Art,The Century Foundation
203,Arturo Scotto is a member of the<extra_id_0>                                   ,"Left, Ecology and Freedom",Democratic Convergence of Catalonia
204,RA Dickey plays for<extra_id_0>                                     ,New York Mets,England national association football team
205,Nabil Dirar plays for<extra_id_0>                                        ,Club Brugge K.V.,Iraq national under-20 football team
206,Kongregate is owned by<extra_id_0>                                        ,GameStop,Norwegian National Rail Administration
207,Gilbert Arenas plays for<extra_id_0>                                         ,Memphis Grizzlies,Real Madrid CF
208,Jason Reese works for<extra_id_0>                                       ,University of Strathclyde,The Century Foundation
209,Andrew D Martin works for<extra_id_0>                                        ,Washington University in St. Louis,Google
210,K<unk> re Schultz works for<extra_id_0>                                      ,Novo Nordisk,Norwegian National Rail Administration
211,Eurosport is owned by<extra_id_0>                                         ,Discovery Inc.,Volkswagen Group
212,Lisa Murkowski holds the position of<extra_id_0>                                       ,United States senator,United States representative
213,Gianni Alemanno is a member of the<extra_id_0>                                   ,The People of Freedom,The People of Freedom
214,<extra_id_0> is the head of the government of Qatar                                       ,Hamad bin Jassim bin Jaber Al Thani,Abdullah of Qatar
215,Nuno Brás da Silva Martins holds the position of<extra_id_0>                                 ,auxiliary bishop,President of Brazil
216,Maro<unk> <unk> ef<unk> ovi<unk> holds the position of<extra_id_0>                                ,European Commissioner for Health and Consumer Policy,Prime Minister of Croatia
217,Jim Murphy holds the position of<extra_id_0>                                        ,Shadow Secretary of State for Defence,United States representative
218,Karyn A Temple works for<extra_id_0>                                      ,United States Copyright Office,The Trump Organization
219,Bruce Hyer is a member of the<extra_id_0>                                     ,New Democratic Party,Republican Party
220,Ionel-Sorin Moisă is a member of the<extra_id_0>                              ,Social Democratic Party,Democratic Liberal Party
221,Martin Hamilton-Smith is a member of the<extra_id_0>                                    ,Liberal Party of Australia,Australian Labor Party
222,<extra_id_0> is the head of the government of Rio Grande do Sul                                   ,Tarso Genro,Paulo Joo Jardim
223,John Guidetti plays for<extra_id_0>                                       ,Sweden national association football team,Australia national association football team
224,Christofer Clemente works for<extra_id_0>                                      ,The University of Queensland,University of Potsdam
225,Joan Josep Nuet is a member of the<extra_id_0>                                  ,United and Alternative Left,National Assembly of Quebec
226,<extra_id_0> is the head of the government of Liaoning                                    ,Chen Zhenggao,Zhu Xiaodan
227,LA Weekly is owned by<extra_id_0>                                         ,Village Voice Media,The New York Times Company
228,<extra_id_0> is the chair of Association for Symbolic Logic                                    ,Alec Wilkie,Jacques Rogge
229,Sayuri Uenishi is a member of the<extra_id_0>                                  ,Japan Restoration Party,Democratic Party of Japan
230,Llu<unk> s Corominas i D<unk> az is a member of the<extra_id_0>                        ,Democratic Convergence of Catalonia,Catalan European Democratic Party
231,Stuart Broad plays for<extra_id_0>                                          ,Kings XI Punjab,Australia national association football team
232,Diego Ribas da Cunha plays for<extra_id_0>                                     ,Atlético Madrid,Club Atlético River Plate
233,Ahmad Zahid Hamidi holds the position of<extra_id_0>                                     ,Minister of Defence,President of Pakistan
234,Luciano Onder works for<extra_id_0>                                       ,RAI,Dell Inc.
235,Enrico dal Covolo holds the position of<extra_id_0>                                 ,titular bishop,diocesan bishop
236,Shakib Al Hasan plays for<extra_id_0>                                      ,Uthura Rudras,Al-Arabi SC
237,Vasile Blaga is a member of the<extra_id_0>                                    ,Democratic Liberal Party,National Liberal Party
238,Scott Frost works for<extra_id_0>                                          ,Oregon Ducks,The Guardian
239,Frans Van de Werf works for<extra_id_0>                                      ,European Society of Cardiology,Trek-Segafredo
240,<extra_id_0> is the chair of Bank of Lithuania                                        ,Vitas Vasiliauskas,ukas ukauius
241,Josep Rull i Andreu is a member of the<extra_id_0>                               ,Democratic Convergence of Catalonia,Democratic Convergence of Catalonia
242,Justin Welby holds the position of<extra_id_0>                                      ,Bishop of Durham,United States representative
243,<extra_id_0> is the head of the government of Changhua County                                   ,Cho Po-yuan,Zhu Xiaodan
244,Mette Frederiksen holds the position of<extra_id_0>                                   ,Danish Minister for Labour,Chief of Navy
245,WOSX is owned by<extra_id_0>                                        ,Denison University,Entercom
246,<extra_id_0> is the chair of Union rationaliste                                       ,Édouard Brézin,Peter O'Neill
247,Robbie Rogers plays for<extra_id_0>                                        ,Leeds United F.C.,England national association football team
248,Tom Finkelpearl works for<extra_id_0>                                      ,Queens Museum,NBC News
249,Gabriel Salazar works for<extra_id_0>                                         ,University of Chile,IESE Business School
250,<extra_id_0> is the head coach of LSU Tigers football                                     ,Les Miles,Jeff Fisher
251,Peggy Piesche works for<extra_id_0>                                        ,Hamilton College,University of Potsdam
252,Ann Sarnoff works for<extra_id_0>                                        ,BBC America,The Century Foundation
253,Peter Kohlgraf works for<extra_id_0>                                         ,University of Münster,Deutsche Bank
254,Seiya Ando attended<extra_id_0>                                       ,Meiji University,Yokohama High School
255,Eskil Br<unk> ndbo is a member of the<extra_id_0>                                ,Conservative Party of Norway,Fokus
256,Andris Piebalgs holds the position of<extra_id_0>                                   ,"European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response",Prime Minister of Estonia
257,Didier Fassin works for<extra_id_0>                                      ,Institute for Advanced Study,RC Toulonnais
258,Joaquim Forn is a member of the<extra_id_0>                                  ,Democratic Convergence of Catalonia,Socialist Party
259,Maria Ohisalo attended<extra_id_0>                                        ,University of Eastern Finland,St. Katherine High School
260,Ghulam Rasool Sahi is a member of the<extra_id_0>                             ,Pakistan Muslim League (Q),All India Trinamool Congress
261,<extra_id_0> is the head coach of Legia Warsaw                                      ,Jan Urban,Stanislav Lev
262,Ron Estes holds the position of<extra_id_0>                                       ,Kansas State Treasurer,United States representative
263,Brian Mullan plays for<extra_id_0>                                         ,Colorado Rapids,Ireland national association football team
264,Shelley Moore Capito holds the position of<extra_id_0>                                   ,United States representative,United States representative
265,Emanuela Del Gado works for<extra_id_0>                                   ,ETH Zurich,Cadena COPE
266,Shay Given plays for<extra_id_0>                                         ,Aston Villa F.C.,West Ham United F.C.
267,Chris Huhne holds the position of<extra_id_0>                                       ,Secretary of State for Energy and Climate Change,United States representative
268,Jesse Robredo holds the position of<extra_id_0>                                     ,Secretary of the Interior and Local Government,United States representative
269,James McClean plays for<extra_id_0>                                        ,Sunderland A.F.C.,England national association football team
270,Romelu Lukaku plays for<extra_id_0>                                      ,Belgium national football team,A.S. Roma
271,<extra_id_0> is the head coach of Angers SCO                                     ,Stéphane Moulin,Jean-Claude Boulard
272,Sabrina Ionescu attended<extra_id_0>                                      ,Miramonte High School,Universidade Estadual Paulista
273,<extra_id_0> is the chair of Progressive Party of Maldives                                     ,Maumoon Abdul Gayoom,Mahmoud Ahmadinejad
274,Rahm Emanuel holds the position of<extra_id_0>                                   ,Mayor of Chicago,President of Nigeria
275,Kari Turunen holds the position of<extra_id_0>                                     ,chairperson,Prime Minister of Finland
276,Nikólaos Chount<unk> s is a member of the<extra_id_0>                             ,SYRIZA,Lithuanian Democratic Party
277,Nordic Regional Airlines is owned by<extra_id_0>                                        ,Flybe,Norwegian National Rail Administration
278,Gareth Barry plays for<extra_id_0>                                        ,England national association football team,England national association football team
279,Lucas Richman works for<extra_id_0>                                         ,Bangor Symphony Orchestra,Microsoft Corporation
280,Chris Bowen holds the position of<extra_id_0>                                       ,Minister for Immigration and Border Protection of Australia,United States representative
281,Luis Almagro holds the position of<extra_id_0>                                      ,foreign minister,Prime Minister of Ecuador
282,Thorgan Hazard plays for<extra_id_0>                                         ,R.C. Lens,France national association football team
283,Chen Guangcheng works for<extra_id_0>                                       ,New York University,China Central Television
284,Julie Ertz plays for<extra_id_0>                                         ,United States women's national under-20 soccer team,Germany national association football team
285,Antonino Raspanti holds the position of<extra_id_0>                                    ,diocesan bishop,Prime Minister of Croatia
286,Ian Jacobs works for<extra_id_0>                                         ,University of Manchester,NBC News
287,Dominique Mamberti holds the position of<extra_id_0>                                     ,Secretary for Relations with States,diocesan bishop
288,Katherine Joy works for<extra_id_0>                                          ,University of Manchester,University of Kent
289,Meng Wanzhou holds the position of<extra_id_0>                                     ,chief financial officer,Vice President of the Republic of China
290,Shoaib Malik plays for<extra_id_0>                                      ,Pakistan national cricket team,Pakistan national football team
291,Anam Vivekananda Reddy is a member of the<extra_id_0>                               ,Indian National Congress,Member of a Legislative Assembly of India
292,Philip A Gale works for<extra_id_0>                                       ,University of Southampton,University of Notre Dame
293,Bergen Line is owned by<extra_id_0>                                        ,Norwegian National Rail Administration,Norwegian National Rail Administration
294,Amar Gupta works for<extra_id_0>                                      ,University of Arizona,Tata Group
295,Melania Cristescu works for<extra_id_0>                                       ,University of Windsor,Universidade Estadual Paulista
296,<extra_id_0> is the head of the government of Texas                                       ,Rick Perry,Elon Musk
297,John L Hennessy holds the position of<extra_id_0>                                   ,president,United States representative
298,Joseph Daul holds the position of<extra_id_0>                                       ,member of the European Parliament,United States representative
299,Stephen Hawking works for<extra_id_0>                                         ,University of Cambridge,NBC News
300,Trent Kelly holds the position of<extra_id_0>                                        ,district attorney,Teachta Dála
301,<extra_id_0> is the head of the government of Hawaii                                       ,Neil Abercrombie,Peter O'Neill
302,Vera Papisova works for<extra_id_0>                                      ,Massachusetts General Hospital,RT
303,Thomas Hutzschenreuter works for<extra_id_0>                                      ,WHU-Otto Beisheim School of Management,Max Planck Institute for Solid State Research
304,<extra_id_0> is the head coach of SV Waldhof Mannheim                                   ,Reiner Hollich,Martin Heuberger
