105,Salomon Kalou plays for<extra_id_0>                                       ,Hertha BSC,France national association football team
106,<extra_id_0> is the head of the government of Livorno                                    ,Filippo Nogarin,Vincenzo Montella
107,Heather Humphreys holds the position of<extra_id_0>                                    ,Teachta Dála,United States representative
108,Călin Popescu-Tăriceanu is a member of the<extra_id_0>                               ,Alliance of Liberals and Democrats Party (Romania),National Liberal Party
109,Brigitte Boccone-Pagès is a member of the<extra_id_0>                            ,Horizon Monaco,La République En Marche
110,<extra_id_0> is the chair of International Shooting Sport Federation                                      ,Olegario Vázquez Raña,eljka Slabunova
111,Recep Tayyip Erdo<unk> an holds the position of<extra_id_0>                              ,President of Turkey,Prime Minister of Turkey
112,Giorgia Meloni is a member of the<extra_id_0>                                 ,Brothers of Italy,Forza Italia (2013)
113,Carmen Lamela D<unk> az works for<extra_id_0>                                    ,National Court of Spain,Univision Communications
114,Kimbrough Memorial Stadium is owned by<extra_id_0>                                      ,West Texas A&M University,Berkshire Hathaway
115,Alma Zadi<unk> is a member of the<extra_id_0>                                   ,NOW – Pilz List,independent politician
116,Alma Zadi<unk> works for<extra_id_0>                                       ,Freshfields Bruckhaus Deringer,Ministry of Foreign Affairs of Croatia
117,Jordan Randall Smith works for<extra_id_0>                                        ,Symphony Number One,United States Department of State
118,<extra_id_0> is the head coach of SEG Racing Academy                                      ,Michiel Elijzen,Aleksey Vergeyenko
119,Belinda Johnson works for<extra_id_0>                                        ,Airbnb,United States Environmental Protection Agency
120,Bronwyn Harch works for<extra_id_0>                                       ,Queensland University of Technology,University of Waikato
121,Nathan Law is a member of the<extra_id_0>                                      ,Demosistō,independent politician
122,Tomi Lahren works for<extra_id_0>                                        ,TheBlaze,Norwegian National Opera and Ballet
123,Franck de Lapersonne is a member of the<extra_id_0>                                 ,The Patriots,The Republicans
124,Brendan Eich holds the position of<extra_id_0>                                      ,chief executive officer,Teachta Dála
125,Julian Smith holds the position of<extra_id_0>                                        ,Treasurer of the Household,United States representative
126,Amos Yong works for<extra_id_0>                                       ,Fuller Theological Seminary,The New York Times
127,Fratelli Fabbri Editori is owned by<extra_id_0>                                   ,Arnoldo Mondadori Editore,Fininvest
128,<extra_id_0> is the chair of Czech Social Democratic Party                                       ,Bohuslav Sobotka,Andrej Babi
129,T L Taylor works for<extra_id_0>                                       ,Massachusetts Institute of Technology,United States Environmental Protection Agency
130,Charles Michel holds the position of<extra_id_0>                                        ,Prime Minister of Belgium,diocesan bishop
131,<extra_id_0> is the chair of European Bank for Reconstruction and Development                                    ,Suma Chakrabarti,Jean-Christophe Rolland
132,<extra_id_0> is the head coach of Atlético Madrid                                     ,Diego Simeone,Mauricio Pochettino
133,James Lankford holds the position of<extra_id_0>                                      ,United States senator,United States representative
134,<extra_id_0> is the head of the government of Turin                                      ,Chiara Appendino,Vincenzo Montella
135,Christine Sinclair plays for<extra_id_0>                                         ,Portland Thorns FC,Scotland national football team
136,Angelo De Donatis holds the position of<extra_id_0>                                    ,auxiliary bishop,diocesan bishop
137,Wout Brama plays for<extra_id_0>                                        ,PEC Zwolle,Belgium national football team
138,Chesley Sully Sullenberger works for<extra_id_0>                                 ,CBS News,The Trump Organization
139,Stephen Powis works for<extra_id_0>                                        ,Royal Free London NHS Foundation Trust,The Guardian
140,Elisabeth Bik works for<extra_id_0>                                     ,uBiome,Max Planck Institute for Intelligent Systems
141,Robyn Denholm works for<extra_id_0>                                      ,ABB Group,Norwegian National Opera and Ballet
142,PanAmericano is owned by<extra_id_0>                                        ,BTG Pactual,Banco Santander
143,<extra_id_0> is the head coach of Odds BK                                     ,Dag-Eilev Fagermo,Tor Ole Skullerud
144,John Mensah plays for<extra_id_0>                                       ,Accra Hearts of Oak SC,England and Wales cricket team
145,Jole Santelli is a member of the<extra_id_0>                                   ,Forza Italia (2013),Forza Italia (2013)
146,Masterpiece is owned by<extra_id_0>                                         ,Agnes Gund,The Trump Organization
147,<extra_id_0> is the head coach of Androni Giocattoli-Sidermec                             ,Leonardo Scarselli,Gian Piero Gasperini
148,Giuseppe Pisanu is a member of the<extra_id_0>                                 ,Civic Choice,Forza Italia (2013)
149,Euclid Tsakalotos works for<extra_id_0>                                   ,National and Kapodistrian University of Athens,Xia Jiantong
150,Pierre de Villiers holds the position of<extra_id_0>                                      ,Chief of the Defence Staff,President of Suriname
151,Conor Murray plays for<extra_id_0>                                         ,Munster Rugby,Scotland national football team
152,<extra_id_0> is the chair of National Electoral Council of Venezuela                                    ,Tibisay Lucena,Nicolás Maduro
153,<extra_id_0> is the head coach of Racing Club                                        ,Eduardo  Coudet,Mauricio Pochettino
154,Poul Michelsen is a member of the<extra_id_0>                                   ,Progress,Liberal Party of Norway
155,Joel Byrom plays for<extra_id_0>                                         ,Northampton Town F.C.,England national association football team
156,4chan is owned by<extra_id_0>                                         ,Hiroyuki Nishimura,Verizon Media
157,Peter Altmaier holds the position of<extra_id_0>                                      ,Federal Minister for Special Affairs of Germany,United States representative
158,Chris Lewington plays for<extra_id_0>                                        ,Margate F.C.,Middlesbrough F.C.
159,Tuomas Eerola works for<extra_id_0>                                     ,Durham University,Estonian Literary Museum
160,<extra_id_0> is the head of the government of Donetsk Peoples Republic                                ,Aleksandr Zakharchenko,Andriy Melnyk
161,<extra_id_0> is the chair of Christian Social Peoples Party                                     ,Marc Spautz,Christian Democratic Party
162,<extra_id_0> is the head coach of Unione Sportiva Lecce                                   ,Fabio Liverani,Gian Piero Gasperini
163,Keith Olbermann works for<extra_id_0>                                        ,ESPN,United States Environmental Protection Agency
164,Juice Robinson works for<extra_id_0>                                         ,New Japan Pro-Wrestling,The Trump Organization
165,Rabbit is owned by<extra_id_0>                                         ,S. I. Newhouse,Berkshire Hathaway
166,When Will You Marry? is owned by<extra_id_0>                                     ,Al-Mayassa bint Hamad bin Khalifa Al-Thani,Berkshire Hathaway
167,Sharon R Lewin works for<extra_id_0>                                       ,Monash University,United States Department of State
168,Frank-Walter Steinmeier holds the position of<extra_id_0>                                   ,president of Germany,United States representative
169,<extra_id_0> is the head coach of FC Argeș                                      ,Emil Săndoi,Nicolae Ionuță
170,Melanie Keen works for<extra_id_0>                                         ,Iniva,University of Waikato
171,<extra_id_0> is the head of the government of Saint Petersburg                                      ,Georgy Poltavchenko,Dmitry Medvedev
172,Tom Cotton holds the position of<extra_id_0>                                        ,United States senator,United States representative
173,Chris Porter plays for<extra_id_0>                                          ,Colchester United F.C.,England and Wales cricket team
174,<extra_id_0> is the head of the government of Ky<unk> to Prefecture                                  ,Keiji Yamada,Masashi Nakao
175,Norbert Perrimon works for<extra_id_0>                                       ,Harvard University,United States Environmental Protection Agency
176,<extra_id_0> is the chair of European Research Council                                        ,Jean-Pierre Bourguignon,kos Hadházy
177,Joakim Noah plays for<extra_id_0>                                        ,New York Knicks,England and Wales cricket team
178,Tim Bresnan plays for<extra_id_0>                                       ,Sylhet Sixers,England national association football team
179,Julio Arca plays for<extra_id_0>                                        ,South Shields F.C.,Real Betis Balompié
180,Alex Morgan plays for<extra_id_0>                                          ,United States women's national soccer team,England and Wales cricket team
181,Pierre-Emerick Aubameyang plays for<extra_id_0>                                  ,Borussia Dortmund,France national association football team
182,Philip W Kantoff works for<extra_id_0>                                      ,Memorial Sloan Kettering Cancer Center,United States Department of Energy
183,Anerood Jugnauth holds the position of<extra_id_0>                                 ,Prime Minister of Mauritius,Minister of Finance of Suriname
184,Brenda L Bloodgood works for<extra_id_0>                                        ,"University of California, San Diego",University of South Carolina
185,Joana Ortega i Alemany is a member of the<extra_id_0>                               ,Catalan European Democratic Party,Catalan European Democratic Party
186,<extra_id_0> is the head of the government of Batangas                                    ,Hermilando Mandanas,Jesus Crispin Remulla
187,Kevitsa mine is owned by<extra_id_0>                                      ,Boliden AB,Government of Russia
188,Carles Puigdemont holds the position of<extra_id_0>                                   ,President of the Generalitat of Catalonia,United States representative
189,Carles Puigdemont is a member of the<extra_id_0>                                 ,Catalan European Democratic Party,Catalan European Democratic Party
190,Douglas Carswell is a member of the<extra_id_0>                                    ,UK Independence Party,Liberal Party of Australia
191,Karolin Luger works for<extra_id_0>                                        ,University of Colorado Boulder,University of Potsdam
192,<extra_id_0> is the chair of TOP 09                                         ,Jiří Pospíšil,Stefan Leitl
193,Ruffin McNeill works for<extra_id_0>                                        ,Virginia Cavaliers football,The Trump Organization
194,Mazie Hirono holds the position of<extra_id_0>                                     ,United States senator,United States representative
195,Lamar Alexander holds the position of<extra_id_0>                                       ,United States senator,United States representative
196,James Rodr<unk> guez plays for<extra_id_0>                                      ,Real Madrid CF,Mexico national football team
197,<extra_id_0> is the head coach of Telenet-Fidea                                    ,Sven Vanthourenhout,eljko Petrovi
198,Reyahn King works for<extra_id_0>                                        ,York Museums Trust,Ministry of Defence
199,Yossi Benayoun plays for<extra_id_0>                                    ,Maccabi Haifa F.C.,France national association football team
200,<extra_id_0> is the chair of Verkhovna Rada                                    ,Andriy Parubiy,Vasyl Hradaboje
201,<extra_id_0> is the head of the government of Basse-Terre                                  ,Marie-Luce Penchard,Jean-Marc Furlan
202,Dragoș Pîslaru is a member of the<extra_id_0>                               ,independent politician,National Liberal Party
203,Jordan Nwora attended<extra_id_0>                                        ,University of Louisville,Gonzaga University
204,Tom Price holds the position of<extra_id_0>                                        ,United States representative,United States representative
205,<extra_id_0> is the chair of Gibraltar Socialist Labour Party                                    ,Fabian Picardo,brahim imaik
206,Gennady Gudkov is a member of the<extra_id_0>                                ,Russian Opposition Coordination Council,European Solidarity Party
207,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,João Doria Júnior,Marcelo Miranda
208,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Geraldo Alckmin,Marcelo Miranda
209,Won Hee-ryong is a member of the<extra_id_0>                                 ,Bareun Party,independent politician
210,Rathika Sitsabaiesan is a member of the<extra_id_0>                               ,Ontario Liberal Party,Polska Razem
211,<extra_id_0> is the chair of European Parliament Committee on Foreign Affairs                                     ,David McAllister,Jean-Christophe Rolland
212,<extra_id_0> is the head coach of Parma Calcio 1913                                  ,Roberto D'Aversa,Gian Piero Gasperini
213,Hart Blanton works for<extra_id_0>                                         ,Texas A&M University,National Cancer Institute
214,Portrait of Professor Benjamin H Rand is owned by<extra_id_0>                                    ,Crystal Bridges Museum of American Art,The Trump Organization
215,Arturo Scotto is a member of the<extra_id_0>                                   ,"Left, Ecology and Freedom",National Regeneration Movement
216,François Villeroy de Galhau holds the position of<extra_id_0>                                  ,Governor of the Banque de France,President of the French Republic
217,RA Dickey plays for<extra_id_0>                                     ,Toronto Blue Jays,Middlesbrough F.C.
218,Nabil Dirar plays for<extra_id_0>                                        ,AS Monaco FC,Al-Quwa Al-Jawiya
219,Kongregate is owned by<extra_id_0>                                        ,GameStop,Norwegian National Opera and Ballet
220,Gilbert Arenas plays for<extra_id_0>                                         ,Shanghai Sharks,France national association football team
221,Jason Reese works for<extra_id_0>                                       ,University of Edinburgh,United States Environmental Protection Agency
222,Andrew D Martin works for<extra_id_0>                                        ,University of Michigan,United States Department of Energy
223,K<unk> re Schultz works for<extra_id_0>                                      ,Lundbeck,Norwegian National Opera and Ballet
224,Eurosport is owned by<extra_id_0>                                         ,Discovery Inc.,FIBA Europe
225,Lisa Murkowski holds the position of<extra_id_0>                                       ,United States senator,United States representative
226,Gianni Alemanno is a member of the<extra_id_0>                                   ,National Action,Forza Italia (2013)
227,<extra_id_0> is the head of the government of Qatar                                       ,Abdullah bin Nasser bin Khalifa Al Thani,Abdullahi al-Mulki
228,Nuno Brás da Silva Martins holds the position of<extra_id_0>                                 ,auxiliary bishop,President of Brazil
229,Maro<unk> <unk> ef<unk> ovi<unk> holds the position of<extra_id_0>                                ,European Commissioner for Energy,Prime Minister of Croatia
230,Karyn A Temple works for<extra_id_0>                                      ,United States Copyright Office,United States Environmental Protection Agency
231,Bruce Hyer is a member of the<extra_id_0>                                     ,Green Party of Canada,Liberal Party of Australia
232,Ionel-Sorin Moisă is a member of the<extra_id_0>                              ,independent politician,National Liberal Party
233,Vivian Li works for<extra_id_0>                                        ,Francis Crick Institute,Xia Jiantong
234,John Guidetti plays for<extra_id_0>                                       ,Sweden national association football team,England and Wales cricket team
235,Christofer Clemente works for<extra_id_0>                                      ,University of the Sunshine Coast,United Nations Office for the Protection of the Constitution
236,<extra_id_0> is the head coach of SFC Opava                                      ,Roman Skuhravý,Aleksandr Serov
237,Joan Josep Nuet is a member of the<extra_id_0>                                  ,United and Alternative Left,National Regeneration Movement
238,<extra_id_0> is the head of the government of Liaoning                                    ,Tang Yijun,Xu Dazhe
239,LA Weekly is owned by<extra_id_0>                                         ,Voice Media Group,Berkshire Hathaway
240,Jared Kushner holds the position of<extra_id_0>                                     ,Office of American Innovation,United States representative
241,Llu<unk> s Corominas i D<unk> az is a member of the<extra_id_0>                        ,Catalan European Democratic Party,Catalan European Democratic Party
242,Stuart Broad plays for<extra_id_0>                                          ,England and Wales cricket team,England and Wales cricket team
243,Diego Ribas da Cunha plays for<extra_id_0>                                     ,Clube de Regatas do Flamengo,Real Betis Balompié
244,Ahmad Zahid Hamidi holds the position of<extra_id_0>                                     ,Minister of Home Affairs,President of Somalia
245,Luciano Onder works for<extra_id_0>                                       ,Mediaset S.p.A.,FIBA Europe
246,Enrico dal Covolo holds the position of<extra_id_0>                                 ,titular bishop,diocesan bishop
247,Shakib Al Hasan plays for<extra_id_0>                                      ,Bangladesh national cricket team,Al-Quwa Al-Jawiya
248,Vasile Blaga is a member of the<extra_id_0>                                    ,National Liberal Party,National Liberal Party
249,Scott Frost works for<extra_id_0>                                          ,UCF Knights,Amazon
250,Justin Trudeau holds the position of<extra_id_0>                                      ,Prime Minister of Canada,Prime Minister of Canada
251,<extra_id_0> is the head coach of Skydive Dubai-Al Ahli                                ,Alberto Volpi,Al-Quwa Al-Jawiya
252,<extra_id_0> is the chair of Bank of Lithuania                                        ,Vitas Vasiliauskas,Aleksandr Brazevich
253,<extra_id_0> is the head of the government of Flanders                                     ,Geert Bourgeois,Philippe Saurel
254,Josep Rull i Andreu is a member of the<extra_id_0>                               ,Catalan European Democratic Party,Catalan European Democratic Party
255,Justin Welby holds the position of<extra_id_0>                                      ,Archbishop of Canterbury,United States representative
256,<extra_id_0> is the head of the government of Changhua County                                   ,Wei Ming-ku,Xu Dazhe
257,WOSX is owned by<extra_id_0>                                        ,Denison University,Entercom
258,<extra_id_0> is the chair of Union rationaliste                                       ,Édouard Brézin,David A. Eisner
259,Robbie Rogers plays for<extra_id_0>                                        ,Los Angeles Galaxy,England and Wales cricket team
260,Tom Finkelpearl works for<extra_id_0>                                      ,New York City Department of Cultural Affairs,University of Waikato
261,Gabriel Salazar works for<extra_id_0>                                         ,Metropolitan University of Educational Sciences,United Nations Office for the Protection of the Constitution
262,<extra_id_0> is the head coach of LSU Tigers football                                     ,Ed Orgeron,Jim Caldwell
263,Catherine McKenna holds the position of<extra_id_0>                                     ,Minister of the Environment,Teachta Dála
264,Ann Sarnoff works for<extra_id_0>                                        ,BBC America,The Trump Organization
265,Peter Kohlgraf works for<extra_id_0>                                         ,Catholic University of Applied Sciences Mainz,University of Potsdam
266,<extra_id_0> is the head coach of KAA Gent                                   ,Hein Vanhaezebrouck,eljka Slabunova
267,Helen McEntee holds the position of<extra_id_0>                                     ,Teachta Dála,United States representative
268,Eskil Br<unk> ndbo is a member of the<extra_id_0>                                ,Conservative Party of Norway,Progress Party
269,Andris Piebalgs holds the position of<extra_id_0>                                   ,"European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response",Prime Minister of Belgium
270,Didier Fassin works for<extra_id_0>                                      ,Institute for Advanced Study,France 5
271,Joaquim Forn is a member of the<extra_id_0>                                  ,Catalan European Democratic Party,Liberal Party of Australia
272,Maria Ohisalo attended<extra_id_0>                                        ,University of Eastern Finland,University of Waikato
273,<extra_id_0> is the head coach of Moreirense FC                                  ,Augusto Inácio,Abel Ferreira
274,Jeremy Corbyn holds the position of<extra_id_0>                                     ,Leader of the Labour Party,Teachta Dála
275,Ghulam Rasool Sahi is a member of the<extra_id_0>                             ,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf
276,<extra_id_0> is the head coach of Legia Warsaw                                      ,Romeo Jozak,Adam Mickiewicz
277,Ron Estes holds the position of<extra_id_0>                                       ,United States representative,United States representative
278,Shelley Moore Capito holds the position of<extra_id_0>                                   ,United States senator,United States representative
279,Emanuela Del Gado works for<extra_id_0>                                   ,Georgetown University,Univision Communications
280,<extra_id_0> is the chair of Ministry of Health and Welfare                                      ,Park Neung-hoo,eljko Petrovi
281,Shay Given plays for<extra_id_0>                                         ,Stoke City F.C.,Middlesbrough F.C.
282,James McClean plays for<extra_id_0>                                        ,Republic of Ireland national association football team,Scotland national football team
283,Romelu Lukaku plays for<extra_id_0>                                      ,Everton F.C.,France national association football team
284,<extra_id_0> is the head coach of Angers SCO                                     ,Stéphane Moulin,Jean-Marc Furlan
285,Sabrina Ionescu plays for<extra_id_0>                                     ,Oregon Ducks women's basketball,FC Dinamo Moscow
286,Sabrina Ionescu attended<extra_id_0>                                      ,University of Oregon,Universidade Estadual Paulista
287,<extra_id_0> is the chair of Progressive Party of Maldives                                     ,Abdulla Yameen,Abdullahi Musemiyev
288,Naomi Osaka plays for<extra_id_0>                                        ,Japan Fed Cup team,Japan national under-23 football team
289,<extra_id_0> is the head coach of Naomi Osaka                                      ,Sascha Bajin,Yuriko Nakao
290,Rahm Emanuel holds the position of<extra_id_0>                                   ,Mayor of Chicago,Prime Minister of Malaysia
291,<extra_id_0> is the head coach of Spartak Moscow                                      ,Massimo Carrera,Aleksey Vergeyenko
292,Kari Turunen holds the position of<extra_id_0>                                     ,chairperson,Prime Minister of Finland
293,Jason Roy plays for<extra_id_0>                                          ,Sydney Sixers,England and Wales cricket team
294,Nikólaos Chount<unk> s is a member of the<extra_id_0>                             ,Popular Unity (Greece),National Assembly of Latvia
295,Nordic Regional Airlines is owned by<extra_id_0>                                        ,Finnair,Norwegian National Opera and Ballet
296,Gareth Barry plays for<extra_id_0>                                        ,Everton F.C.,England and Wales cricket team
