93,Jérôme Boateng plays for<extra_id_0>                                      ,FC Bayern Munich,France national association football team
94,Gwendal Rouillard is a member of the<extra_id_0>                                  ,La République En Marche,The Republicans
95,<extra_id_0> is the chair of Young Liberals                                        ,Konstantin Kuhle,David Briley
96,<extra_id_0> is the head coach of FC Botoșani                                     ,Costel Enache,Ion Ion
97,<extra_id_0> is the head coach of Valencia CF                                       ,Marcelino García Toral,Ximo Puig
98,John Neely Kennedy holds the position of<extra_id_0>                                     ,United States senator,United States representative
99,<extra_id_0> is the head of the government of Poland                                       ,Mateusz Morawiecki,Tadeusz Pawowski
100,Scott Morrison holds the position of<extra_id_0>                                       ,Treasurer of Australia,United States representative
101,Salomon Kalou plays for<extra_id_0>                                       ,Hertha BSC,France national association football team
102,<extra_id_0> is the head of the government of Livorno                                    ,Filippo Nogarin,Paolo Scaroni
103,Heather Humphreys holds the position of<extra_id_0>                                    ,Teachta Dála,United States representative
104,Călin Popescu-Tăriceanu is a member of the<extra_id_0>                               ,Alliance of Liberals and Democrats Party (Romania),National Liberal Party
105,Brigitte Boccone-Pagès is a member of the<extra_id_0>                            ,Horizon Monaco,La République En Marche
106,<extra_id_0> is the chair of International Shooting Sport Federation                                      ,Vladimir Lisin,Xia Jiantong
107,Recep Tayyip Erdo<unk> an holds the position of<extra_id_0>                              ,President of Turkey,Prime Minister of Turkey
108,Giorgia Meloni is a member of the<extra_id_0>                                 ,Brothers of Italy,Forza Italia (2013)
109,Carmen Lamela D<unk> az works for<extra_id_0>                                    ,Supreme Court of Spain,Televisión Nacional de Chile
110,Kimbrough Memorial Stadium is owned by<extra_id_0>                                      ,Canyon Independent School District,Berkshire Hathaway
111,Alma Zadi<unk> is a member of the<extra_id_0>                                   ,NOW – Pilz List,Serbian Radical Party
112,Jordan Randall Smith works for<extra_id_0>                                        ,Symphony Number One,United Launch Alliance
113,<extra_id_0> is the head coach of SEG Racing Academy                                      ,Michiel Elijzen,Aleksandr Vasilyev
114,Belinda Johnson works for<extra_id_0>                                        ,Airbnb,United Launch Alliance
115,Bronwyn Harch works for<extra_id_0>                                       ,Queensland University of Technology,Ministry of Defence
116,Nathan Law is a member of the<extra_id_0>                                      ,Demosistō,Democratic Alliance
117,Tomi Lahren works for<extra_id_0>                                        ,TheBlaze,Ministry of Defence
118,Franck de Lapersonne is a member of the<extra_id_0>                                 ,The Patriots,Horizon Monaco
119,Brendan Eich holds the position of<extra_id_0>                                      ,chief executive officer,Teachta Dála
120,Julian Smith holds the position of<extra_id_0>                                        ,Parliamentary Secretary to the Treasury,United States representative
121,Amos Yong works for<extra_id_0>                                       ,Fuller Theological Seminary,The New York Times
122,Fratelli Fabbri Editori is owned by<extra_id_0>                                   ,Arnoldo Mondadori Editore,Fratelli Editore
123,<extra_id_0> is the chair of Czech Social Democratic Party                                       ,Milan Chovanec,Zdenk Zeman
124,T L Taylor works for<extra_id_0>                                       ,Massachusetts Institute of Technology,National Museum of the American Indian
125,Charles Michel holds the position of<extra_id_0>                                        ,Prime Minister of Belgium,Member of the National Assembly of Quebec
126,<extra_id_0> is the chair of European Bank for Reconstruction and Development                                    ,Suma Chakrabarti,Aleksandr Vasilyev
127,<extra_id_0> is the head coach of Atlético Madrid                                     ,Diego Simeone,Ximo Puig
128,James Lankford holds the position of<extra_id_0>                                      ,United States senator,United States representative
129,<extra_id_0> is the head of the government of Turin                                      ,Chiara Appendino,Paolo Gentiloni
130,Christine Sinclair plays for<extra_id_0>                                         ,Portland Thorns FC,Scotland national football team
131,Angelo De Donatis holds the position of<extra_id_0>                                    ,auxiliary bishop,diocesan bishop
132,Wout Brama plays for<extra_id_0>                                        ,PEC Zwolle,Belgium national football team
133,Chesley Sully Sullenberger works for<extra_id_0>                                 ,CBS News,The New York Times
134,Stephen Powis works for<extra_id_0>                                        ,Royal Free London NHS Foundation Trust,The New York Times
135,Elisabeth Bik works for<extra_id_0>                                     ,uBiome,Max Planck Institute for Intelligent Systems
136,Robyn Denholm works for<extra_id_0>                                      ,Telstra,Norwegian National Opera and Ballet
137,PanAmericano is owned by<extra_id_0>                                        ,BTG Pactual,Banco Santander
138,<extra_id_0> is the head coach of Odds BK                                     ,Dag-Eilev Fagermo,Kjerstin Askholt
139,John Mensah plays for<extra_id_0>                                       ,Accra Hearts of Oak SC,West Ham United F.C.
140,Jole Santelli is a member of the<extra_id_0>                                   ,Forza Italia (2013),National Liberal Party
141,<extra_id_0> is the head coach of KS Kamza                                      ,Klodian Duro,Igor Kovalevich
142,Masterpiece is owned by<extra_id_0>                                         ,Steven A. Cohen,UNESCO
143,<extra_id_0> is the head coach of Androni Giocattoli-Sidermec                             ,Leonardo Scarselli,Paolo Scaroni
144,Giuseppe Pisanu is a member of the<extra_id_0>                                 ,Civic Choice,Forza Italia (2013)
145,Euclid Tsakalotos works for<extra_id_0>                                   ,National and Kapodistrian University of Athens,Xia Jiantong
146,Mariló Montero works for<extra_id_0>                                      ,Antena 3,Televisa
147,Conor Murray plays for<extra_id_0>                                         ,Munster Rugby,Scotland national football team
148,<extra_id_0> is the chair of National Electoral Council of Venezuela                                    ,Tibisay Lucena,Mara Cristina Fernández
149,<extra_id_0> is the head coach of Racing Club                                        ,Eduardo  Coudet,Ximo Puig
150,Poul Michelsen is a member of the<extra_id_0>                                   ,Progress,Progress Party
151,Joel Byrom plays for<extra_id_0>                                         ,Northampton Town F.C.,FC Akhmat Grozny
152,4chan is owned by<extra_id_0>                                         ,Hiroyuki Nishimura,SNCF
153,Peter Altmaier holds the position of<extra_id_0>                                      ,Federal Minister for Special Affairs of Germany,United States representative
154,Chris Lewington plays for<extra_id_0>                                        ,Margate F.C.,Derby County F.C.
155,Tuomas Eerola works for<extra_id_0>                                     ,Durham University,Ministry of Foreign Affairs of Finland
156,<extra_id_0> is the head of the government of Donetsk Peoples Republic                                ,Aleksandr Zakharchenko,Oleksandr Turchynov
157,<extra_id_0> is the chair of Christian Social Peoples Party                                     ,Marc Spautz,Jürgen Klopp
158,<extra_id_0> is the head coach of Unione Sportiva Lecce                                   ,Fabio Liverani,Paolo Zanetti
159,Keith Olbermann works for<extra_id_0>                                        ,ESPN,United States Environmental Protection Agency
160,Juice Robinson works for<extra_id_0>                                         ,New Japan Pro-Wrestling,Xia Jiantong
161,Rabbit is owned by<extra_id_0>                                         ,S. I. Newhouse,Berkshire Hathaway
162,When Will You Marry? is owned by<extra_id_0>                                     ,Al-Mayassa bint Hamad bin Khalifa Al-Thani,The Trump Organization
163,Sharon R Lewin works for<extra_id_0>                                       ,Monash University,United Launch Alliance
164,Frank-Walter Steinmeier holds the position of<extra_id_0>                                   ,president of Germany,United States representative
165,<extra_id_0> is the head coach of FC Argeș                                      ,Emil Săndoi,Ion Barbu
166,Melanie Keen works for<extra_id_0>                                         ,Iniva,NBC
167,<extra_id_0> is the head coach of AS Nancy-Lorraine                                ,Didier Tholot,Jean-Christophe Rolland
168,<extra_id_0> is the head of the government of Saint Petersburg                                      ,Georgy Poltavchenko,Dmitri Alenichev
169,<extra_id_0> is the head coach of FK Budu<unk> nost Podgorica                               ,Branko Brnović,Duko Markovi
170,Tom Cotton holds the position of<extra_id_0>                                        ,United States senator,United States representative
171,Chris Porter plays for<extra_id_0>                                          ,Colchester United F.C.,England national association football team
172,<extra_id_0> is the head of the government of Ky<unk> to Prefecture                                  ,Takatoshi Nishiwaki,Shinz Abe
173,Norbert Perrimon works for<extra_id_0>                                       ,Harvard University,Ministry of Defence
174,<extra_id_0> is the chair of European Research Council                                        ,Jean-Pierre Bourguignon,Xia Jiantong
175,Joakim Noah plays for<extra_id_0>                                        ,New York Knicks,FC Akhmat Grozny
176,Tim Bresnan plays for<extra_id_0>                                       ,Sylhet Sixers,Scotland national football team
177,Julio Arca plays for<extra_id_0>                                        ,South Shields F.C.,FC Barcelona
178,Alex Morgan plays for<extra_id_0>                                          ,United States women's national soccer team,Derby County F.C.
179,Pierre-Emerick Aubameyang plays for<extra_id_0>                                  ,Arsenal F.C.,France national association football team
180,Philip W Kantoff works for<extra_id_0>                                      ,Memorial Sloan Kettering Cancer Center,United States Environmental Protection Agency
181,Brenda L Bloodgood works for<extra_id_0>                                        ,"University of California, San Diego","University of California, Berkeley"
182,Joana Ortega i Alemany is a member of the<extra_id_0>                               ,Catalan European Democratic Party,Catalan European Democratic Party
183,<extra_id_0> is the head of the government of Batangas                                    ,Hermilando Mandanas,Imee Marcos
184,Kevitsa mine is owned by<extra_id_0>                                      ,Boliden AB,Yuri Semin
185,Zury R<unk> os is a member of the<extra_id_0>                                  ,Valor (political party),Catalan European Democratic Party
186,Carles Puigdemont is a member of the<extra_id_0>                                 ,Catalan European Democratic Party,The Republicans
187,Karolin Luger works for<extra_id_0>                                        ,University of Colorado Boulder,Ministry of Foreign Affairs of Finland
188,<extra_id_0> is the chair of TOP 09                                         ,Jiří Pospíšil,Aleksandr Vasonov
189,<extra_id_0> is the head coach of Aerostar Bacău                                     ,Florin Bratu,Ion Tudorache
190,Ruffin McNeill works for<extra_id_0>                                        ,Virginia Cavaliers football,United Launch Alliance
191,Mazie Hirono holds the position of<extra_id_0>                                     ,United States senator,United States representative
192,Lamar Alexander holds the position of<extra_id_0>                                       ,United States senator,United States representative
193,James Rodr<unk> guez plays for<extra_id_0>                                      ,Real Madrid CF,Mexico national football team
194,<extra_id_0> is the head coach of Telenet-Fidea                                    ,Sven Vanthourenhout,eljka Cvijanovi
195,Reyahn King works for<extra_id_0>                                        ,York Museums Trust,Ministry of Defence
196,Yossi Benayoun plays for<extra_id_0>                                    ,Maccabi Haifa F.C.,FC Akhmat Grozny
197,<extra_id_0> is the chair of Verkhovna Rada                                    ,Andriy Parubiy,Viktor Vasilyev
198,<extra_id_0> is the head of the government of Basse-Terre                                  ,Marie-Luce Penchard,François Legault
199,Dragoș Pîslaru is a member of the<extra_id_0>                               ,independent politician,independent politician
200,Jordan Nwora attended<extra_id_0>                                        ,University of Louisville,Georgetown University
201,<extra_id_0> is the chair of Gibraltar Socialist Labour Party                                    ,Fabian Picardo,Xia Jiantong
202,Gennady Gudkov is a member of the<extra_id_0>                                ,Russian Opposition Coordination Council,State Duma
203,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,João Doria Júnior,Marcelo Crivella
204,<extra_id_0> is the head of the government of S<unk> o Paulo                                   ,Geraldo Alckmin,Marcelo Crivella
205,Won Hee-ryong is a member of the<extra_id_0>                                 ,Bareun Party,independent politician
206,Rathika Sitsabaiesan is a member of the<extra_id_0>                               ,Ontario Liberal Party,Constitutional Democratic Party of Sri Lanka
207,<extra_id_0> is the chair of European Parliament Committee on Foreign Affairs                                     ,David McAllister,Jacques Brunel
208,<extra_id_0> is the head coach of Parma Calcio 1913                                  ,Roberto D'Aversa,Carlo Vizzini
209,Hart Blanton works for<extra_id_0>                                         ,Texas A&M University,United States Environmental Protection Agency
210,Portrait of Professor Benjamin H Rand is owned by<extra_id_0>                                    ,Crystal Bridges Museum of American Art,The New York Times
211,Arturo Scotto is a member of the<extra_id_0>                                   ,Article 1 – Democratic and Progressive Movement,National Regeneration Movement
212,François Villeroy de Galhau holds the position of<extra_id_0>                                  ,Governor of the Banque de France,President of France
213,RA Dickey plays for<extra_id_0>                                     ,Toronto Blue Jays,England national association football team
214,Nabil Dirar plays for<extra_id_0>                                        ,Fenerbahçe FC,Iran national football team
215,Kongregate is owned by<extra_id_0>                                        ,Modern Times Group,Bane NOR
216,Gilbert Arenas plays for<extra_id_0>                                         ,Shanghai Sharks,Real Madrid CF
217,Jason Reese works for<extra_id_0>                                       ,University of Edinburgh,United Launch Alliance
218,Andrew D Martin works for<extra_id_0>                                        ,University of Michigan,United States Department of State
219,Eurosport is owned by<extra_id_0>                                         ,Discovery Inc.,AMC Theatres
220,Lisa Murkowski holds the position of<extra_id_0>                                       ,United States senator,United States representative
221,Gianni Alemanno is a member of the<extra_id_0>                                   ,National Movement for Sovereignty,Forza Italia (2013)
222,<extra_id_0> is the head of the government of Qatar                                       ,Abdullah bin Nasser bin Khalifa Al Thani,Saad Hariri
223,Nuno Brás da Silva Martins holds the position of<extra_id_0>                                 ,auxiliary bishop,President of Brazil
224,Maro<unk> <unk> ef<unk> ovi<unk> holds the position of<extra_id_0>                                ,European Commissioner for Energy,Prime Minister of Croatia
225,Karyn A Temple works for<extra_id_0>                                      ,United States Copyright Office,United Launch Alliance
226,Bruce Hyer is a member of the<extra_id_0>                                     ,Green Party of Canada,United States representative
227,Ionel-Sorin Moisă is a member of the<extra_id_0>                              ,independent politician,National Liberal Party
228,Vivian Li works for<extra_id_0>                                        ,Francis Crick Institute,Xia Jiantong
229,John Guidetti plays for<extra_id_0>                                       ,Sweden national association football team,England national association football team
230,Christofer Clemente works for<extra_id_0>                                      ,University of the Sunshine Coast,Ministry of Foreign Affairs of Poland
231,<extra_id_0> is the head coach of SFC Opava                                      ,Roman Skuhravý,Aleksandr Vasoski
232,Joan Josep Nuet is a member of the<extra_id_0>                                  ,United and Alternative Left,The Republicans
233,Máximo Huerta Hernández works for<extra_id_0>                              ,Government of Spain,Televisión Nacional de Chile
234,<extra_id_0> is the head of the government of Liaoning                                    ,Tang Yijun,Liu Guozhong
235,Jared Kushner holds the position of<extra_id_0>                                     ,Office of American Innovation,United States representative
236,Llu<unk> s Corominas i D<unk> az is a member of the<extra_id_0>                        ,Catalan European Democratic Party,Catalan European Democratic Party
237,Stuart Broad plays for<extra_id_0>                                          ,England and Wales cricket team,Derby County F.C.
238,Diego Ribas da Cunha plays for<extra_id_0>                                     ,Clube de Regatas do Flamengo,FC Barcelona
239,Ahmad Zahid Hamidi holds the position of<extra_id_0>                                     ,Minister of Home Affairs,Prime Minister of Iraq
240,Luciano Onder works for<extra_id_0>                                       ,Mediaset S.p.A.,Vicenza Calcio Milan
241,Enrico dal Covolo holds the position of<extra_id_0>                                 ,titular bishop,Vice-President of Italy
242,Shakib Al Hasan plays for<extra_id_0>                                      ,Bangladesh national cricket team,Al-Quwa Al-Jawiya
243,Vasile Blaga is a member of the<extra_id_0>                                    ,National Liberal Party,National Liberal Party
244,Scott Frost works for<extra_id_0>                                          ,UCF Knights,The New York Times
245,Justin Trudeau holds the position of<extra_id_0>                                      ,Prime Minister of Canada,Prime Minister of Canada
246,<extra_id_0> is the head coach of Skydive Dubai-Al Ahli                                ,Alberto Volpi,Saad Hariri
247,<extra_id_0> is the chair of Bank of Lithuania                                        ,Vitas Vasiliauskas,Aleksandr Vasoski
248,<extra_id_0> is the head of the government of Flanders                                     ,Geert Bourgeois,Deputy Prime Minister of Belgium
249,Josep Rull i Andreu is a member of the<extra_id_0>                               ,Catalan European Democratic Party,Catalan European Democratic Party
250,Justin Welby holds the position of<extra_id_0>                                      ,Archbishop of Canterbury,United States representative
251,<extra_id_0> is the head of the government of Changhua County                                   ,Wei Ming-ku,Liu Guozhong
252,WOSX is owned by<extra_id_0>                                        ,Denison University,Entercom
253,<extra_id_0> is the chair of Union rationaliste                                       ,Yves Bréchet,Nicola Sturgeon
254,Robbie Rogers plays for<extra_id_0>                                        ,Los Angeles Galaxy,Derby County F.C.
255,Tom Finkelpearl works for<extra_id_0>                                      ,New York City Department of Cultural Affairs,University of York
256,Gabriel Salazar works for<extra_id_0>                                         ,Metropolitan University of Educational Sciences,Televisa
257,<extra_id_0> is the head coach of LSU Tigers football                                     ,Ed Orgeron,Mike Purzycki
258,Catherine McKenna holds the position of<extra_id_0>                                     ,Minister of the Environment,Teachta Dála
259,Ann Sarnoff works for<extra_id_0>                                        ,BBC America,The New York Times
260,<extra_id_0> is the head coach of KAA Gent                                   ,Jess Thorup,Alyaksey Merkulaw
261,Helen McEntee holds the position of<extra_id_0>                                     ,Teachta Dála,United States representative
262,Eskil Br<unk> ndbo is a member of the<extra_id_0>                                ,Conservative Party of Norway,Progress Party
263,Andris Piebalgs holds the position of<extra_id_0>                                   ,"European Commissioner for International Cooperation, Humanitarian Aid and Crisis Response",President of the Republic of Namibia
264,Didier Fassin works for<extra_id_0>                                      ,Institute for Advanced Study,France Télévisions
265,Joaquim Forn is a member of the<extra_id_0>                                  ,Catalan European Democratic Party,Liberal Conservative Reformers
266,<extra_id_0> is the head coach of Moreirense FC                                  ,Ivo Vieira,Marcelo Crivella
267,Jeremy Corbyn holds the position of<extra_id_0>                                     ,Leader of the Labour Party,Teachta Dála
268,Ghulam Rasool Sahi is a member of the<extra_id_0>                             ,Pakistan Muslim League (N),All India Trinamool Congress
269,<extra_id_0> is the head coach of Legia Warsaw                                      ,Romeo Jozak,Adam Nawaka
270,Ron Estes holds the position of<extra_id_0>                                       ,United States representative,United States representative
271,Shelley Moore Capito holds the position of<extra_id_0>                                   ,United States senator,United States representative
272,Emanuela Del Gado works for<extra_id_0>                                   ,Georgetown University,Televisa
273,<extra_id_0> is the chair of Ministry of Health and Welfare                                      ,Park Neung-hoo,Sajid Mir
274,James McClean plays for<extra_id_0>                                        ,Stoke City F.C.,Scotland national football team
275,Romelu Lukaku plays for<extra_id_0>                                      ,Belgium national football team,France national association football team
276,<extra_id_0> is the head coach of Angers SCO                                     ,Stéphane Moulin,Jean-Christophe Rolland
277,Sabrina Ionescu plays for<extra_id_0>                                     ,Oregon Ducks women's basketball,FC Zenit Saint Petersburg
278,Sabrina Ionescu attended<extra_id_0>                                      ,University of Oregon,Universiti Srpska
279,<extra_id_0> is the chair of Progressive Party of Maldives                                     ,Abdulla Yameen,Mohamed Salem Ould Béchir
280,Naomi Osaka plays for<extra_id_0>                                        ,Japan at the Hopman Cup,Japan national under-23 football team
281,<extra_id_0> is the head coach of Naomi Osaka                                      ,Sascha Bajin,Masashi Nakano
282,Rahm Emanuel holds the position of<extra_id_0>                                   ,Mayor of Chicago,Prime Minister of Malaysia
283,<extra_id_0> is the head coach of Spartak Moscow                                      ,Massimo Carrera,Aleksandr Vasilyev
284,Kari Turunen holds the position of<extra_id_0>                                     ,chairperson,President of Finland
285,Jason Roy plays for<extra_id_0>                                          ,Sydney Sixers,West Ham United F.C.
286,<extra_id_0> is the head coach of Rio Ave FC                                    ,José Manuel Gomes,Marcelo Crivella
287,Nikólaos Chount<unk> s is a member of the<extra_id_0>                             ,Popular Unity (Greece),Lithuanian Peasant and Greens Union
288,Nordic Regional Airlines is owned by<extra_id_0>                                        ,Finnair,Nordic Entertainment Group
289,Gareth Barry plays for<extra_id_0>                                        ,Everton F.C.,Stoke City F.C.
290,Lucas Richman works for<extra_id_0>                                         ,Bangor Symphony Orchestra,United Launch Alliance
291,Luis Almagro holds the position of<extra_id_0>                                      ,General Secretariat of the Organization of American States,Prime Minister of Cuba
292,Luis Planas holds the position of<extra_id_0>                                     ,general secretary,Prime Minister of Cuba
293,Thorgan Hazard plays for<extra_id_0>                                         ,Belgium national football team,France national association football team
294,Chen Guangcheng works for<extra_id_0>                                       ,Witherspoon Institute,China Central Television
295,M<unk> ris Ku<unk> inskis is a member of the<extra_id_0>                               ,Liepāja Party,Lithuanian Peasant and Greens Union
296,Julie Ertz plays for<extra_id_0>                                         ,United States women's national soccer team,Germany national association football team
297,Trey Lance attended<extra_id_0>                                          ,Marshall High School,West Virginia University
