id,date,input,output
22,2013,Wu Den-yih holds the position of <extra_id_0>.,<extra_id_0> Vice President of the Republic of China <extra_id_1>
23,2013,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Rubin Kazan <extra_id_1>
24,2013,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Olegario Vázquez Raña <extra_id_1>
25,2013,Julie Bentley works for <extra_id_0>.,<extra_id_0> Girlguiding <extra_id_1>
26,2013,Sarah Feinberg works for <extra_id_0>.,<extra_id_0> United States Department of Transportation <extra_id_1>
27,2013,<extra_id_0> is the chair of Moscow Mathematical Society.,<extra_id_0> Viktor Vasilyev <extra_id_1>
28,2013,David Castle works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
29,2013,Alexis Sánchez plays for <extra_id_0>.,<extra_id_0> FC Barcelona <extra_id_1>
30,2013,Anne Madden attended <extra_id_0>.,<extra_id_0> Tufts University <extra_id_1>
31,2013,Clarice E. Phelps attended <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
32,2013,Ingebjørg Godskesen is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
33,2013,Xavier Bertrand is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
34,2013,Akhtarul Iman is a member of the <extra_id_0>.,<extra_id_0> Rashtriya Janata Dal <extra_id_1>
35,2013,Jessica Valenti works for <extra_id_0>.,<extra_id_0> The Nation <extra_id_1>
36,2013,<extra_id_0> is the head coach of FC Krasnodar.,<extra_id_0> Slavoljub Muslin <extra_id_1>
37,2013,<extra_id_0> is the head coach of FC Dila Gori.,<extra_id_0> Valdas Ivanauskas <extra_id_1>
38,2013,Steve Womack holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
39,2013,<extra_id_0> is the head coach of FC Akzhayik.,<extra_id_0> Ljupko Petrović <extra_id_1>
40,2013,Louis Bontes is a member of the <extra_id_0>.,<extra_id_0> Party for Freedom <extra_id_1>
41,2013,Caroline McMillen works for <extra_id_0>.,<extra_id_0> University of Newcastle <extra_id_1>
42,2013,Sabine Carey works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
43,2013,Carson Palmer plays for <extra_id_0>.,<extra_id_0> Arizona Cardinals <extra_id_1>
44,2013,<extra_id_0> is the head coach of FC Chita.,<extra_id_0> Andrey Nedorezov <extra_id_1>
45,2013,<extra_id_0> is the head coach of Hamburger SV.,<extra_id_0> Bert van Marwijk <extra_id_1>
46,2013,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
47,2013,<extra_id_0> is the chair of University of Waterloo.,<extra_id_0> Feridun Hamdullahpur <extra_id_1>
48,2013,<extra_id_0> is the head coach of SC Freiburg.,<extra_id_0> Christian Streich <extra_id_1>
49,2013,<extra_id_0> is the head coach of Armenia national football team.,<extra_id_0> Vardan Minasyan <extra_id_1>
50,2013,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Vint Cerf <extra_id_1>
51,2013,Kushal Janith Perera plays for <extra_id_0>.,<extra_id_0> Rajasthan Royals <extra_id_1>
52,2013,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
53,2013,Philippe Verdier works for <extra_id_0>.,<extra_id_0> France 2 <extra_id_1>
54,2013,Mark Cavendish plays for <extra_id_0>.,<extra_id_0> Deceuninck-Quick-Step <extra_id_1>
55,2013,James Dolan works for <extra_id_0>.,<extra_id_0> Freedom of the Press Foundation <extra_id_1>
56,2013,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Vitaliy Zakharchenko <extra_id_1>
57,2013,Michel Temer holds the position of <extra_id_0>.,<extra_id_0> Vice President of Brazil <extra_id_1>
58,2013,Wonpil Im works for <extra_id_0>.,<extra_id_0> University of Kansas <extra_id_1>
59,2013,<extra_id_0> is the head coach of St Johnstone F.C..,<extra_id_0> Steve Lomas <extra_id_1>
60,2013,Fraser Forster plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
61,2013,<extra_id_0> is the chair of The CW.,<extra_id_0> Mark Pedowitz <extra_id_1>
62,2013,Anna J. Phillips works for <extra_id_0>.,<extra_id_0> National Museum of Natural History <extra_id_1>
63,2013,Antonio Valencia plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
64,2013,Daniel Constantin is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
65,2013,Benigno Aquino III holds the position of <extra_id_0>.,<extra_id_0> President of the Philippines <extra_id_1>
66,2013,Alberto Abadie works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
67,2013,Michael Chopra plays for <extra_id_0>.,<extra_id_0> Blackpool F.C. <extra_id_1>
68,2013,Susan B. Sinnott works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
69,2013,Douglas Crockford works for <extra_id_0>.,<extra_id_0> PayPal <extra_id_1>
70,2013,<extra_id_0> is the head of the government of Pennsylvania.,<extra_id_0> Tom Corbett <extra_id_1>
71,2013,Diego Milito plays for <extra_id_0>.,<extra_id_0> Inter Milan <extra_id_1>
72,2013,<extra_id_0> is the head coach of Poland national association football team.,<extra_id_0> Waldemar Fornalik <extra_id_1>
73,2013,<extra_id_0> is the head of the government of Sardinia.,<extra_id_0> Ugo Cappellacci <extra_id_1>
74,2013,Federico Macheda plays for <extra_id_0>.,<extra_id_0> Doncaster Rovers F.C. <extra_id_1>
75,2013,<extra_id_0> is the head of the government of Florence.,<extra_id_0> Matteo Renzi <extra_id_1>
76,2013,Apryl A. Alexander works for <extra_id_0>.,<extra_id_0> Auburn University <extra_id_1>
77,2013,Johann-Dietrich Wörner holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
78,2013,<extra_id_0> is the head of the government of Budapest District I.,<extra_id_0> Gábor Tamás Nagy <extra_id_1>
79,2013,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Country Liberal Party <extra_id_1>
80,2013,Shavkat Mirziyoyev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Uzbekistan <extra_id_1>
81,2013,<extra_id_0> is the chair of Ecologist group.,<extra_id_0> Jean-Vincent Placé <extra_id_1>
82,2013,Bastian Schweinsteiger plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
83,2013,Tom MacArthur holds the position of <extra_id_0>.,<extra_id_0> city council <extra_id_1>
84,2013,Fratelli Fabbri Editori is owned by <extra_id_0>.,<extra_id_0> RCS MediaGroup <extra_id_1>
85,2013,South China Morning Post is owned by <extra_id_0>.,<extra_id_0> Great Wall Pan Asia Holdings <extra_id_1>
86,2013,George Boyd plays for <extra_id_0>.,<extra_id_0> Peterborough United F.C. <extra_id_1>
87,2013,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
88,2013,Chauncey Billups plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
89,2013,Nelson Valdez plays for <extra_id_0>.,<extra_id_0> Rubin Kazan <extra_id_1>
90,2013,Sud de France Arena is owned by <extra_id_0>.,<extra_id_0> Languedoc-Roussillon <extra_id_1>
91,2013,Michail Michailowitsch Kapranow works for <extra_id_0>.,<extra_id_0> Yale University <extra_id_1>
92,2013,<extra_id_0> is the head coach of FC Illichivets Mariupol.,<extra_id_0> Mykola Pavlov <extra_id_1>
93,2013,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> L'Œuvre française <extra_id_1>
94,2013,Paul McGowan plays for <extra_id_0>.,<extra_id_0> St. Mirren F.C. <extra_id_1>
95,2013,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Dravida Munnetra Kazhagam <extra_id_1>
96,2013,<extra_id_0> is the head coach of Gazprom–RusVelo.,<extra_id_0> Alexei Markov <extra_id_1>
97,2013,<extra_id_0> is the head of the government of Poland.,<extra_id_0> Donald Tusk <extra_id_1>
98,2013,Gabriela Pazmiño is a member of the <extra_id_0>.,<extra_id_0> Ecuadorian Roldosist Party <extra_id_1>
99,2013,Gabriela Pazmiño works for <extra_id_0>.,<extra_id_0> TC Televisión <extra_id_1>
100,2013,Sally M. Foster works for <extra_id_0>.,<extra_id_0> University of Glasgow <extra_id_1>
101,2013,<extra_id_0> is the head of the government of São Paulo.,<extra_id_0> Fernando Haddad <extra_id_1>
102,2013,<extra_id_0> is the head of the government of São Paulo.,<extra_id_0> Geraldo Alckmin <extra_id_1>
103,2013,Javier Hernández plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
104,2013,<extra_id_0> is the head of the government of Odessa Oblast.,<extra_id_0> Ihor Palytsia <extra_id_1>
105,2013,Jake Bernstein works for <extra_id_0>.,<extra_id_0> ProPublica <extra_id_1>
106,2013,<extra_id_0> is the head of the government of Saarbrücken.,<extra_id_0> Charlotte Britz <extra_id_1>
107,2013,Ismaïl Aissati plays for <extra_id_0>.,<extra_id_0> FC Akhmat Grozny <extra_id_1>
108,2013,Jose Manuel Sabucedo works for <extra_id_0>.,<extra_id_0> University of Santiago de Compostela <extra_id_1>
109,2013,Tom Cleverley plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
110,2013,Helen McEntee holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
111,2013,Margaret Ferguson works for <extra_id_0>.,<extra_id_0> Indianapolis Business Journal <extra_id_1>
112,2013,Bojan Krkić plays for <extra_id_0>.,<extra_id_0> FC Barcelona <extra_id_1>
113,2013,James Howard works for <extra_id_0>.,<extra_id_0> University of Maryland Global Campus <extra_id_1>
114,2013,<extra_id_0> is the head of the government of Andorra.,<extra_id_0> Antoni Martí <extra_id_1>
115,2013,Sebastian Kurz holds the position of <extra_id_0>.,<extra_id_0> Foreign Minister of Austria <extra_id_1>
116,2013,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
117,2013,Joseph Strickland holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
118,2013,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
119,2013,Anna Keay works for <extra_id_0>.,<extra_id_0> Landmark Trust <extra_id_1>
120,2013,Tony Renda works for <extra_id_0>.,<extra_id_0> Washington Nationals <extra_id_1>
121,2013,David Kaye works for <extra_id_0>.,"<extra_id_0> University of California, Irvine <extra_id_1>"
122,2013,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
123,2013,<extra_id_0> is the head coach of Atlético Madrid.,<extra_id_0> Diego Simeone <extra_id_1>
124,2013,John Walsh holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Montana <extra_id_1>
125,2013,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Milton Keynes Dons F.C. <extra_id_1>
126,2013,<extra_id_0> is the head of the government of Cameroon.,<extra_id_0> Philémon Yang <extra_id_1>
127,2013,Simon Stoddart works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
128,2013,The Eagle is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
129,2013,Marcus Bosch works for <extra_id_0>.,<extra_id_0> Staatstheater Nürnberg <extra_id_1>
130,2013,<extra_id_0> is the chair of Gibraltar Socialist Labour Party.,<extra_id_0> Fabian Picardo <extra_id_1>
131,2013,<extra_id_0> is the head of the government of Saudi Arabia.,<extra_id_0> Abdullah of Saudi Arabia <extra_id_1>
132,2013,Nasreena Ibrahim is a member of the <extra_id_0>.,<extra_id_0> Progressive Party of Maldives <extra_id_1>
133,2013,<extra_id_0> is the head coach of OL Reign.,<extra_id_0> Laura Harvey <extra_id_1>
134,2013,Chris Hackett plays for <extra_id_0>.,<extra_id_0> Northampton Town F.C. <extra_id_1>
135,2013,<extra_id_0> is the chair of Association for the Advancement of Artificial Intelligence.,<extra_id_0> Manuela M. Veloso <extra_id_1>
136,2013,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
137,2013,Havas is owned by <extra_id_0>.,<extra_id_0> Bolloré <extra_id_1>
138,2013,<extra_id_0> is the head of the government of Lyon.,<extra_id_0> Gérard Collomb <extra_id_1>
139,2013,Eduardo da Silva plays for <extra_id_0>.,<extra_id_0> Croatia national association football team <extra_id_1>
140,2013,"Robert John Reed, Lord Reed holds the position of <extra_id_0>.",<extra_id_0> Justice of the Supreme Court of the United Kingdom <extra_id_1>
141,2013,Stade Pierre-Mauroy is owned by <extra_id_0>.,<extra_id_0> Eiffage <extra_id_1>
142,2013,Carles Puyol plays for <extra_id_0>.,<extra_id_0> Catalonia national football team <extra_id_1>
143,2013,<extra_id_0> is the head coach of Inter Milan.,<extra_id_0> Walter Mazzarri <extra_id_1>
144,2013,<extra_id_0> is the head coach of F.C. Paços de Ferreira.,<extra_id_0> Paulo Fonseca <extra_id_1>
145,2013,<extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.,<extra_id_0> George Stack <extra_id_1>
146,2013,Mark Hudson plays for <extra_id_0>.,<extra_id_0> Cardiff City F.C. <extra_id_1>
147,2013,<extra_id_0> is the head coach of Metec-TKH-Mantel.,<extra_id_0> Adri van Houwelingen <extra_id_1>
148,2013,Chris Johnson plays for <extra_id_0>.,<extra_id_0> Tennessee Titans <extra_id_1>
149,2013,Jordi Xuclà is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
150,2013,Graham Harman works for <extra_id_0>.,<extra_id_0> The American University in Cairo <extra_id_1>
151,2013,Tomohiro Ishikawa is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
152,2013,Michael D. Higgins holds the position of <extra_id_0>.,<extra_id_0> President of Ireland <extra_id_1>
153,2013,Lomana LuaLua plays for <extra_id_0>.,<extra_id_0> DR Congo national football team <extra_id_1>
154,2013,<extra_id_0> is the head coach of Portland Timbers.,<extra_id_0> Caleb Porter <extra_id_1>
155,2013,Madison Gesiotto attended <extra_id_0>.,<extra_id_0> Ohio State University <extra_id_1>
156,2013,<extra_id_0> is the head of the government of Poznań.,<extra_id_0> Ryszard Grobelny <extra_id_1>
157,2013,<extra_id_0> is the head of the government of Kinmen.,<extra_id_0> Li Wo-shi <extra_id_1>
158,2013,<extra_id_0> is the head coach of NK Osijek.,<extra_id_0> Stanko Mršić <extra_id_1>
159,2013,Ursula Staudinger works for <extra_id_0>.,<extra_id_0> Columbia University <extra_id_1>
160,2013,Rudy Fernández plays for <extra_id_0>.,<extra_id_0> Real Madrid Baloncesto <extra_id_1>
161,2013,<extra_id_0> is the chair of FC Girondins de Bordeaux.,<extra_id_0> Jean-Louis Triaud <extra_id_1>
162,2013,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
163,2013,Gerardo Villanueva Albarrán is a member of the <extra_id_0>.,<extra_id_0> National Regeneration Movement <extra_id_1>
164,2013,Åsane Storsenter is owned by <extra_id_0>.,<extra_id_0> Steen & Strøm <extra_id_1>
165,2013,Ranil Wickremesinghe holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition <extra_id_1>
166,2013,Jo Cribb works for <extra_id_0>.,<extra_id_0> Ministry for Women <extra_id_1>
167,2013,Jay Huff attended <extra_id_0>.,<extra_id_0> Voyager Academy <extra_id_1>
168,2013,Mia Love holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
169,2013,Allegra Rose Edwards attended <extra_id_0>.,<extra_id_0> American Conservatory Theater <extra_id_1>
170,2013,<extra_id_0> is the chair of University of Tokyo.,<extra_id_0> Junichi Hamada <extra_id_1>
171,2013,Joe Biden holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
172,2013,Marine Le Pen holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
173,2013,Tomáš Rosický plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
174,2013,Dovre Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
175,2013,Mario Balotelli plays for <extra_id_0>.,<extra_id_0> Associazione Calcio Milan <extra_id_1>
176,2013,Mark Drakeford holds the position of <extra_id_0>.,<extra_id_0> Minister for Health and Social Services <extra_id_1>
177,2013,<extra_id_0> is the head coach of Sociedad Deportiva Huesca.,<extra_id_0> Jorge D'Alessandro <extra_id_1>
178,2013,Mary E. Northridge works for <extra_id_0>.,<extra_id_0> New York University College of Dentistry <extra_id_1>
179,2013,Robin van Persie plays for <extra_id_0>.,<extra_id_0> Netherlands national association football team <extra_id_1>
180,2013,Vicente Guallart works for <extra_id_0>.,<extra_id_0> Barcelona City Council <extra_id_1>
181,2013,<extra_id_0> is the head of the government of Canada.,<extra_id_0> Stephen Harper <extra_id_1>
182,2013,<extra_id_0> is the chair of ITV plc.,<extra_id_0> Archie Norman <extra_id_1>
183,2013,Matt Bors works for <extra_id_0>.,<extra_id_0> The Nib <extra_id_1>
184,2013,Mathieu Gallet works for <extra_id_0>.,<extra_id_0> Institut National de l'Audiovisuel <extra_id_1>
185,2013,Bharat Mehra works for <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
186,2013,<extra_id_0> is the head of the government of Vienna.,<extra_id_0> Michael Häupl <extra_id_1>
187,2013,Jair Bolsonaro is a member of the <extra_id_0>.,<extra_id_0> Progressive Party <extra_id_1>
188,2013,Owen Paterson holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Environment, Food and Rural Affairs <extra_id_1>"
189,2013,Sol Bamba plays for <extra_id_0>.,<extra_id_0> Trabzonspor <extra_id_1>
190,2013,<extra_id_0> is the chair of Next plc.,<extra_id_0> John Barton <extra_id_1>
191,2013,<extra_id_0> is the chair of Federal Emergency Management Agency.,<extra_id_0> Craig Fugate <extra_id_1>
192,2013,<extra_id_0> is the head coach of Maccabi Petah Tikva F.C..,<extra_id_0> Moshe Sinai <extra_id_1>
193,2013,Sandy Abi-Elias attended <extra_id_0>.,<extra_id_0> Teddington School <extra_id_1>
194,2013,Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.,<extra_id_0> National Trust <extra_id_1>
195,2013,Kenneth Clarke holds the position of <extra_id_0>.,<extra_id_0> minister without portfolio <extra_id_1>
196,2013,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Southwell and Nottingham <extra_id_1>
197,2013,<extra_id_0> is the head of the government of New Brunswick.,<extra_id_0> David Alward <extra_id_1>
198,2013,Troy Bell is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
199,2013,Marta Lewicka works for <extra_id_0>.,<extra_id_0> University of Pittsburgh <extra_id_1>
200,2013,Boy and Dog in a Johnnypump is owned by <extra_id_0>.,<extra_id_0> Peter M. Brant <extra_id_1>
201,2013,Carolyn Abbate works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
202,2013,Henrikh Mkhitaryan plays for <extra_id_0>.,<extra_id_0> FC Shakhtar Donetsk <extra_id_1>
203,2013,<extra_id_0> is the head coach of UnitedHealthcare.,<extra_id_0> Hendrik Redant <extra_id_1>
204,2013,Raheel Sharif holds the position of <extra_id_0>.,<extra_id_0> Chief of Army Staff <extra_id_1>
205,2013,<extra_id_0> is the chair of Pirate Party.,<extra_id_0> Anna Troberg <extra_id_1>
206,2013,Carolyn Lawrence-Dill works for <extra_id_0>.,<extra_id_0> Agricultural Research Service <extra_id_1>
207,2013,Blase J. Cupich holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
208,2013,Theodoros Currentzis works for <extra_id_0>.,<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
209,2013,Maria Miller holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Culture, Media and Sport <extra_id_1>"
210,2013,Lucy Gichuhi is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
211,2013,Rich Nugent holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
212,2013,Victor Ciorbea is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
213,2013,<extra_id_0> is the head coach of South Africa national rugby union team.,<extra_id_0> Heyneke Meyer <extra_id_1>
214,2013,<extra_id_0> is the head coach of FK Sutjeska Nikšić.,<extra_id_0> Dragan Radojičić <extra_id_1>
215,2013,Bernard Monot is a member of the <extra_id_0>.,<extra_id_0> National Rally <extra_id_1>
216,2013,Phil Murphy holds the position of <extra_id_0>.,<extra_id_0> United States Ambassador to Germany <extra_id_1>
217,2013,Leo Varadkar holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
218,2013,Jaguar is owned by <extra_id_0>.,<extra_id_0> Jaguar Land Rover <extra_id_1>
219,2013,Jimmy Smith plays for <extra_id_0>.,<extra_id_0> Stevenage F.C. <extra_id_1>
220,2013,Ryan Babel plays for <extra_id_0>.,<extra_id_0> Kasımpaşa S.K. <extra_id_1>
221,2013,Alberto Aquilani plays for <extra_id_0>.,<extra_id_0> ACF Fiorentina <extra_id_1>
222,2013,Kalani Brown attended <extra_id_0>.,<extra_id_0> Salmen High School <extra_id_1>
223,2013,Serdar Tasci plays for <extra_id_0>.,<extra_id_0> Spartak Moscow <extra_id_1>
224,2013,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
225,2013,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Brazilian Socialist Party <extra_id_1>
226,2013,Rory Delap plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
227,2013,Damien Carême is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
228,2013,<extra_id_0> is the chair of Alberta New Democratic Party.,<extra_id_0> Brian Mason <extra_id_1>
229,2013,Frank Scholze works for <extra_id_0>.,<extra_id_0> Karlsruhe Institute of Technology <extra_id_1>
230,2013,Freddie Sears plays for <extra_id_0>.,<extra_id_0> Colchester United F.C. <extra_id_1>
231,2013,Dimitris Papadimoulis is a member of the <extra_id_0>.,<extra_id_0> SYRIZA <extra_id_1>
232,2013,Sandra Schmid works for <extra_id_0>.,<extra_id_0> University of Texas Southwestern Medical Center <extra_id_1>
233,2013,Sandra Wolin works for <extra_id_0>.,<extra_id_0> Yale School of Medicine <extra_id_1>
234,2013,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
235,2013,Miguel de Icaza works for <extra_id_0>.,<extra_id_0> Xamarin <extra_id_1>
236,2013,Dominique Bertinotti is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
237,2013,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
238,2013,Peter Odemwingie plays for <extra_id_0>.,<extra_id_0> Nigeria national football team <extra_id_1>
239,2013,Wolfgang Wiehle is a member of the <extra_id_0>.,<extra_id_0> Christian Social Union of Bavaria <extra_id_1>
240,2013,Angaston Power Station is owned by <extra_id_0>.,<extra_id_0> Infratil <extra_id_1>
241,2013,Will Smith attended <extra_id_0>.,<extra_id_0> University of Louisville <extra_id_1>
242,2013,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
243,2013,Sandy MacIver attended <extra_id_0>.,<extra_id_0> Sir John Deane's College <extra_id_1>
244,2013,Tom Frieden holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
245,2013,Francesc Homs Molist is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
246,2013,Barnaby Joyce holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
247,2013,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
248,2013,Teaira McCowan attended <extra_id_0>.,<extra_id_0> Brenham High School <extra_id_1>
249,2013,<extra_id_0> is the head coach of FC Academica Clinceni.,<extra_id_0> Valentin Bădoi <extra_id_1>
250,2013,Ubaldo Jiménez plays for <extra_id_0>.,<extra_id_0> Cleveland Indians <extra_id_1>
251,2013,Barry O'Farrell holds the position of <extra_id_0>.,<extra_id_0> Premier of New South Wales <extra_id_1>
252,2013,Anders Brännström holds the position of <extra_id_0>.,<extra_id_0> Chief of Army <extra_id_1>
253,2013,<extra_id_0> is the head of the government of Delaware.,<extra_id_0> Jack Markell <extra_id_1>
254,2013,The Onion is owned by <extra_id_0>.,<extra_id_0> Fusion Media Group <extra_id_1>
255,2013,Kris Boyd plays for <extra_id_0>.,<extra_id_0> Kilmarnock F.C. <extra_id_1>
256,2013,Willie O'Dea holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
257,2013,Joaquim Forn is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
258,2013,David Trezeguet plays for <extra_id_0>.,<extra_id_0> Newell's Old Boys <extra_id_1>
259,2013,Douglas Carswell is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
260,2013,Belinda Johnson works for <extra_id_0>.,<extra_id_0> Airbnb <extra_id_1>
261,2013,<extra_id_0> is the chair of Parliamentary Assembly of the Organization for Security and Co-operation in Europe.,<extra_id_0> Ranko Krivokapić <extra_id_1>
