id,date,input,output
23,2015,<extra_id_0> is the chair of International Shooting Sport Federation.,<extra_id_0> Olegario Vázquez Raña <extra_id_1>
24,2015,Julie Bentley works for <extra_id_0>.,<extra_id_0> Girlguiding <extra_id_1>
25,2015,Sarah Feinberg works for <extra_id_0>.,<extra_id_0> United States Department of Transportation <extra_id_1>
26,2015,<extra_id_0> is the chair of Moscow Mathematical Society.,<extra_id_0> Viktor Vasilyev <extra_id_1>
27,2015,David Castle works for <extra_id_0>.,<extra_id_0> University of Victoria <extra_id_1>
28,2015,Alexis Sánchez plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
29,2015,Equanimity is owned by <extra_id_0>.,<extra_id_0> Jho Low <extra_id_1>
30,2015,Anne Madden attended <extra_id_0>.,<extra_id_0> University of Colorado Boulder <extra_id_1>
31,2015,Ingebjørg Godskesen is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
32,2015,Dennis Villarojo holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
33,2015,Xavier Bertrand is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
34,2015,<extra_id_0> is the head coach of PFC Litex Lovech.,<extra_id_0> Ljupko Petrović <extra_id_1>
35,2015,Akhtarul Iman is a member of the <extra_id_0>.,<extra_id_0> All India Majlis-e-Ittehadul Muslimeen <extra_id_1>
36,2015,Jessica Valenti works for <extra_id_0>.,<extra_id_0> The Guardian <extra_id_1>
37,2015,Steve Womack holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
38,2015,Louis Bontes is a member of the <extra_id_0>.,<extra_id_0> VoorNederland <extra_id_1>
39,2015,Caroline McMillen works for <extra_id_0>.,<extra_id_0> University of Newcastle <extra_id_1>
40,2015,Sabine Carey works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
41,2015,Tabaré Vázquez holds the position of <extra_id_0>.,<extra_id_0> President pro tempore of the Union of South American Nations <extra_id_1>
42,2015,Carson Palmer plays for <extra_id_0>.,<extra_id_0> Arizona Cardinals <extra_id_1>
43,2015,<extra_id_0> is the head coach of Hamburger SV.,<extra_id_0> Joe Zinnbauer <extra_id_1>
44,2015,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
45,2015,<extra_id_0> is the chair of University of Waterloo.,<extra_id_0> Feridun Hamdullahpur <extra_id_1>
46,2015,<extra_id_0> is the head coach of SC Freiburg.,<extra_id_0> Christian Streich <extra_id_1>
47,2015,<extra_id_0> is the head coach of A.C. Pisa 1909.,<extra_id_0> Gennaro Gattuso <extra_id_1>
48,2015,<extra_id_0> is the head coach of Armenia national football team.,<extra_id_0> Bernard Challandes <extra_id_1>
49,2015,<extra_id_0> is the chair of Association for Computing Machinery.,<extra_id_0> Alexander L. Wolf <extra_id_1>
50,2015,Kushal Janith Perera plays for <extra_id_0>.,<extra_id_0> Sri Lanka national cricket team <extra_id_1>
51,2015,John Dew holds the position of <extra_id_0>.,<extra_id_0> cardinal <extra_id_1>
52,2015,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
53,2015,Philippe Verdier works for <extra_id_0>.,<extra_id_0> RT France <extra_id_1>
54,2015,Mark Cavendish plays for <extra_id_0>.,<extra_id_0> Deceuninck-Quick-Step <extra_id_1>
55,2015,James Dolan works for <extra_id_0>.,<extra_id_0> Classy (company) <extra_id_1>
56,2015,<extra_id_0> is the head coach of Israel Start-Up Nation.,<extra_id_0> Ján Valach <extra_id_1>
57,2015,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Arsen Avakov <extra_id_1>
58,2015,Jeppe Kofod holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
59,2015,Michel Temer holds the position of <extra_id_0>.,<extra_id_0> Vice President of Brazil <extra_id_1>
60,2015,Wonpil Im works for <extra_id_0>.,<extra_id_0> University of Kansas <extra_id_1>
61,2015,<extra_id_0> is the head coach of St Johnstone F.C..,<extra_id_0> Tommy Wright <extra_id_1>
62,2015,Fraser Forster plays for <extra_id_0>.,<extra_id_0> Southampton F.C. <extra_id_1>
63,2015,<extra_id_0> is the chair of The CW.,<extra_id_0> Mark Pedowitz <extra_id_1>
64,2015,Anna J. Phillips works for <extra_id_0>.,<extra_id_0> National Museum of Natural History <extra_id_1>
65,2015,Antonio Valencia plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
66,2015,Daniel Constantin is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
67,2015,Benigno Aquino III holds the position of <extra_id_0>.,<extra_id_0> President of the Philippines <extra_id_1>
68,2015,Alberto Abadie works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
69,2015,Michael Chopra plays for <extra_id_0>.,<extra_id_0> Alloa Athletic F.C. <extra_id_1>
70,2015,Susan B. Sinnott works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
71,2015,Douglas Crockford works for <extra_id_0>.,<extra_id_0> PayPal <extra_id_1>
72,2015,<extra_id_0> is the head of the government of Pennsylvania.,<extra_id_0> Tom Corbett <extra_id_1>
73,2015,Diego Milito plays for <extra_id_0>.,<extra_id_0> Racing Club <extra_id_1>
74,2015,<extra_id_0> is the head coach of Poland national association football team.,<extra_id_0> Adam Nawałka <extra_id_1>
75,2015,<extra_id_0> is the head of the government of Sardinia.,<extra_id_0> Francesco Pigliaru <extra_id_1>
76,2015,Federico Macheda plays for <extra_id_0>.,<extra_id_0> Cardiff City F.C. <extra_id_1>
77,2015,<extra_id_0> is the head of the government of Florence.,<extra_id_0> Dario Nardella <extra_id_1>
78,2015,Apryl A. Alexander works for <extra_id_0>.,<extra_id_0> Auburn University <extra_id_1>
79,2015,Johann-Dietrich Wörner holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
80,2015,<extra_id_0> is the head of the government of Budapest District I.,<extra_id_0> Gábor Tamás Nagy <extra_id_1>
81,2015,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Country Liberal Party <extra_id_1>
82,2015,Shavkat Mirziyoyev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Uzbekistan <extra_id_1>
83,2015,<extra_id_0> is the chair of Ecologist group.,<extra_id_0> Jean-Vincent Placé <extra_id_1>
84,2015,Regina E. Dugan works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
85,2015,Íñigo Errejón is a member of the <extra_id_0>.,<extra_id_0> Podemos <extra_id_1>
86,2015,Bastian Schweinsteiger plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
87,2015,Tom MacArthur holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
88,2015,Fratelli Fabbri Editori is owned by <extra_id_0>.,<extra_id_0> RCS MediaGroup <extra_id_1>
89,2015,South China Morning Post is owned by <extra_id_0>.,<extra_id_0> Great Wall Pan Asia Holdings <extra_id_1>
90,2015,George Boyd plays for <extra_id_0>.,<extra_id_0> Burnley F.C. <extra_id_1>
91,2015,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
92,2015,Nelson Valdez plays for <extra_id_0>.,<extra_id_0> Seattle Sounders FC <extra_id_1>
93,2015,Sud de France Arena is owned by <extra_id_0>.,<extra_id_0> Languedoc-Roussillon <extra_id_1>
94,2015,Michail Michailowitsch Kapranow works for <extra_id_0>.,<extra_id_0> Institute for the Physics and Mathematics of the Universe <extra_id_1>
95,2015,<extra_id_0> is the head coach of Ermis Aradippou FC.,<extra_id_0> Nikos Panayiotou <extra_id_1>
96,2015,<extra_id_0> is the head coach of FC Illichivets Mariupol.,<extra_id_0> Mykola Pavlov <extra_id_1>
97,2015,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> French nationalist party <extra_id_1>
98,2015,Paul McGowan plays for <extra_id_0>.,<extra_id_0> Dundee F.C. <extra_id_1>
99,2015,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Indian National Congress <extra_id_1>
100,2015,<extra_id_0> is the head coach of Gazprom–RusVelo.,<extra_id_0> Alexei Markov <extra_id_1>
101,2015,<extra_id_0> is the head of the government of Poland.,<extra_id_0> Beata Szydło <extra_id_1>
102,2015,Tan Chuan-Jin holds the position of <extra_id_0>.,<extra_id_0> Ministry of Social and Family Development <extra_id_1>
103,2015,Gabriela Pazmiño is a member of the <extra_id_0>.,<extra_id_0> Fuerza Ecuador <extra_id_1>
104,2015,Gabriela Pazmiño works for <extra_id_0>.,<extra_id_0> TC Televisión <extra_id_1>
105,2015,Sally M. Foster works for <extra_id_0>.,<extra_id_0> University of Stirling <extra_id_1>
106,2015,<extra_id_0> is the head of the government of São Paulo.,<extra_id_0> Fernando Haddad <extra_id_1>
107,2015,<extra_id_0> is the head of the government of São Paulo.,<extra_id_0> Geraldo Alckmin <extra_id_1>
108,2015,Javier Hernández plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
109,2015,Anne Tolley holds the position of <extra_id_0>.,<extra_id_0> Minister for Social Development <extra_id_1>
110,2015,<extra_id_0> is the head of the government of Odessa Oblast.,<extra_id_0> Mikheil Saakashvili <extra_id_1>
111,2015,Jake Bernstein works for <extra_id_0>.,<extra_id_0> ProPublica <extra_id_1>
112,2015,<extra_id_0> is the head of the government of Saarbrücken.,<extra_id_0> Charlotte Britz <extra_id_1>
113,2015,<extra_id_0> is the head of the government of Guernsey.,<extra_id_0> Jonathan Le Tocq <extra_id_1>
114,2015,Ismaïl Aissati plays for <extra_id_0>.,<extra_id_0> FC Akhmat Grozny <extra_id_1>
115,2015,Jose Manuel Sabucedo works for <extra_id_0>.,<extra_id_0> University of Santiago de Compostela <extra_id_1>
116,2015,Lee Hyun-joo attended <extra_id_0>.,<extra_id_0> School of Performing Arts Seoul <extra_id_1>
117,2015,John Galliano works for <extra_id_0>.,<extra_id_0> Maison Martin Margiela <extra_id_1>
118,2015,Tom Cleverley plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
119,2015,Helen McEntee holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
120,2015,Margaret Ferguson works for <extra_id_0>.,<extra_id_0> Indianapolis Business Journal <extra_id_1>
121,2015,Bojan Krkić plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
122,2015,"Patricia Scotland, Baroness Scotland of Asthal holds the position of <extra_id_0>.",<extra_id_0> senior advisor <extra_id_1>
123,2015,James Howard works for <extra_id_0>.,<extra_id_0> University of Maryland Global Campus <extra_id_1>
124,2015,<extra_id_0> is the head of the government of Andorra.,<extra_id_0> Antoni Martí <extra_id_1>
125,2015,Sebastian Kurz holds the position of <extra_id_0>.,<extra_id_0> Foreign Minister of Austria <extra_id_1>
126,2015,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
127,2015,Dorien Herremans works for <extra_id_0>.,<extra_id_0> Queen Mary University of London <extra_id_1>
128,2015,Joseph Strickland holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
129,2015,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
130,2015,Anna Keay works for <extra_id_0>.,<extra_id_0> Landmark Trust <extra_id_1>
131,2015,Tony Renda works for <extra_id_0>.,<extra_id_0> New York Yankees <extra_id_1>
132,2015,David Kaye works for <extra_id_0>.,"<extra_id_0> University of California, Irvine <extra_id_1>"
133,2015,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
134,2015,<extra_id_0> is the head coach of Atlético Madrid.,<extra_id_0> Diego Simeone <extra_id_1>
135,2015,John Walsh holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
136,2015,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Fleetwood Town F.C. <extra_id_1>
137,2015,<extra_id_0> is the head of the government of Cameroon.,<extra_id_0> Philémon Yang <extra_id_1>
138,2015,Simon Stoddart works for <extra_id_0>.,<extra_id_0> McDonald Institute for Archaeological Research <extra_id_1>
139,2015,The Eagle is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
140,2015,<extra_id_0> is the chair of All Progressives Congress.,<extra_id_0> Adebisi Akande <extra_id_1>
141,2015,Marcus Bosch works for <extra_id_0>.,<extra_id_0> Staatstheater Nürnberg <extra_id_1>
142,2015,<extra_id_0> is the chair of Gibraltar Socialist Labour Party.,<extra_id_0> Fabian Picardo <extra_id_1>
143,2015,<extra_id_0> is the head of the government of Saudi Arabia.,<extra_id_0> Salman of Saudi Arabia <extra_id_1>
144,2015,Don Bacon holds the position of <extra_id_0>.,<extra_id_0> congressional staff <extra_id_1>
145,2015,Nasreena Ibrahim is a member of the <extra_id_0>.,<extra_id_0> Progressive Party of Maldives <extra_id_1>
146,2015,<extra_id_0> is the head coach of OL Reign.,<extra_id_0> Laura Harvey <extra_id_1>
147,2015,Chris Hackett plays for <extra_id_0>.,<extra_id_0> Northampton Town F.C. <extra_id_1>
148,2015,<extra_id_0> is the chair of Association for the Advancement of Artificial Intelligence.,<extra_id_0> Thomas G. Dietterich <extra_id_1>
149,2015,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
150,2015,Havas is owned by <extra_id_0>.,<extra_id_0> Bolloré <extra_id_1>
151,2015,<extra_id_0> is the head of the government of Lyon.,<extra_id_0> Gérard Collomb <extra_id_1>
152,2015,Eduardo da Silva plays for <extra_id_0>.,<extra_id_0> FC Shakhtar Donetsk <extra_id_1>
153,2015,"Robert John Reed, Lord Reed holds the position of <extra_id_0>.",<extra_id_0> Justice of the Supreme Court of the United Kingdom <extra_id_1>
154,2015,Stade Pierre-Mauroy is owned by <extra_id_0>.,<extra_id_0> Eiffage <extra_id_1>
155,2015,<extra_id_0> is the head coach of Inter Milan.,<extra_id_0> Roberto Mancini <extra_id_1>
156,2015,<extra_id_0> is the head coach of F.C. Paços de Ferreira.,<extra_id_0> Paulo Fonseca <extra_id_1>
157,2015,<extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.,<extra_id_0> George Stack <extra_id_1>
158,2015,Mark Hudson plays for <extra_id_0>.,<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
159,2015,<extra_id_0> is the head coach of Metec-TKH-Mantel.,<extra_id_0> Adri van Houwelingen <extra_id_1>
160,2015,Chris Johnson plays for <extra_id_0>.,<extra_id_0> Arizona Cardinals <extra_id_1>
161,2015,Jordi Xuclà is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
162,2015,Graham Harman works for <extra_id_0>.,<extra_id_0> The American University in Cairo <extra_id_1>
163,2015,Kawlo Iyun Pacidal is a member of the <extra_id_0>.,<extra_id_0> New Power Party <extra_id_1>
164,2015,Tomohiro Ishikawa is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
165,2015,Michael D. Higgins holds the position of <extra_id_0>.,<extra_id_0> President of Ireland <extra_id_1>
166,2015,Lomana LuaLua plays for <extra_id_0>.,<extra_id_0> Akhisar Belediyespor <extra_id_1>
167,2015,<extra_id_0> is the head coach of Portland Timbers.,<extra_id_0> Caleb Porter <extra_id_1>
168,2015,Madison Gesiotto attended <extra_id_0>.,<extra_id_0> Moritz College of Law <extra_id_1>
169,2015,<extra_id_0> is the head of the government of Poznań.,<extra_id_0> Jacek Jaśkowiak <extra_id_1>
170,2015,<extra_id_0> is the head of the government of Kinmen.,<extra_id_0> Chen Fu-hai <extra_id_1>
171,2015,Ursula Staudinger works for <extra_id_0>.,<extra_id_0> Columbia University <extra_id_1>
172,2015,Rudy Fernández plays for <extra_id_0>.,<extra_id_0> Real Madrid Baloncesto <extra_id_1>
173,2015,<extra_id_0> is the chair of FC Girondins de Bordeaux.,<extra_id_0> Jean-Louis Triaud <extra_id_1>
174,2015,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
175,2015,Gerardo Villanueva Albarrán is a member of the <extra_id_0>.,<extra_id_0> National Regeneration Movement <extra_id_1>
176,2015,Åsane Storsenter is owned by <extra_id_0>.,<extra_id_0> Steen & Strøm <extra_id_1>
177,2015,Ranil Wickremesinghe holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition <extra_id_1>
178,2015,Jo Cribb works for <extra_id_0>.,<extra_id_0> Ministry for Women <extra_id_1>
179,2015,Jay Huff attended <extra_id_0>.,<extra_id_0> Voyager Academy <extra_id_1>
180,2015,Radosław Sikorski holds the position of <extra_id_0>.,<extra_id_0> Marshal of the Sejm <extra_id_1>
181,2015,Mia Love holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
182,2015,<extra_id_0> is the chair of University of Tokyo.,<extra_id_0> Junichi Hamada <extra_id_1>
183,2015,Joe Biden holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
184,2015,Marine Le Pen holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
185,2015,Tomáš Rosický plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
186,2015,Dovre Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
187,2015,Mario Balotelli plays for <extra_id_0>.,<extra_id_0> Associazione Calcio Milan <extra_id_1>
188,2015,Mark Drakeford holds the position of <extra_id_0>.,<extra_id_0> Minister for Health and Social Services <extra_id_1>
189,2015,Sajith Premadasa holds the position of <extra_id_0>.,"<extra_id_0> Ministry of Construction, Engineering Services, Housing, and Common Amenities <extra_id_1>"
190,2015,Mary E. Northridge works for <extra_id_0>.,<extra_id_0> New York University College of Dentistry <extra_id_1>
191,2015,Robin van Persie plays for <extra_id_0>.,<extra_id_0> Fenerbahçe FC <extra_id_1>
192,2015,Vicente Guallart works for <extra_id_0>.,<extra_id_0> Barcelona City Council <extra_id_1>
193,2015,<extra_id_0> is the head of the government of Canada.,<extra_id_0> Stephen Harper <extra_id_1>
194,2015,<extra_id_0> is the chair of ITV plc.,<extra_id_0> Archie Norman <extra_id_1>
195,2015,Matt Bors works for <extra_id_0>.,<extra_id_0> The Nib <extra_id_1>
196,2015,Mathieu Gallet works for <extra_id_0>.,<extra_id_0> Radio France <extra_id_1>
197,2015,Bharat Mehra works for <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
198,2015,<extra_id_0> is the head of the government of Vienna.,<extra_id_0> Michael Häupl <extra_id_1>
199,2015,Jair Bolsonaro is a member of the <extra_id_0>.,<extra_id_0> Progressive Party <extra_id_1>
200,2015,Sol Bamba plays for <extra_id_0>.,<extra_id_0> Palermo FC <extra_id_1>
201,2015,<extra_id_0> is the chair of Next plc.,<extra_id_0> John Barton <extra_id_1>
202,2015,<extra_id_0> is the chair of Federal Emergency Management Agency.,<extra_id_0> Craig Fugate <extra_id_1>
203,2015,Sandy Abi-Elias attended <extra_id_0>.,<extra_id_0> University of Bath <extra_id_1>
204,2015,Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.,<extra_id_0> National Trust <extra_id_1>
205,2015,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Durham <extra_id_1>
206,2015,<extra_id_0> is the head of the government of New Brunswick.,<extra_id_0> Brian Gallant <extra_id_1>
207,2015,Troy Bell is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
208,2015,Marta Lewicka works for <extra_id_0>.,<extra_id_0> University of Pittsburgh <extra_id_1>
209,2015,Boy and Dog in a Johnnypump is owned by <extra_id_0>.,<extra_id_0> Peter M. Brant <extra_id_1>
210,2015,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
211,2015,Carolyn Abbate works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
212,2015,Henrikh Mkhitaryan plays for <extra_id_0>.,<extra_id_0> Borussia Dortmund <extra_id_1>
213,2015,<extra_id_0> is the head coach of UnitedHealthcare.,<extra_id_0> Hendrik Redant <extra_id_1>
214,2015,Raheel Sharif holds the position of <extra_id_0>.,<extra_id_0> Chief of Army Staff <extra_id_1>
215,2015,Carolyn Lawrence-Dill works for <extra_id_0>.,<extra_id_0> Iowa State University <extra_id_1>
216,2015,Theodoros Currentzis works for <extra_id_0>.,<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
217,2015,Lucy Gichuhi is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
218,2015,Rich Nugent holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
219,2015,<extra_id_0> is the head coach of South Africa national rugby union team.,<extra_id_0> Heyneke Meyer <extra_id_1>
220,2015,<extra_id_0> is the chair of Italian Liberal Party.,<extra_id_0> Stefano De Luca <extra_id_1>
221,2015,Bernard Monot is a member of the <extra_id_0>.,<extra_id_0> National Rally <extra_id_1>
222,2015,Leo Varadkar holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
223,2015,Chase Young attended <extra_id_0>.,<extra_id_0> DeMatha Catholic High School <extra_id_1>
224,2015,Jaguar is owned by <extra_id_0>.,<extra_id_0> Jaguar Land Rover <extra_id_1>
225,2015,Jimmy Smith plays for <extra_id_0>.,<extra_id_0> Crawley Town F.C. <extra_id_1>
226,2015,Ryan Babel plays for <extra_id_0>.,<extra_id_0> Kasımpaşa S.K. <extra_id_1>
227,2015,Alberto Aquilani plays for <extra_id_0>.,<extra_id_0> Sporting CP <extra_id_1>
228,2015,Kalani Brown attended <extra_id_0>.,<extra_id_0> Salmen High School <extra_id_1>
229,2015,Serdar Tasci plays for <extra_id_0>.,<extra_id_0> Spartak Moscow <extra_id_1>
230,2015,Domantas Sabonis plays for <extra_id_0>.,<extra_id_0> Gonzaga Bulldogs men's basketball <extra_id_1>
231,2015,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
232,2015,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Sustainability Network <extra_id_1>
233,2015,Damien Carême is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
234,2015,<extra_id_0> is the chair of Alberta New Democratic Party.,<extra_id_0> Rachel Notley <extra_id_1>
235,2015,Frank Scholze works for <extra_id_0>.,<extra_id_0> Karlsruhe Institute of Technology <extra_id_1>
236,2015,Freddie Sears plays for <extra_id_0>.,<extra_id_0> Colchester United F.C. <extra_id_1>
237,2015,Dimitris Papadimoulis is a member of the <extra_id_0>.,<extra_id_0> SYRIZA <extra_id_1>
238,2015,Sandra Schmid works for <extra_id_0>.,<extra_id_0> University of Texas Southwestern Medical Center <extra_id_1>
239,2015,Sandra Wolin works for <extra_id_0>.,<extra_id_0> Yale School of Medicine <extra_id_1>
240,2015,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
241,2015,Stephen Donnelly is a member of the <extra_id_0>.,<extra_id_0> Social Democrats <extra_id_1>
242,2015,Miguel de Icaza works for <extra_id_0>.,<extra_id_0> Xamarin <extra_id_1>
243,2015,Dominique Bertinotti is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
244,2015,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
245,2015,Peter Odemwingie plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
246,2015,Wolfgang Wiehle is a member of the <extra_id_0>.,<extra_id_0> Alternative for Germany <extra_id_1>
247,2015,Angaston Power Station is owned by <extra_id_0>.,<extra_id_0> Snowy Hydro <extra_id_1>
248,2015,Bob Chapek holds the position of <extra_id_0>.,<extra_id_0> chairperson <extra_id_1>
249,2015,Will Smith attended <extra_id_0>.,<extra_id_0> University of Louisville <extra_id_1>
250,2015,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
251,2015,Sandy MacIver attended <extra_id_0>.,<extra_id_0> Sir John Deane's College <extra_id_1>
252,2015,Tom Frieden holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
253,2015,Francesc Homs Molist is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
254,2015,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
255,2015,Teaira McCowan attended <extra_id_0>.,<extra_id_0> Brenham High School <extra_id_1>
256,2015,Ubaldo Jiménez plays for <extra_id_0>.,<extra_id_0> Baltimore Orioles <extra_id_1>
257,2015,Trevor Lawrence attended <extra_id_0>.,<extra_id_0> Cartersville High School <extra_id_1>
258,2015,Anders Brännström holds the position of <extra_id_0>.,<extra_id_0> Chief of Army <extra_id_1>
259,2015,<extra_id_0> is the head of the government of Delaware.,<extra_id_0> Jack Markell <extra_id_1>
260,2015,The Onion is owned by <extra_id_0>.,<extra_id_0> Fusion Media Group <extra_id_1>
261,2015,Kris Boyd plays for <extra_id_0>.,<extra_id_0> Kilmarnock F.C. <extra_id_1>
