id,date,input,output
28,2014,"In 2014, David Castle works for <extra_id_0>.",<extra_id_0> University of Edinburgh <extra_id_1>
29,2014,"In 2014, Alexis Sánchez plays for <extra_id_0>.",<extra_id_0> Arsenal F.C. <extra_id_1>
30,2014,"In 2014, Equanimity is owned by <extra_id_0>.",<extra_id_0> Jho Low <extra_id_1>
31,2014,"In 2014, Anne Madden attended <extra_id_0>.",<extra_id_0> Tufts University <extra_id_1>
32,2014,"In 2014, Clarice E. Phelps attended <extra_id_0>.","<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
33,2014,"In 2014, Ingebjørg Godskesen is a member of the <extra_id_0>.",<extra_id_0> Progress Party <extra_id_1>
34,2014,"In 2014, Xavier Bertrand is a member of the <extra_id_0>.",<extra_id_0> Union for a Popular Movement <extra_id_1>
35,2014,"In 2014, Akhtarul Iman is a member of the <extra_id_0>.",<extra_id_0> Janata Dal (United) <extra_id_1>
36,2014,"In 2014, Jessica Valenti works for <extra_id_0>.",<extra_id_0> The Nation <extra_id_1>
37,2014,"In 2014, Steve Womack holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
38,2014,"In 2014, Louis Bontes is a member of the <extra_id_0>.",<extra_id_0> VoorNederland <extra_id_1>
39,2014,"In 2014, Caroline McMillen works for <extra_id_0>.",<extra_id_0> University of Newcastle <extra_id_1>
40,2014,"In 2014, Sabine Carey works for <extra_id_0>.",<extra_id_0> University of Mannheim <extra_id_1>
41,2014,"In 2014, Tabaré Vázquez holds the position of <extra_id_0>.",<extra_id_0> President pro tempore of the Union of South American Nations <extra_id_1>
42,2014,"In 2014, Carson Palmer plays for <extra_id_0>.",<extra_id_0> Arizona Cardinals <extra_id_1>
43,2014,"In 2014, <extra_id_0> is the head coach of Hamburger SV.",<extra_id_0> Bert van Marwijk <extra_id_1>
44,2014,"In 2014, Hatem Ben Arfa plays for <extra_id_0>.",<extra_id_0> Newcastle United F.C. <extra_id_1>
45,2014,"In 2014, <extra_id_0> is the chair of University of Waterloo.",<extra_id_0> Feridun Hamdullahpur <extra_id_1>
46,2014,"In 2014, <extra_id_0> is the head coach of SC Freiburg.",<extra_id_0> Christian Streich <extra_id_1>
47,2014,"In 2014, <extra_id_0> is the head coach of Armenia national football team.",<extra_id_0> Bernard Challandes <extra_id_1>
48,2014,"In 2014, <extra_id_0> is the chair of Association for Computing Machinery.",<extra_id_0> Vint Cerf <extra_id_1>
49,2014,"In 2014, Sarath Fonseka is a member of the <extra_id_0>.",<extra_id_0> Democratic Party <extra_id_1>
50,2014,"In 2014, Philippe Verdier works for <extra_id_0>.",<extra_id_0> France 2 <extra_id_1>
51,2014,"In 2014, Mark Cavendish plays for <extra_id_0>.",<extra_id_0> Deceuninck-Quick-Step <extra_id_1>
52,2014,"In 2014, James Dolan works for <extra_id_0>.",<extra_id_0> Freedom of the Press Foundation <extra_id_1>
53,2014,"In 2014, <extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.",<extra_id_0> Arsen Avakov <extra_id_1>
54,2014,"In 2014, Jeppe Kofod holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
55,2014,"In 2014, Michel Temer holds the position of <extra_id_0>.",<extra_id_0> Vice President of Brazil <extra_id_1>
56,2014,"In 2014, Wonpil Im works for <extra_id_0>.",<extra_id_0> University of Kansas <extra_id_1>
57,2014,"In 2014, <extra_id_0> is the head coach of St Johnstone F.C..",<extra_id_0> Tommy Wright <extra_id_1>
58,2014,"In 2014, Fraser Forster plays for <extra_id_0>.",<extra_id_0> Southampton F.C. <extra_id_1>
59,2014,"In 2014, <extra_id_0> is the chair of The CW.",<extra_id_0> Mark Pedowitz <extra_id_1>
60,2014,"In 2014, Anna J. Phillips works for <extra_id_0>.",<extra_id_0> National Museum of Natural History <extra_id_1>
61,2014,"In 2014, Antonio Valencia plays for <extra_id_0>.",<extra_id_0> Manchester United F.C. <extra_id_1>
62,2014,"In 2014, Daniel Constantin is a member of the <extra_id_0>.",<extra_id_0> Conservative Party <extra_id_1>
63,2014,"In 2014, Benigno Aquino III holds the position of <extra_id_0>.",<extra_id_0> President of the Philippines <extra_id_1>
64,2014,"In 2014, Alberto Abadie works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
65,2014,"In 2014, Michael Chopra plays for <extra_id_0>.",<extra_id_0> Blackpool F.C. <extra_id_1>
66,2014,"In 2014, Susan B. Sinnott works for <extra_id_0>.",<extra_id_0> University of Florida <extra_id_1>
67,2014,"In 2014, Douglas Crockford works for <extra_id_0>.",<extra_id_0> PayPal <extra_id_1>
68,2014,"In 2014, <extra_id_0> is the head of the government of Pennsylvania.",<extra_id_0> Tom Corbett <extra_id_1>
69,2014,"In 2014, Diego Milito plays for <extra_id_0>.",<extra_id_0> Inter Milan <extra_id_1>
70,2014,"In 2014, <extra_id_0> is the head coach of Poland national association football team.",<extra_id_0> Adam Nawałka <extra_id_1>
71,2014,"In 2014, <extra_id_0> is the head of the government of Sardinia.",<extra_id_0> Francesco Pigliaru <extra_id_1>
72,2014,"In 2014, Federico Macheda plays for <extra_id_0>.",<extra_id_0> Cardiff City F.C. <extra_id_1>
73,2014,"In 2014, <extra_id_0> is the head of the government of Florence.",<extra_id_0> Dario Nardella <extra_id_1>
74,2014,"In 2014, Apryl A. Alexander works for <extra_id_0>.",<extra_id_0> Auburn University <extra_id_1>
75,2014,"In 2014, Johann-Dietrich Wörner holds the position of <extra_id_0>.",<extra_id_0> director <extra_id_1>
76,2014,"In 2014, <extra_id_0> is the head of the government of Budapest District I.",<extra_id_0> Gábor Tamás Nagy <extra_id_1>
77,2014,"In 2014, Terry Mills is a member of the <extra_id_0>.",<extra_id_0> Country Liberal Party <extra_id_1>
78,2014,"In 2014, Shavkat Mirziyoyev holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Uzbekistan <extra_id_1>
79,2014,"In 2014, <extra_id_0> is the chair of Ecologist group.",<extra_id_0> Jean-Vincent Placé <extra_id_1>
80,2014,"In 2014, Regina E. Dugan works for <extra_id_0>.",<extra_id_0> Google <extra_id_1>
81,2014,"In 2014, Íñigo Errejón is a member of the <extra_id_0>.",<extra_id_0> Podemos <extra_id_1>
82,2014,"In 2014, Bastian Schweinsteiger plays for <extra_id_0>.",<extra_id_0> Germany national association football team <extra_id_1>
83,2014,"In 2014, Tom MacArthur holds the position of <extra_id_0>.",<extra_id_0> city council <extra_id_1>
84,2014,"In 2014, Fratelli Fabbri Editori is owned by <extra_id_0>.",<extra_id_0> RCS MediaGroup <extra_id_1>
85,2014,"In 2014, South China Morning Post is owned by <extra_id_0>.",<extra_id_0> Great Wall Pan Asia Holdings <extra_id_1>
86,2014,"In 2014, George Boyd plays for <extra_id_0>.",<extra_id_0> Burnley F.C. <extra_id_1>
87,2014,"In 2014, Dennis Hood is a member of the <extra_id_0>.",<extra_id_0> Family First Party <extra_id_1>
88,2014,"In 2014, Chauncey Billups plays for <extra_id_0>.",<extra_id_0> Detroit Pistons <extra_id_1>
89,2014,"In 2014, Nelson Valdez plays for <extra_id_0>.",<extra_id_0> Olympiacos F.C. <extra_id_1>
90,2014,"In 2014, Sud de France Arena is owned by <extra_id_0>.",<extra_id_0> Languedoc-Roussillon <extra_id_1>
91,2014,"In 2014, Michail Michailowitsch Kapranow works for <extra_id_0>.",<extra_id_0> Institute for the Physics and Mathematics of the Universe <extra_id_1>
92,2014,"In 2014, <extra_id_0> is the head coach of FC Illichivets Mariupol.",<extra_id_0> Mykola Pavlov <extra_id_1>
93,2014,"In 2014, Paul McGowan plays for <extra_id_0>.",<extra_id_0> Dundee F.C. <extra_id_1>
94,2014,"In 2014, Kushboo is a member of the <extra_id_0>.",<extra_id_0> Indian National Congress <extra_id_1>
95,2014,"In 2014, <extra_id_0> is the head coach of Gazprom–RusVelo.",<extra_id_0> Alexei Markov <extra_id_1>
96,2014,"In 2014, <extra_id_0> is the head of the government of Poland.",<extra_id_0> Donald Tusk <extra_id_1>
97,2014,"In 2014, Gabriela Pazmiño is a member of the <extra_id_0>.",<extra_id_0> Ecuadorian Roldosist Party <extra_id_1>
98,2014,"In 2014, Gabriela Pazmiño works for <extra_id_0>.",<extra_id_0> TC Televisión <extra_id_1>
99,2014,"In 2014, Sally M. Foster works for <extra_id_0>.",<extra_id_0> University of Stirling <extra_id_1>
100,2014,"In 2014, <extra_id_0> is the head of the government of São Paulo.",<extra_id_0> Fernando Haddad <extra_id_1>
101,2014,"In 2014, <extra_id_0> is the head of the government of São Paulo.",<extra_id_0> Geraldo Alckmin <extra_id_1>
102,2014,"In 2014, Javier Hernández plays for <extra_id_0>.",<extra_id_0> Real Madrid CF <extra_id_1>
103,2014,"In 2014, Anne Tolley holds the position of <extra_id_0>.",<extra_id_0> Minister for Social Development <extra_id_1>
104,2014,"In 2014, <extra_id_0> is the head of the government of Odessa Oblast.",<extra_id_0> Ihor Palytsia <extra_id_1>
105,2014,"In 2014, Jake Bernstein works for <extra_id_0>.",<extra_id_0> ProPublica <extra_id_1>
106,2014,"In 2014, <extra_id_0> is the head of the government of Saarbrücken.",<extra_id_0> Charlotte Britz <extra_id_1>
107,2014,"In 2014, <extra_id_0> is the head of the government of Guernsey.",<extra_id_0> Jonathan Le Tocq <extra_id_1>
108,2014,"In 2014, Ismaïl Aissati plays for <extra_id_0>.",<extra_id_0> FC Akhmat Grozny <extra_id_1>
109,2014,"In 2014, Jose Manuel Sabucedo works for <extra_id_0>.",<extra_id_0> University of Santiago de Compostela <extra_id_1>
110,2014,"In 2014, Lee Hyun-joo attended <extra_id_0>.",<extra_id_0> School of Performing Arts Seoul <extra_id_1>
111,2014,"In 2014, John Galliano works for <extra_id_0>.",<extra_id_0> Maison Martin Margiela <extra_id_1>
112,2014,"In 2014, Tom Cleverley plays for <extra_id_0>.",<extra_id_0> Aston Villa F.C. <extra_id_1>
113,2014,"In 2014, Helen McEntee holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
114,2014,"In 2014, Margaret Ferguson works for <extra_id_0>.",<extra_id_0> Indianapolis Business Journal <extra_id_1>
115,2014,"In 2014, Bojan Krkić plays for <extra_id_0>.",<extra_id_0> Stoke City F.C. <extra_id_1>
116,2014,"In 2014, James Howard works for <extra_id_0>.",<extra_id_0> University of Maryland Global Campus <extra_id_1>
117,2014,"In 2014, <extra_id_0> is the head of the government of Andorra.",<extra_id_0> Antoni Martí <extra_id_1>
118,2014,"In 2014, Sebastian Kurz holds the position of <extra_id_0>.",<extra_id_0> Foreign Minister of Austria <extra_id_1>
119,2014,"In 2014, Steven Naismith plays for <extra_id_0>.",<extra_id_0> Everton F.C. <extra_id_1>
120,2014,"In 2014, Joseph Strickland holds the position of <extra_id_0>.",<extra_id_0> diocesan bishop <extra_id_1>
121,2014,"In 2014, Mitchell Johnson plays for <extra_id_0>.",<extra_id_0> Australia national cricket team <extra_id_1>
122,2014,"In 2014, Anna Keay works for <extra_id_0>.",<extra_id_0> Landmark Trust <extra_id_1>
123,2014,"In 2014, Tony Renda works for <extra_id_0>.",<extra_id_0> Washington Nationals <extra_id_1>
124,2014,"In 2014, David Kaye works for <extra_id_0>.","<extra_id_0> University of California, Irvine <extra_id_1>"
125,2014,"In 2014, Bridget McKenzie holds the position of <extra_id_0>.",<extra_id_0> Member of the Australian Senate <extra_id_1>
126,2014,"In 2014, <extra_id_0> is the head coach of Atlético Madrid.",<extra_id_0> Diego Simeone <extra_id_1>
127,2014,"In 2014, John Walsh holds the position of <extra_id_0>.",<extra_id_0> Lieutenant Governor of Montana <extra_id_1>
128,2014,"In 2014, Adam Chicksen plays for <extra_id_0>.",<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
129,2014,"In 2014, <extra_id_0> is the head of the government of Cameroon.",<extra_id_0> Philémon Yang <extra_id_1>
130,2014,"In 2014, Simon Stoddart works for <extra_id_0>.",<extra_id_0> McDonald Institute for Archaeological Research <extra_id_1>
131,2014,"In 2014, The Eagle is owned by <extra_id_0>.",<extra_id_0> Berkshire Hathaway <extra_id_1>
132,2014,"In 2014, <extra_id_0> is the chair of All Progressives Congress.",<extra_id_0> John Odigie Oyegun <extra_id_1>
133,2014,"In 2014, Marcus Bosch works for <extra_id_0>.",<extra_id_0> Staatstheater Nürnberg <extra_id_1>
134,2014,"In 2014, <extra_id_0> is the chair of Gibraltar Socialist Labour Party.",<extra_id_0> Fabian Picardo <extra_id_1>
135,2014,"In 2014, <extra_id_0> is the head of the government of Saudi Arabia.",<extra_id_0> Abdullah of Saudi Arabia <extra_id_1>
136,2014,"In 2014, Don Bacon holds the position of <extra_id_0>.",<extra_id_0> congressional staff <extra_id_1>
137,2014,"In 2014, Nasreena Ibrahim is a member of the <extra_id_0>.",<extra_id_0> Progressive Party of Maldives <extra_id_1>
138,2014,"In 2014, <extra_id_0> is the head coach of OL Reign.",<extra_id_0> Laura Harvey <extra_id_1>
139,2014,"In 2014, Chris Hackett plays for <extra_id_0>.",<extra_id_0> Northampton Town F.C. <extra_id_1>
140,2014,"In 2014, <extra_id_0> is the chair of Association for the Advancement of Artificial Intelligence.",<extra_id_0> Manuela M. Veloso <extra_id_1>
141,2014,"In 2014, <extra_id_0> is the chair of Associated British Foods.",<extra_id_0> Charles Sinclair <extra_id_1>
142,2014,"In 2014, Havas is owned by <extra_id_0>.",<extra_id_0> Bolloré <extra_id_1>
143,2014,"In 2014, <extra_id_0> is the head of the government of Lyon.",<extra_id_0> Gérard Collomb <extra_id_1>
144,2014,"In 2014, Eduardo da Silva plays for <extra_id_0>.",<extra_id_0> Croatia national association football team <extra_id_1>
145,2014,"In 2014, Robert John Reed, Lord Reed holds the position of <extra_id_0>.",<extra_id_0> Justice of the Supreme Court of the United Kingdom <extra_id_1>
146,2014,"In 2014, Stade Pierre-Mauroy is owned by <extra_id_0>.",<extra_id_0> Eiffage <extra_id_1>
147,2014,"In 2014, Carles Puyol plays for <extra_id_0>.",<extra_id_0> FC Barcelona <extra_id_1>
148,2014,"In 2014, <extra_id_0> is the head coach of Inter Milan.",<extra_id_0> Walter Mazzarri <extra_id_1>
149,2014,"In 2014, <extra_id_0> is the head coach of F.C. Paços de Ferreira.",<extra_id_0> Paulo Fonseca <extra_id_1>
150,2014,"In 2014, <extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.",<extra_id_0> George Stack <extra_id_1>
151,2014,"In 2014, Mark Hudson plays for <extra_id_0>.",<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
152,2014,"In 2014, <extra_id_0> is the head coach of Metec-TKH-Mantel.",<extra_id_0> Adri van Houwelingen <extra_id_1>
153,2014,"In 2014, Chris Johnson plays for <extra_id_0>.",<extra_id_0> Tennessee Titans <extra_id_1>
154,2014,"In 2014, Jordi Xuclà is a member of the <extra_id_0>.",<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
155,2014,"In 2014, Graham Harman works for <extra_id_0>.",<extra_id_0> The American University in Cairo <extra_id_1>
156,2014,"In 2014, Tomohiro Ishikawa is a member of the <extra_id_0>.",<extra_id_0> independent politician <extra_id_1>
157,2014,"In 2014, Michael D. Higgins holds the position of <extra_id_0>.",<extra_id_0> President of Ireland <extra_id_1>
158,2014,"In 2014, Lomana LuaLua plays for <extra_id_0>.",<extra_id_0> Kardemir Karabükspor <extra_id_1>
159,2014,"In 2014, <extra_id_0> is the head coach of Portland Timbers.",<extra_id_0> Caleb Porter <extra_id_1>
160,2014,"In 2014, Madison Gesiotto attended <extra_id_0>.",<extra_id_0> Ohio State University <extra_id_1>
161,2014,"In 2014, <extra_id_0> is the head of the government of Poznań.",<extra_id_0> Ryszard Grobelny <extra_id_1>
162,2014,"In 2014, <extra_id_0> is the head of the government of Kinmen.",<extra_id_0> Chen Fu-hai <extra_id_1>
163,2014,"In 2014, Ursula Staudinger works for <extra_id_0>.",<extra_id_0> Columbia University <extra_id_1>
164,2014,"In 2014, Rudy Fernández plays for <extra_id_0>.",<extra_id_0> Real Madrid Baloncesto <extra_id_1>
165,2014,"In 2014, <extra_id_0> is the chair of FC Girondins de Bordeaux.",<extra_id_0> Jean-Louis Triaud <extra_id_1>
166,2014,"In 2014, Robert Green plays for <extra_id_0>.",<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
167,2014,"In 2014, Gerardo Villanueva Albarrán is a member of the <extra_id_0>.",<extra_id_0> National Regeneration Movement <extra_id_1>
168,2014,"In 2014, Åsane Storsenter is owned by <extra_id_0>.",<extra_id_0> Steen & Strøm <extra_id_1>
169,2014,"In 2014, Ranil Wickremesinghe holds the position of <extra_id_0>.",<extra_id_0> Leader of the Opposition <extra_id_1>
170,2014,"In 2014, Jo Cribb works for <extra_id_0>.",<extra_id_0> Ministry for Women <extra_id_1>
171,2014,"In 2014, Jay Huff attended <extra_id_0>.",<extra_id_0> Voyager Academy <extra_id_1>
172,2014,"In 2014, Radosław Sikorski holds the position of <extra_id_0>.",<extra_id_0> Marshal of the Sejm <extra_id_1>
173,2014,"In 2014, Rahul Dravid plays for <extra_id_0>.",<extra_id_0> Marylebone Cricket Club <extra_id_1>
174,2014,"In 2014, <extra_id_0> is the chair of University of Tokyo.",<extra_id_0> Junichi Hamada <extra_id_1>
175,2014,"In 2014, Joe Biden holds the position of <extra_id_0>.",<extra_id_0> Vice President of the United States <extra_id_1>
176,2014,"In 2014, Marine Le Pen holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
177,2014,"In 2014, Tomáš Rosický plays for <extra_id_0>.",<extra_id_0> Arsenal F.C. <extra_id_1>
178,2014,"In 2014, Dovre Line is owned by <extra_id_0>.",<extra_id_0> Norwegian National Rail Administration <extra_id_1>
179,2014,"In 2014, Mario Balotelli plays for <extra_id_0>.",<extra_id_0> Associazione Calcio Milan <extra_id_1>
180,2014,"In 2014, Mark Drakeford holds the position of <extra_id_0>.",<extra_id_0> Minister for Health and Social Services <extra_id_1>
181,2014,"In 2014, Mary E. Northridge works for <extra_id_0>.",<extra_id_0> New York University College of Dentistry <extra_id_1>
182,2014,"In 2014, Robin van Persie plays for <extra_id_0>.",<extra_id_0> Netherlands national association football team <extra_id_1>
183,2014,"In 2014, Vicente Guallart works for <extra_id_0>.",<extra_id_0> Barcelona City Council <extra_id_1>
184,2014,"In 2014, <extra_id_0> is the head of the government of Canada.",<extra_id_0> Stephen Harper <extra_id_1>
185,2014,"In 2014, <extra_id_0> is the chair of ITV plc.",<extra_id_0> Archie Norman <extra_id_1>
186,2014,"In 2014, Matt Bors works for <extra_id_0>.",<extra_id_0> The Nib <extra_id_1>
187,2014,"In 2014, Mathieu Gallet works for <extra_id_0>.",<extra_id_0> Institut National de l'Audiovisuel <extra_id_1>
188,2014,"In 2014, Bharat Mehra works for <extra_id_0>.","<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
189,2014,"In 2014, <extra_id_0> is the head of the government of Vienna.",<extra_id_0> Michael Häupl <extra_id_1>
190,2014,"In 2014, Jair Bolsonaro is a member of the <extra_id_0>.",<extra_id_0> Progressive Party <extra_id_1>
191,2014,"In 2014, Owen Paterson holds the position of <extra_id_0>.","<extra_id_0> Secretary of State for Environment, Food and Rural Affairs <extra_id_1>"
192,2014,"In 2014, Sol Bamba plays for <extra_id_0>.",<extra_id_0> Palermo FC <extra_id_1>
193,2014,"In 2014, <extra_id_0> is the chair of Next plc.",<extra_id_0> John Barton <extra_id_1>
194,2014,"In 2014, <extra_id_0> is the chair of Federal Emergency Management Agency.",<extra_id_0> Craig Fugate <extra_id_1>
195,2014,"In 2014, Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.",<extra_id_0> National Trust <extra_id_1>
196,2014,"In 2014, Kenneth Clarke holds the position of <extra_id_0>.",<extra_id_0> minister without portfolio <extra_id_1>
197,2014,"In 2014, Paul Butler holds the position of <extra_id_0>.",<extra_id_0> Bishop of Durham <extra_id_1>
198,2014,"In 2014, <extra_id_0> is the head of the government of New Brunswick.",<extra_id_0> David Alward <extra_id_1>
199,2014,"In 2014, Troy Bell is a member of the <extra_id_0>.",<extra_id_0> Liberal Party of Australia <extra_id_1>
200,2014,"In 2014, Marta Lewicka works for <extra_id_0>.",<extra_id_0> University of Pittsburgh <extra_id_1>
201,2014,"In 2014, Boy and Dog in a Johnnypump is owned by <extra_id_0>.",<extra_id_0> Peter M. Brant <extra_id_1>
202,2014,"In 2014, Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Commandant of the Marine Corps <extra_id_1>
203,2014,"In 2014, Carolyn Abbate works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
204,2014,"In 2014, Henrikh Mkhitaryan plays for <extra_id_0>.",<extra_id_0> Borussia Dortmund <extra_id_1>
205,2014,"In 2014, <extra_id_0> is the head coach of UnitedHealthcare.",<extra_id_0> Hendrik Redant <extra_id_1>
206,2014,"In 2014, Raheel Sharif holds the position of <extra_id_0>.",<extra_id_0> Chief of Army Staff <extra_id_1>
207,2014,"In 2014, <extra_id_0> is the chair of Pirate Party.",<extra_id_0> Anna Troberg <extra_id_1>
208,2014,"In 2014, Carolyn Lawrence-Dill works for <extra_id_0>.",<extra_id_0> Agricultural Research Service <extra_id_1>
209,2014,"In 2014, Blase J. Cupich holds the position of <extra_id_0>.",<extra_id_0> diocesan bishop <extra_id_1>
210,2014,"In 2014, Theodoros Currentzis works for <extra_id_0>.",<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
211,2014,"In 2014, Maria Miller holds the position of <extra_id_0>.","<extra_id_0> Secretary of State for Culture, Media and Sport <extra_id_1>"
212,2014,"In 2014, Lucy Gichuhi is a member of the <extra_id_0>.",<extra_id_0> Family First Party <extra_id_1>
213,2014,"In 2014, Rich Nugent holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
214,2014,"In 2014, Victor Ciorbea is a member of the <extra_id_0>.",<extra_id_0> National Liberal Party <extra_id_1>
215,2014,"In 2014, <extra_id_0> is the head coach of South Africa national rugby union team.",<extra_id_0> Heyneke Meyer <extra_id_1>
216,2014,"In 2014, <extra_id_0> is the chair of Italian Liberal Party.",<extra_id_0> Stefano De Luca <extra_id_1>
217,2014,"In 2014, <extra_id_0> is the head coach of FK Sutjeska Nikšić.",<extra_id_0> Dragan Radojičić <extra_id_1>
218,2014,"In 2014, Bernard Monot is a member of the <extra_id_0>.",<extra_id_0> National Rally <extra_id_1>
219,2014,"In 2014, Leo Varadkar holds the position of <extra_id_0>.",<extra_id_0> Teachta Dála <extra_id_1>
220,2014,"In 2014, Chase Young attended <extra_id_0>.",<extra_id_0> St. Vincent Pallotti High School <extra_id_1>
221,2014,"In 2014, Jaguar is owned by <extra_id_0>.",<extra_id_0> Jaguar Land Rover <extra_id_1>
222,2014,"In 2014, Jimmy Smith plays for <extra_id_0>.",<extra_id_0> Crawley Town F.C. <extra_id_1>
223,2014,"In 2014, Ryan Babel plays for <extra_id_0>.",<extra_id_0> Kasımpaşa S.K. <extra_id_1>
224,2014,"In 2014, Alberto Aquilani plays for <extra_id_0>.",<extra_id_0> ACF Fiorentina <extra_id_1>
225,2014,"In 2014, Kalani Brown attended <extra_id_0>.",<extra_id_0> Salmen High School <extra_id_1>
226,2014,"In 2014, Serdar Tasci plays for <extra_id_0>.",<extra_id_0> Spartak Moscow <extra_id_1>
227,2014,"In 2014, Domantas Sabonis plays for <extra_id_0>.",<extra_id_0> Gonzaga Bulldogs men's basketball <extra_id_1>
228,2014,"In 2014, Lluís Puig i Gordi is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
229,2014,"In 2014, Marina Silva is a member of the <extra_id_0>.",<extra_id_0> Brazilian Socialist Party <extra_id_1>
230,2014,"In 2014, Damien Carême is a member of the <extra_id_0>.",<extra_id_0> Socialist Party <extra_id_1>
231,2014,"In 2014, <extra_id_0> is the chair of Alberta New Democratic Party.",<extra_id_0> Rachel Notley <extra_id_1>
232,2014,"In 2014, Frank Scholze works for <extra_id_0>.",<extra_id_0> Karlsruhe Institute of Technology <extra_id_1>
233,2014,"In 2014, Freddie Sears plays for <extra_id_0>.",<extra_id_0> Colchester United F.C. <extra_id_1>
234,2014,"In 2014, Dimitris Papadimoulis is a member of the <extra_id_0>.",<extra_id_0> SYRIZA <extra_id_1>
