id,date,input,output
161,2020,"In 2020, Stade Pierre-Mauroy is owned by <extra_id_0>.",<extra_id_0> Eiffage <extra_id_1>
162,2020,"In 2020, <extra_id_0> is the head coach of Inter Milan.",<extra_id_0> Antonio Conte <extra_id_1>
163,2020,"In 2020, <extra_id_0> is the head coach of F.C. Paços de Ferreira.",<extra_id_0> Pepa <extra_id_1>
164,2020,"In 2020, <extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.",<extra_id_0> George Stack <extra_id_1>
165,2020,"In 2020, Mark Hudson plays for <extra_id_0>.",<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
166,2020,"In 2020, <extra_id_0> is the head coach of Metec-TKH-Mantel.",<extra_id_0> Robin Chaigneau <extra_id_1>
167,2020,"In 2020, <extra_id_0> is the head coach of Newcastle United F.C..",<extra_id_0> Steve Bruce <extra_id_1>
168,2020,"In 2020, <extra_id_0> is the head coach of NK Rudeš.",<extra_id_0> Marko Babić <extra_id_1>
169,2020,"In 2020, Kevin Cobb works for <extra_id_0>.",<extra_id_0> Jacobs School of Music <extra_id_1>
170,2020,"In 2020, Chris Johnson plays for <extra_id_0>.",<extra_id_0> Arizona Cardinals <extra_id_1>
171,2020,"In 2020, Jordi Xuclà is a member of the <extra_id_0>.",<extra_id_0> Catalan European Democratic Party <extra_id_1>
172,2020,"In 2020, Graham Harman works for <extra_id_0>.",<extra_id_0> Southern California Institute of Architecture <extra_id_1>
173,2020,"In 2020, Kawlo Iyun Pacidal is a member of the <extra_id_0>.",<extra_id_0> Taiwan Renewal Party <extra_id_1>
174,2020,"In 2020, Tomohiro Ishikawa is a member of the <extra_id_0>.",<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
175,2020,"In 2020, Michael D. Higgins holds the position of <extra_id_0>.",<extra_id_0> President of Ireland <extra_id_1>
176,2020,"In 2020, Lomana LuaLua plays for <extra_id_0>.",<extra_id_0> Şanlıurfaspor <extra_id_1>
177,2020,"In 2020, <extra_id_0> is the head coach of Portland Timbers.",<extra_id_0> Giovanni Savarese <extra_id_1>
178,2020,"In 2020, <extra_id_0> is the head of the government of Poznań.",<extra_id_0> Jacek Jaśkowiak <extra_id_1>
179,2020,"In 2020, <extra_id_0> is the head of the government of Kinmen.",<extra_id_0> Yang Cheng-wu <extra_id_1>
180,2020,"In 2020, Marcelo plays for <extra_id_0>.",<extra_id_0> Juventus FC <extra_id_1>
181,2020,"In 2020, <extra_id_0> is the head coach of NK Osijek.",<extra_id_0> Nenad Bjelica <extra_id_1>
182,2020,"In 2020, Ursula Staudinger works for <extra_id_0>.",<extra_id_0> Columbia University <extra_id_1>
183,2020,"In 2020, Rudy Fernández plays for <extra_id_0>.",<extra_id_0> Real Madrid Baloncesto <extra_id_1>
184,2020,"In 2020, <extra_id_0> is the head coach of FC Girondins de Bordeaux.",<extra_id_0> Jean-Louis Gasset <extra_id_1>
185,2020,"In 2020, <extra_id_0> is the chair of FC Girondins de Bordeaux.",<extra_id_0> Joseph DaGrosa <extra_id_1>
186,2020,"In 2020, Robert Green plays for <extra_id_0>.",<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
187,2020,"In 2020, Gerardo Villanueva Albarrán is a member of the <extra_id_0>.",<extra_id_0> National Regeneration Movement <extra_id_1>
188,2020,"In 2020, Åsane Storsenter is owned by <extra_id_0>.",<extra_id_0> Olav Thon Eiendomsselskap <extra_id_1>
189,2020,"In 2020, Ranil Wickremesinghe holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Sri Lanka <extra_id_1>
190,2020,"In 2020, Jay Huff attended <extra_id_0>.",<extra_id_0> University of Virginia <extra_id_1>
191,2020,"In 2020, Radosław Sikorski holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
192,2020,"In 2020, <extra_id_0> is the head coach of Rayo Vallecano.",<extra_id_0> Paco Jémez <extra_id_1>
193,2020,"In 2020, <extra_id_0> is the chair of University of Tokyo.",<extra_id_0> Makoto Gonokami <extra_id_1>
194,2020,"In 2020, <extra_id_0> is the head coach of Diósgyőri VTK.",<extra_id_0> Tamás Feczkó <extra_id_1>
195,2020,"In 2020, Daniel Diermeier works for <extra_id_0>.",<extra_id_0> Vanderbilt University <extra_id_1>
196,2020,"In 2020, Marine Le Pen holds the position of <extra_id_0>.",<extra_id_0> chairperson <extra_id_1>
197,2020,"In 2020, Dovre Line is owned by <extra_id_0>.",<extra_id_0> Bane NOR <extra_id_1>
198,2020,"In 2020, Mario Balotelli plays for <extra_id_0>.",<extra_id_0> Brescia Calcio <extra_id_1>
199,2020,"In 2020, Mark Drakeford holds the position of <extra_id_0>.",<extra_id_0> First Minister of Wales <extra_id_1>
200,2020,"In 2020, <extra_id_0> is the head coach of Sociedad Deportiva Huesca.",<extra_id_0> Miguel Ángel Sánchez Muñoz <extra_id_1>
201,2020,"In 2020, Sajith Premadasa holds the position of <extra_id_0>.",<extra_id_0> Leader of the Opposition <extra_id_1>
202,2020,"In 2020, Mary E. Northridge works for <extra_id_0>.",<extra_id_0> New York University College of Dentistry <extra_id_1>
203,2020,"In 2020, <extra_id_0> is the head of the government of Canada.",<extra_id_0> Justin Trudeau <extra_id_1>
204,2020,"In 2020, <extra_id_0> is the chair of ITV plc.",<extra_id_0> Peter Bazalgette <extra_id_1>
205,2020,"In 2020, Matt Bors works for <extra_id_0>.",<extra_id_0> The Nib <extra_id_1>
206,2020,"In 2020, Bharat Mehra works for <extra_id_0>.",<extra_id_0> University of Alabama <extra_id_1>
207,2020,"In 2020, <extra_id_0> is the head of the government of Vienna.",<extra_id_0> Michael Ludwig <extra_id_1>
208,2020,"In 2020, Jair Bolsonaro is a member of the <extra_id_0>.",<extra_id_0> Social Liberal Party <extra_id_1>
209,2020,"In 2020, <extra_id_0> is the chair of Next plc.",<extra_id_0> Michael Roney <extra_id_1>
210,2020,"In 2020, <extra_id_0> is the chair of Federal Emergency Management Agency.",<extra_id_0> Pete Gaynor <extra_id_1>
211,2020,"In 2020, <extra_id_0> is the head coach of Maccabi Petah Tikva F.C..",<extra_id_0> Guy Luzon <extra_id_1>
212,2020,"In 2020, <extra_id_0> is the head coach of FC Viktoria Plzeň.",<extra_id_0> Adrián Guľa <extra_id_1>
213,2020,"In 2020, Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.",<extra_id_0> National Trust <extra_id_1>
214,2020,"In 2020, Paul Butler holds the position of <extra_id_0>.",<extra_id_0> Bishop of Durham <extra_id_1>
215,2020,"In 2020, <extra_id_0> is the head of the government of New Brunswick.",<extra_id_0> Brian Gallant <extra_id_1>
216,2020,"In 2020, Marta Lewicka works for <extra_id_0>.",<extra_id_0> University of Pittsburgh <extra_id_1>
217,2020,"In 2020, beIN Media Group is owned by <extra_id_0>.",<extra_id_0> beIN Media Group <extra_id_1>
218,2020,"In 2020, Boy and Dog in a Johnnypump is owned by <extra_id_0>.",<extra_id_0> Kenneth C. Griffin <extra_id_1>
219,2020,"In 2020, Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
220,2020,"In 2020, Carolyn Abbate works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
221,2020,"In 2020, Henrikh Mkhitaryan plays for <extra_id_0>.",<extra_id_0> Arsenal F.C. <extra_id_1>
222,2020,"In 2020, Raheel Sharif holds the position of <extra_id_0>.",<extra_id_0> Islamic Military Counter Terrorism Coalition <extra_id_1>
223,2020,"In 2020, <extra_id_0> is the head coach of Xanthi F.C..",<extra_id_0> Tony Popovic <extra_id_1>
224,2020,"In 2020, <extra_id_0> is the chair of Pirate Party.",<extra_id_0> Magnus Andersson <extra_id_1>
225,2020,"In 2020, Carolyn Lawrence-Dill works for <extra_id_0>.",<extra_id_0> Iowa State University <extra_id_1>
226,2020,"In 2020, Blase J. Cupich holds the position of <extra_id_0>.",<extra_id_0> cardinal <extra_id_1>
227,2020,"In 2020, Lucy Gichuhi is a member of the <extra_id_0>.",<extra_id_0> Liberal Party of Australia <extra_id_1>
228,2020,"In 2020, <extra_id_0> is the head coach of 1. FC Tatran Prešov.",<extra_id_0> Anton Mišovec <extra_id_1>
229,2020,"In 2020, <extra_id_0> is the head coach of South Africa national rugby union team.",<extra_id_0> Jacques Nienaber <extra_id_1>
230,2020,"In 2020, <extra_id_0> is the chair of Italian Liberal Party.",<extra_id_0> Stefano De Luca <extra_id_1>
231,2020,"In 2020, <extra_id_0> is the head coach of FK Sutjeska Nikšić.",<extra_id_0> Dragan Radojičić <extra_id_1>
