id,date,input,output
27,2011,David Castle works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
28,2011,Alexis Sánchez plays for <extra_id_0>.,<extra_id_0> FC Barcelona <extra_id_1>
29,2011,Anne Madden attended <extra_id_0>.,<extra_id_0> Tufts University <extra_id_1>
30,2011,Ingebjørg Godskesen is a member of the <extra_id_0>.,<extra_id_0> Progress Party <extra_id_1>
31,2011,Xavier Bertrand is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
32,2011,Akhtarul Iman is a member of the <extra_id_0>.,<extra_id_0> Rashtriya Janata Dal <extra_id_1>
33,2011,Jessica Valenti works for <extra_id_0>.,<extra_id_0> The Nation <extra_id_1>
34,2011,<extra_id_0> is the head coach of FC Krasnodar.,<extra_id_0> Slavoljub Muslin <extra_id_1>
35,2011,Steve Womack holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
36,2011,Íñigo Méndez de Vigo holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
37,2011,Louis Bontes is a member of the <extra_id_0>.,<extra_id_0> Party for Freedom <extra_id_1>
38,2011,Caroline McMillen works for <extra_id_0>.,<extra_id_0> University of Newcastle <extra_id_1>
39,2011,Sabine Carey works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
40,2011,Carson Palmer plays for <extra_id_0>.,<extra_id_0> Las Vegas Raiders <extra_id_1>
41,2011,<extra_id_0> is the head coach of FC Chita.,<extra_id_0> Andrey Nedorezov <extra_id_1>
42,2011,<extra_id_0> is the head coach of Hamburger SV.,<extra_id_0> Thorsten Fink <extra_id_1>
43,2011,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
44,2011,<extra_id_0> is the chair of University of Waterloo.,<extra_id_0> Feridun Hamdullahpur <extra_id_1>
45,2011,<extra_id_0> is the head coach of SC Freiburg.,<extra_id_0> Christian Streich <extra_id_1>
46,2011,<extra_id_0> is the head coach of A.C. Pisa 1909.,<extra_id_0> Leonardo Semplici <extra_id_1>
47,2011,<extra_id_0> is the head coach of Armenia national football team.,<extra_id_0> Vardan Minasyan <extra_id_1>
48,2011,Sarath Fonseka is a member of the <extra_id_0>.,<extra_id_0> Democratic National Alliance <extra_id_1>
49,2011,Philippe Verdier works for <extra_id_0>.,<extra_id_0> BFM TV <extra_id_1>
50,2011,Mark Cavendish plays for <extra_id_0>.,<extra_id_0> HTC-Highroad <extra_id_1>
51,2011,<extra_id_0> is the chair of Ministry of Internal Affairs of Ukraine.,<extra_id_0> Vitaliy Zakharchenko <extra_id_1>
52,2011,Michel Temer holds the position of <extra_id_0>.,<extra_id_0> Vice President of Brazil <extra_id_1>
53,2011,Wonpil Im works for <extra_id_0>.,<extra_id_0> University of Kansas <extra_id_1>
54,2011,<extra_id_0> is the head coach of St Johnstone F.C..,<extra_id_0> Steve Lomas <extra_id_1>
55,2011,Fraser Forster plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
56,2011,<extra_id_0> is the chair of The CW.,<extra_id_0> Dawn Ostroff <extra_id_1>
57,2011,Anna J. Phillips works for <extra_id_0>.,<extra_id_0> University of Connecticut <extra_id_1>
58,2011,Antonio Valencia plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
59,2011,Daniel Constantin is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
60,2011,Benigno Aquino III holds the position of <extra_id_0>.,<extra_id_0> President of the Philippines <extra_id_1>
61,2011,Alberto Abadie works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
62,2011,Michael Chopra plays for <extra_id_0>.,<extra_id_0> Cardiff City F.C. <extra_id_1>
63,2011,Susan B. Sinnott works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
64,2011,Douglas Crockford works for <extra_id_0>.,<extra_id_0> Yahoo <extra_id_1>
65,2011,<extra_id_0> is the head of the government of Pennsylvania.,<extra_id_0> Tom Corbett <extra_id_1>
66,2011,Diego Milito plays for <extra_id_0>.,<extra_id_0> Inter Milan <extra_id_1>
67,2011,<extra_id_0> is the head coach of Poland national association football team.,<extra_id_0> Franciszek Smuda <extra_id_1>
68,2011,<extra_id_0> is the head of the government of Sardinia.,<extra_id_0> Ugo Cappellacci <extra_id_1>
69,2011,Federico Macheda plays for <extra_id_0>.,<extra_id_0> Italy national under-21 football team <extra_id_1>
70,2011,<extra_id_0> is the head of the government of Florence.,<extra_id_0> Matteo Renzi <extra_id_1>
71,2011,Johann-Dietrich Wörner holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
72,2011,<extra_id_0> is the head of the government of Budapest District I.,<extra_id_0> Gábor Tamás Nagy <extra_id_1>
73,2011,Terry Mills is a member of the <extra_id_0>.,<extra_id_0> Country Liberal Party <extra_id_1>
74,2011,Shavkat Mirziyoyev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Uzbekistan <extra_id_1>
75,2011,Regina E. Dugan works for <extra_id_0>.,<extra_id_0> DARPA <extra_id_1>
76,2011,Bastian Schweinsteiger plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
77,2011,Tom MacArthur holds the position of <extra_id_0>.,<extra_id_0> city council <extra_id_1>
78,2011,Fratelli Fabbri Editori is owned by <extra_id_0>.,<extra_id_0> RCS MediaGroup <extra_id_1>
79,2011,South China Morning Post is owned by <extra_id_0>.,<extra_id_0> Great Wall Pan Asia Holdings <extra_id_1>
80,2011,George Boyd plays for <extra_id_0>.,<extra_id_0> Peterborough United F.C. <extra_id_1>
81,2011,Dennis Hood is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
82,2011,Chauncey Billups plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
83,2011,Nelson Valdez plays for <extra_id_0>.,<extra_id_0> Rubin Kazan <extra_id_1>
84,2011,Sud de France Arena is owned by <extra_id_0>.,<extra_id_0> Languedoc-Roussillon <extra_id_1>
85,2011,Michail Michailowitsch Kapranow works for <extra_id_0>.,<extra_id_0> Yale University <extra_id_1>
86,2011,Mike Harrington works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
87,2011,Yvan Benedetti is a member of the <extra_id_0>.,<extra_id_0> National Rally <extra_id_1>
88,2011,Paul McGowan plays for <extra_id_0>.,<extra_id_0> Celtic F.C. <extra_id_1>
89,2011,Kushboo is a member of the <extra_id_0>.,<extra_id_0> Dravida Munnetra Kazhagam <extra_id_1>
90,2011,<extra_id_0> is the head of the government of Poland.,<extra_id_0> Donald Tusk <extra_id_1>
91,2011,Gabriela Pazmiño is a member of the <extra_id_0>.,<extra_id_0> Ecuadorian Roldosist Party <extra_id_1>
92,2011,Gabriela Pazmiño works for <extra_id_0>.,<extra_id_0> TC Televisión <extra_id_1>
93,2011,Peter Hain holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Wales <extra_id_1>
94,2011,Sally M. Foster works for <extra_id_0>.,<extra_id_0> University of Glasgow <extra_id_1>
95,2011,<extra_id_0> is the head of the government of São Paulo.,<extra_id_0> Gilberto Kassab <extra_id_1>
96,2011,<extra_id_0> is the head of the government of São Paulo.,<extra_id_0> Geraldo Alckmin <extra_id_1>
97,2011,Javier Hernández plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
98,2011,Anne Tolley holds the position of <extra_id_0>.,<extra_id_0> Minister of Education <extra_id_1>
99,2011,<extra_id_0> is the head of the government of Odessa Oblast.,<extra_id_0> Ihor Palytsia <extra_id_1>
100,2011,James Franklin Jeffrey holds the position of <extra_id_0>.,<extra_id_0> United States Ambassador to Iraq <extra_id_1>
101,2011,Jake Bernstein works for <extra_id_0>.,<extra_id_0> ProPublica <extra_id_1>
102,2011,<extra_id_0> is the head of the government of Saarbrücken.,<extra_id_0> Charlotte Britz <extra_id_1>
103,2011,Ismaïl Aissati plays for <extra_id_0>.,<extra_id_0> AFC Ajax <extra_id_1>
104,2011,Mohamed Ghannouchi holds the position of <extra_id_0>.,<extra_id_0> President of Tunisia <extra_id_1>
105,2011,John Galliano works for <extra_id_0>.,<extra_id_0> Christian Dior S.A. <extra_id_1>
106,2011,Tom Cleverley plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
107,2011,Bojan Krkić plays for <extra_id_0>.,<extra_id_0> FC Barcelona <extra_id_1>
108,2011,"Patricia Scotland, Baroness Scotland of Asthal holds the position of <extra_id_0>.",<extra_id_0> Attorney General for England and Wales <extra_id_1>
109,2011,James Howard works for <extra_id_0>.,<extra_id_0> University of Maryland Global Campus <extra_id_1>
110,2011,<extra_id_0> is the head of the government of Andorra.,<extra_id_0> Antoni Martí <extra_id_1>
111,2011,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Rangers F.C. <extra_id_1>
112,2011,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
113,2011,Anna Keay works for <extra_id_0>.,<extra_id_0> English Heritage <extra_id_1>
114,2011,Tony Renda works for <extra_id_0>.,<extra_id_0> Washington Nationals <extra_id_1>
115,2011,David Kaye works for <extra_id_0>.,<extra_id_0> UCLA School of Law <extra_id_1>
116,2011,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
117,2011,<extra_id_0> is the head coach of Atlético Madrid.,<extra_id_0> Quique Sánchez Flores <extra_id_1>
118,2011,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Milton Keynes Dons F.C. <extra_id_1>
119,2011,<extra_id_0> is the head of the government of Cameroon.,<extra_id_0> Philémon Yang <extra_id_1>
120,2011,Simon Stoddart works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
121,2011,The Eagle is owned by <extra_id_0>.,<extra_id_0> Berkshire Hathaway <extra_id_1>
122,2011,Marcus Bosch works for <extra_id_0>.,<extra_id_0> Staatstheater Nürnberg <extra_id_1>
123,2011,<extra_id_0> is the chair of Gibraltar Socialist Labour Party.,<extra_id_0> Joe Bossano <extra_id_1>
124,2011,<extra_id_0> is the head of the government of Saudi Arabia.,<extra_id_0> Abdullah of Saudi Arabia <extra_id_1>
125,2011,Nasreena Ibrahim is a member of the <extra_id_0>.,<extra_id_0> Dhivehi Rayyithunge Party <extra_id_1>
126,2011,Chris Hackett plays for <extra_id_0>.,<extra_id_0> Millwall F.C. <extra_id_1>
127,2011,<extra_id_0> is the chair of Association for the Advancement of Artificial Intelligence.,<extra_id_0> Henry Kautz <extra_id_1>
128,2011,<extra_id_0> is the chair of Associated British Foods.,<extra_id_0> Charles Sinclair <extra_id_1>
129,2011,Havas is owned by <extra_id_0>.,<extra_id_0> Bolloré <extra_id_1>
130,2011,<extra_id_0> is the head of the government of Lyon.,<extra_id_0> Gérard Collomb <extra_id_1>
131,2011,Eduardo da Silva plays for <extra_id_0>.,<extra_id_0> Croatia national association football team <extra_id_1>
132,2011,Carles Puyol plays for <extra_id_0>.,<extra_id_0> Catalonia national football team <extra_id_1>
133,2011,<extra_id_0> is the head coach of Inter Milan.,<extra_id_0> Claudio Ranieri <extra_id_1>
134,2011,Jayson Musson attended <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
135,2011,<extra_id_0> is the chair of Roman Catholic Archdiocese of Cardiff.,<extra_id_0> George Stack <extra_id_1>
136,2011,Mark Hudson plays for <extra_id_0>.,<extra_id_0> Cardiff City F.C. <extra_id_1>
137,2011,Chris Johnson plays for <extra_id_0>.,<extra_id_0> Tennessee Titans <extra_id_1>
138,2011,Jordi Xuclà is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
139,2011,Graham Harman works for <extra_id_0>.,<extra_id_0> The American University in Cairo <extra_id_1>
140,2011,Tomohiro Ishikawa is a member of the <extra_id_0>.,<extra_id_0> New Party Daichi <extra_id_1>
141,2011,Michael D. Higgins holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
142,2011,Lomana LuaLua plays for <extra_id_0>.,<extra_id_0> DR Congo national football team <extra_id_1>
143,2011,Madison Gesiotto attended <extra_id_0>.,<extra_id_0> Ohio State University <extra_id_1>
144,2011,<extra_id_0> is the head of the government of Poznań.,<extra_id_0> Ryszard Grobelny <extra_id_1>
145,2011,<extra_id_0> is the head of the government of Kinmen.,<extra_id_0> Li Wo-shi <extra_id_1>
146,2011,Marcelo plays for <extra_id_0>.,<extra_id_0> Brazil Olympic football team <extra_id_1>
147,2011,Ursula Staudinger works for <extra_id_0>.,<extra_id_0> Jacobs University Bremen <extra_id_1>
148,2011,Rudy Fernández plays for <extra_id_0>.,<extra_id_0> Denver Nuggets <extra_id_1>
149,2011,<extra_id_0> is the chair of FC Girondins de Bordeaux.,<extra_id_0> Jean-Louis Triaud <extra_id_1>
150,2011,Robert Green plays for <extra_id_0>.,<extra_id_0> West Ham United F.C. <extra_id_1>
151,2011,Gerardo Villanueva Albarrán is a member of the <extra_id_0>.,<extra_id_0> Party of the Democratic Revolution <extra_id_1>
152,2011,Åsane Storsenter is owned by <extra_id_0>.,<extra_id_0> Steen & Strøm <extra_id_1>
153,2011,Ranil Wickremesinghe holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition <extra_id_1>
154,2011,Rahul Dravid plays for <extra_id_0>.,<extra_id_0> India national cricket team <extra_id_1>
155,2011,Mia Love holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
156,2011,Allegra Rose Edwards attended <extra_id_0>.,<extra_id_0> American Conservatory Theater <extra_id_1>
157,2011,<extra_id_0> is the chair of University of Tokyo.,<extra_id_0> Junichi Hamada <extra_id_1>
158,2011,Joe Biden holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
159,2011,Marine Le Pen holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
160,2011,Tomáš Rosický plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
161,2011,Dovre Line is owned by <extra_id_0>.,<extra_id_0> Norwegian National Rail Administration <extra_id_1>
162,2011,Mario Balotelli plays for <extra_id_0>.,<extra_id_0> Manchester City F.C. <extra_id_1>
163,2011,Mary E. Northridge works for <extra_id_0>.,<extra_id_0> New York University College of Dentistry <extra_id_1>
164,2011,Robin van Persie plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
165,2011,Vicente Guallart works for <extra_id_0>.,<extra_id_0> Institute for Advanced Architecture of Catalonia <extra_id_1>
166,2011,<extra_id_0> is the head of the government of Canada.,<extra_id_0> Stephen Harper <extra_id_1>
167,2011,<extra_id_0> is the chair of ITV plc.,<extra_id_0> Archie Norman <extra_id_1>
168,2011,Mathieu Gallet works for <extra_id_0>.,<extra_id_0> Institut National de l'Audiovisuel <extra_id_1>
169,2011,Bharat Mehra works for <extra_id_0>.,"<extra_id_0> University of Tennessee, Knoxville <extra_id_1>"
170,2011,<extra_id_0> is the head of the government of Vienna.,<extra_id_0> Michael Häupl <extra_id_1>
171,2011,Jair Bolsonaro is a member of the <extra_id_0>.,<extra_id_0> Progressive Party <extra_id_1>
172,2011,Owen Paterson holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Northern Ireland <extra_id_1>
173,2011,Sol Bamba plays for <extra_id_0>.,<extra_id_0> Leicester City F.C. <extra_id_1>
174,2011,<extra_id_0> is the chair of Next plc.,<extra_id_0> John Barton <extra_id_1>
175,2011,<extra_id_0> is the chair of Federal Emergency Management Agency.,<extra_id_0> Craig Fugate <extra_id_1>
176,2011,Sandy Abi-Elias attended <extra_id_0>.,<extra_id_0> Teddington School <extra_id_1>
177,2011,Self-portrait wearing a white feathered bonnet is owned by <extra_id_0>.,<extra_id_0> National Trust <extra_id_1>
178,2011,Kenneth Clarke holds the position of <extra_id_0>.,<extra_id_0> Lord Chancellor <extra_id_1>
179,2011,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Southwell and Nottingham <extra_id_1>
180,2011,<extra_id_0> is the head of the government of New Brunswick.,<extra_id_0> David Alward <extra_id_1>
181,2011,Troy Bell is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
182,2011,Marta Lewicka works for <extra_id_0>.,<extra_id_0> University of Pittsburgh <extra_id_1>
183,2011,Boy and Dog in a Johnnypump is owned by <extra_id_0>.,<extra_id_0> Peter M. Brant <extra_id_1>
184,2011,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Assistant Commandant of the Marine Corps <extra_id_1>
185,2011,Carolyn Abbate works for <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
186,2011,Henrikh Mkhitaryan plays for <extra_id_0>.,<extra_id_0> FC Shakhtar Donetsk <extra_id_1>
187,2011,<extra_id_0> is the chair of Pirate Party.,<extra_id_0> Anna Troberg <extra_id_1>
188,2011,Carolyn Lawrence-Dill works for <extra_id_0>.,<extra_id_0> Agricultural Research Service <extra_id_1>
189,2011,Blase J. Cupich holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
190,2011,Theodoros Currentzis works for <extra_id_0>.,<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
191,2011,Lucy Gichuhi is a member of the <extra_id_0>.,<extra_id_0> Family First Party <extra_id_1>
192,2011,Rich Nugent holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
193,2011,Victor Ciorbea is a member of the <extra_id_0>.,<extra_id_0> Christian-Democratic National Peasants' Party <extra_id_1>
194,2011,<extra_id_0> is the head coach of South Africa national rugby union team.,<extra_id_0> Heyneke Meyer <extra_id_1>
195,2011,<extra_id_0> is the chair of Italian Liberal Party.,<extra_id_0> Carlo Scognamiglio <extra_id_1>
196,2011,Elinor Ostrom works for <extra_id_0>.,<extra_id_0> Indiana University <extra_id_1>
197,2011,Bernard Monot is a member of the <extra_id_0>.,<extra_id_0> National Rally <extra_id_1>
198,2011,Phil Murphy holds the position of <extra_id_0>.,<extra_id_0> United States Ambassador to Germany <extra_id_1>
199,2011,Leo Varadkar holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
200,2011,Jaguar is owned by <extra_id_0>.,<extra_id_0> Jaguar Cars <extra_id_1>
201,2011,Jimmy Smith plays for <extra_id_0>.,<extra_id_0> Leyton Orient F.C. <extra_id_1>
202,2011,Ryan Babel plays for <extra_id_0>.,<extra_id_0> TSG 1899 Hoffenheim <extra_id_1>
203,2011,Alberto Aquilani plays for <extra_id_0>.,<extra_id_0> Liverpool F.C. <extra_id_1>
204,2011,Kalani Brown attended <extra_id_0>.,<extra_id_0> Salmen High School <extra_id_1>
205,2011,Serdar Tasci plays for <extra_id_0>.,<extra_id_0> VfB Stuttgart <extra_id_1>
206,2011,Lluís Puig i Gordi is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
207,2011,Marina Silva is a member of the <extra_id_0>.,<extra_id_0> Green Party <extra_id_1>
208,2011,Rory Delap plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
209,2011,Damien Carême is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
210,2011,<extra_id_0> is the chair of Alberta New Democratic Party.,<extra_id_0> Brian Mason <extra_id_1>
211,2011,Frank Scholze works for <extra_id_0>.,<extra_id_0> Karlsruhe Institute of Technology <extra_id_1>
212,2011,Freddie Sears plays for <extra_id_0>.,<extra_id_0> West Ham United F.C. <extra_id_1>
213,2011,Dimitris Papadimoulis is a member of the <extra_id_0>.,<extra_id_0> Synaspismós <extra_id_1>
214,2011,Sandra Schmid works for <extra_id_0>.,<extra_id_0> Scripps Research <extra_id_1>
215,2011,Sandra Wolin works for <extra_id_0>.,<extra_id_0> Yale School of Medicine <extra_id_1>
216,2011,Stephen Donnelly holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
217,2011,Miguel de Icaza works for <extra_id_0>.,<extra_id_0> Xamarin <extra_id_1>
218,2011,Dominique Bertinotti is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
219,2011,<extra_id_0> is the chair of Toulouse FC.,<extra_id_0> Olivier Sadran <extra_id_1>
220,2011,Peter Odemwingie plays for <extra_id_0>.,<extra_id_0> Nigeria national football team <extra_id_1>
221,2011,Alan Johnson holds the position of <extra_id_0>.,<extra_id_0> Shadow Chancellor of the Exchequer <extra_id_1>
222,2011,Hernán Crespo plays for <extra_id_0>.,<extra_id_0> Parma Calcio 1913 <extra_id_1>
223,2011,Wolfgang Wiehle is a member of the <extra_id_0>.,<extra_id_0> Christian Social Union of Bavaria <extra_id_1>
224,2011,Angaston Power Station is owned by <extra_id_0>.,<extra_id_0> Infratil <extra_id_1>
225,2011,Will Smith attended <extra_id_0>.,<extra_id_0> Kentucky Country Day School <extra_id_1>
226,2011,Sylvain Maillard is a member of the <extra_id_0>.,<extra_id_0> Les Centristes <extra_id_1>
227,2011,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Monarcas Morelia <extra_id_1>
228,2011,Sandy MacIver attended <extra_id_0>.,<extra_id_0> Sir John Deane's College <extra_id_1>
229,2011,Tom Frieden holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
230,2011,Francesc Homs Molist is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
231,2011,Barnaby Joyce holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
232,2011,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
233,2011,Teaira McCowan attended <extra_id_0>.,<extra_id_0> Brenham High School <extra_id_1>
234,2011,Ubaldo Jiménez plays for <extra_id_0>.,<extra_id_0> Colorado Rockies <extra_id_1>
235,2011,Barry O'Farrell holds the position of <extra_id_0>.,<extra_id_0> Premier of New South Wales <extra_id_1>
236,2011,<extra_id_0> is the head of the government of Delaware.,<extra_id_0> Jack Markell <extra_id_1>
237,2011,The Onion is owned by <extra_id_0>.,<extra_id_0> Fusion Media Group <extra_id_1>
238,2011,Vladimir Milov is a member of the <extra_id_0>.,"<extra_id_0> People's Freedom Party ""For Russia without Lawlessness and Corruption"" <extra_id_1>"
239,2011,Kris Boyd plays for <extra_id_0>.,<extra_id_0> Middlesbrough F.C. <extra_id_1>
240,2011,Willie O'Dea holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
241,2011,Joaquim Forn is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
242,2011,David Trezeguet plays for <extra_id_0>.,<extra_id_0> Baniyas SC <extra_id_1>
243,2011,Douglas Carswell is a member of the <extra_id_0>.,<extra_id_0> Conservative Party <extra_id_1>
244,2011,Belinda Johnson works for <extra_id_0>.,<extra_id_0> Airbnb <extra_id_1>
245,2011,<extra_id_0> is the chair of Parliamentary Assembly of the Organization for Security and Co-operation in Europe.,<extra_id_0> Petros Efthymiou <extra_id_1>
246,2011,České aerolinie is owned by <extra_id_0>.,<extra_id_0> Korean Air <extra_id_1>
247,2011,John Ratcliffe holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
248,2011,James Marape is a member of the <extra_id_0>.,<extra_id_0> National Alliance Party <extra_id_1>
249,2011,Tim Burgess holds the position of <extra_id_0>.,<extra_id_0> councillor <extra_id_1>
250,2011,Teresa Rakowska-Harmstone works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
251,2011,<extra_id_0> is the head coach of Unione Sportiva Lecce.,<extra_id_0> Eusebio Di Francesco <extra_id_1>
252,2011,<extra_id_0> is the head of the government of United States of America.,<extra_id_0> Barack Obama <extra_id_1>
253,2011,Curt Rice works for <extra_id_0>.,<extra_id_0> University of Tromsø – The Arctic University of Norway <extra_id_1>
254,2011,Joshua Greenberg works for <extra_id_0>.,<extra_id_0> Alfred P. Sloan Foundation <extra_id_1>
255,2011,Yukio Edano holds the position of <extra_id_0>.,<extra_id_0> Minister for Foreign Affairs <extra_id_1>
256,2011,Yukio Edano is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Japan <extra_id_1>
257,2011,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
258,2011,Joseph William Tobin holds the position of <extra_id_0>.,<extra_id_0> Catholic bishop <extra_id_1>
259,2011,Rauff Hakeem holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice <extra_id_1>
260,2011,Michael Bostwick plays for <extra_id_0>.,<extra_id_0> Stevenage F.C. <extra_id_1>
261,2011,Renate Weber holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
