index,original,date,input,output
167,1665,2014,Teddy Chevalier plays for <extra_id_0>.,<extra_id_0> K.V. Kortrijk <extra_id_1>
168,1676,2014,Lewis Holtby plays for <extra_id_0>.,<extra_id_0> Hamburger SV <extra_id_1>
169,1689,2014,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
170,1700,2014,Jamie Ashdown plays for <extra_id_0>.,<extra_id_0> Leeds United F.C. <extra_id_1>
171,1706,2014,Óscar Cardozo plays for <extra_id_0>.,<extra_id_0> S.L. Benfica <extra_id_1>
172,1714,2014,Renato Sanches plays for <extra_id_0>.,<extra_id_0> Portugal national under-19 football team <extra_id_1>
173,1730,2014,Emre Can plays for <extra_id_0>.,<extra_id_0> Liverpool F.C. <extra_id_1>
174,1741,2014,Therese Sjögran plays for <extra_id_0>.,<extra_id_0> Sweden women's national association football team <extra_id_1>
175,1747,2014,Caron Butler plays for <extra_id_0>.,<extra_id_0> Oklahoma City Thunder <extra_id_1>
176,1758,2014,Robert Snodgrass plays for <extra_id_0>.,<extra_id_0> Hull City A.F.C. <extra_id_1>
177,1769,2014,Kieron Pollard plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
178,1780,2014,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> Jong Ajax <extra_id_1>
179,1791,2014,Matty Fryatt plays for <extra_id_0>.,<extra_id_0> Nottingham Forest F.C. <extra_id_1>
180,1802,2014,Niall McGinn plays for <extra_id_0>.,<extra_id_0> Aberdeen F.C. <extra_id_1>
181,1813,2014,Nathan Redmond plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
182,1824,2014,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Rubin Kazan <extra_id_1>
183,1838,2014,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
184,1849,2014,Matt Godden plays for <extra_id_0>.,<extra_id_0> Tamworth F.C. <extra_id_1>
185,1860,2014,Robert Mugabe holds the position of <extra_id_0>.,<extra_id_0> President of Zimbabwe <extra_id_1>
186,1870,2014,Recep Tayyip Erdoğan holds the position of <extra_id_0>.,<extra_id_0> President of Turkey <extra_id_1>
187,1881,2014,Boris Johnson holds the position of <extra_id_0>.,<extra_id_0> Mayor of London <extra_id_1>
188,1892,2014,Vladimir Putin holds the position of <extra_id_0>.,<extra_id_0> Supreme Commander-in-Chief of the Armed Forces of the Russian Federation <extra_id_1>
189,1903,2014,Mike Pence holds the position of <extra_id_0>.,<extra_id_0> Governor of Indiana <extra_id_1>
190,1913,2014,Scott Pruitt holds the position of <extra_id_0>.,<extra_id_0> Attorney General of Oklahoma <extra_id_1>
191,1924,2014,Rafael Correa Delgado holds the position of <extra_id_0>.,<extra_id_0> President of Ecuador <extra_id_1>
192,1928,2014,Ralph Northam holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Virginia <extra_id_1>
193,1939,2014,Richard Blumenthal holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
194,1950,2014,Jeff Sessions holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
195,1958,2014,Emmerson Mnangagwa holds the position of <extra_id_0>.,<extra_id_0> Vice President of Zimbabwe <extra_id_1>
196,1969,2014,Traian Băsescu holds the position of <extra_id_0>.,<extra_id_0> President of Romania <extra_id_1>
197,1976,2014,Dmitry Medvedev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Russia <extra_id_1>
198,1987,2014,Lee Jae-myung holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
199,1998,2014,Frank Underwood holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
200,2009,2014,Ed Miliband holds the position of <extra_id_0>.,<extra_id_0> Leader of the Labour Party <extra_id_1>
201,2015,2014,Mike Pompeo holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
202,2026,2014,John Baird holds the position of <extra_id_0>.,<extra_id_0> Minister of Foreign Affairs of Canada <extra_id_1>
203,2032,2014,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
204,2043,2014,Steve Cohen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
205,2054,2014,Mitch McConnell holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
206,2065,2014,Eric Garcetti holds the position of <extra_id_0>.,<extra_id_0> Mayor of the City of Los Angeles <extra_id_1>
207,2073,2014,Frank-Walter Steinmeier holds the position of <extra_id_0>.,<extra_id_0> Federal Minister for Foreign Affairs <extra_id_1>
208,2084,2014,Jeff Flake holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
209,2093,2014,Andrew Scheer holds the position of <extra_id_0>.,<extra_id_0> Speaker of the House of Commons <extra_id_1>
210,2102,2014,Aleksandar Vučić holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Serbia <extra_id_1>
211,2112,2014,Anerood Jugnauth holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Mauritius <extra_id_1>
212,2125,2014,James R. Clapper holds the position of <extra_id_0>.,<extra_id_0> Director of National Intelligence <extra_id_1>
213,2136,2014,Mike Honda holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
214,2144,2014,Pranab Mukherjee holds the position of <extra_id_0>.,<extra_id_0> President of India <extra_id_1>
215,2149,2014,Peter Dutton holds the position of <extra_id_0>.,<extra_id_0> Minister for Health <extra_id_1>
216,2161,2014,Kenneth Clarke holds the position of <extra_id_0>.,<extra_id_0> minister without portfolio <extra_id_1>
217,2172,2014,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> Deputy First Minister of Scotland <extra_id_1>
218,2183,2014,Mahmoud Abbas holds the position of <extra_id_0>.,<extra_id_0> President of the State of Palestine <extra_id_1>
219,2194,2014,Abdul Taib Mahmud holds the position of <extra_id_0>.,<extra_id_0> Yang di-Pertua Negeri of Sarawak <extra_id_1>
220,2205,2014,Joe Donnelly holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
221,2213,2014,Salman of Saudi Arabia holds the position of <extra_id_0>.,<extra_id_0> Crown Prince of Saudi Arabia <extra_id_1>
222,2221,2014,Mark Meadows holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
223,2231,2014,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
224,2241,2014,Oleksandr Turchynov holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
225,2257,2014,Viviane Reding holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
226,2266,2014,Arseniy Yatsenyuk holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
227,2273,2014,Thomas Massie holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
228,2280,2014,Andrej Plenković holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
229,2291,2014,Judith Collins holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice <extra_id_1>
230,2302,2014,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
231,2313,2014,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Premier of the State Council of the People's Republic of China <extra_id_1>
232,2328,2014,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Health <extra_id_1>
233,2339,2014,Serzh Sargsyan holds the position of <extra_id_0>.,<extra_id_0> President of Armenia <extra_id_1>
234,2348,2014,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
235,2374,2014,Selina Meyer holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
236,2380,2014,Kristi Noem holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
237,2391,2014,Ruairi Quinn holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
238,2397,2014,Alistair Darling holds the position of <extra_id_0>.,<extra_id_0> chairperson <extra_id_1>
239,2408,2014,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
240,2415,2014,Stephen Crabb holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Wales <extra_id_1>
241,2423,2014,Muhyiddin Yassin holds the position of <extra_id_0>.,<extra_id_0> Minister of Education <extra_id_1>
242,2430,2014,Jim Sensenbrenner holds the position of <extra_id_0>.,<extra_id_0> delegate <extra_id_1>
243,2446,2014,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
244,2457,2014,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
245,2466,2014,Owen Smith holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Wales <extra_id_1>
246,2475,2014,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
247,2485,2014,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
248,2499,2014,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
249,2510,2014,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
250,2520,2014,Mario Monti holds the position of <extra_id_0>.,<extra_id_0> senatore a vita <extra_id_1>
251,2531,2014,Malusi Gigaba holds the position of <extra_id_0>.,<extra_id_0> Minister of Home Affairs <extra_id_1>
252,2540,2014,Damian Green holds the position of <extra_id_0>.,<extra_id_0> Minister for Policing <extra_id_1>
