index,original,date,input,output
36,409,2016,Sam Bradford plays for <extra_id_0>.,<extra_id_0> Philadelphia Eagles <extra_id_1>
37,420,2016,Eiji Kawashima plays for <extra_id_0>.,<extra_id_0> Dundee United F.C. <extra_id_1>
38,431,2016,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> OGC Nice <extra_id_1>
39,453,2016,Omar Abdulrahman plays for <extra_id_0>.,<extra_id_0> United Arab Emirates national football team <extra_id_1>
40,475,2016,Shahid Afridi plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
41,486,2016,Kostas Manolas plays for <extra_id_0>.,<extra_id_0> A.S. Roma <extra_id_1>
42,497,2016,Diego Forlán plays for <extra_id_0>.,<extra_id_0> Club Atlético Cottolengo Don Orione <extra_id_1>
43,508,2016,Rafael van der Vaart plays for <extra_id_0>.,<extra_id_0> Real Betis Balompié <extra_id_1>
44,531,2016,Vincenzo Nibali plays for <extra_id_0>.,<extra_id_0> Astana <extra_id_1>
45,542,2016,Shane Duffy plays for <extra_id_0>.,<extra_id_0> Blackburn Rovers F.C. <extra_id_1>
46,553,2016,Stephen Dobbie plays for <extra_id_0>.,<extra_id_0> Bolton Wanderers F.C. <extra_id_1>
47,560,2016,Diego Biseswar plays for <extra_id_0>.,<extra_id_0> Kayserispor <extra_id_1>
48,576,2016,Yohan Cabaye plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
49,587,2016,Emmanuel Adebayor plays for <extra_id_0>.,<extra_id_0> Crystal Palace F.C. <extra_id_1>
50,598,2016,Patrick Bamford plays for <extra_id_0>.,<extra_id_0> Norwich City F.C. <extra_id_1>
51,609,2016,Steve Jones plays for <extra_id_0>.,<extra_id_0> Nantwich Town F.C. <extra_id_1>
52,620,2016,Mikel John Obi plays for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
53,631,2016,Maria Jose Altamirano plays for <extra_id_0>.,<extra_id_0> Lokomotiv Baku <extra_id_1>
54,642,2016,Sölvi Ottesen plays for <extra_id_0>.,<extra_id_0> Wuhan Zall F.C. <extra_id_1>
55,653,2016,Steve Smith Sr. plays for <extra_id_0>.,<extra_id_0> Baltimore Ravens <extra_id_1>
56,660,2016,Umar Akmal plays for <extra_id_0>.,<extra_id_0> Lahore Qalandars <extra_id_1>
57,671,2016,Kirk Hinrich plays for <extra_id_0>.,<extra_id_0> Chicago Bulls <extra_id_1>
58,674,2016,Deshaun Watson plays for <extra_id_0>.,<extra_id_0> Clemson Tigers football <extra_id_1>
59,685,2016,Jacoby Ellsbury plays for <extra_id_0>.,<extra_id_0> New York Yankees <extra_id_1>
60,695,2016,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
61,702,2016,Tyler Ulis plays for <extra_id_0>.,<extra_id_0> Kentucky Wildcats men's basketball <extra_id_1>
62,712,2016,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
63,723,2016,Armand Traoré plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
64,726,2016,Kylian Mbappé plays for <extra_id_0>.,<extra_id_0> AS Monaco FC <extra_id_1>
65,737,2016,Jimmy Abdou plays for <extra_id_0>.,<extra_id_0> Comoros national football team <extra_id_1>
66,748,2016,Ashley Cole plays for <extra_id_0>.,<extra_id_0> A.S. Roma <extra_id_1>
67,762,2016,Calais Campbell plays for <extra_id_0>.,<extra_id_0> Arizona Cardinals <extra_id_1>
68,777,2016,Joe Cole plays for <extra_id_0>.,<extra_id_0> Tampa Bay Rowdies <extra_id_1>
69,786,2016,Gary Cahill plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
70,797,2016,J. J. Redick plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
71,808,2016,James Taylor plays for <extra_id_0>.,<extra_id_0> Nottinghamshire County Cricket Club <extra_id_1>
72,815,2016,Edwin van der Sar plays for <extra_id_0>.,<extra_id_0> VV Noordwijk <extra_id_1>
73,825,2016,Callum Ferguson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
74,852,2016,Clayton Donaldson plays for <extra_id_0>.,<extra_id_0> Birmingham City F.C. <extra_id_1>
75,863,2016,Rangana Herath plays for <extra_id_0>.,<extra_id_0> Tamil Union Cricket and Athletic Club <extra_id_1>
76,880,2016,Kevin Trapp plays for <extra_id_0>.,<extra_id_0> Paris Saint-Germain <extra_id_1>
77,889,2016,Kristaps Porziņģis plays for <extra_id_0>.,<extra_id_0> New York Knicks <extra_id_1>
78,900,2016,Elis Bakaj plays for <extra_id_0>.,<extra_id_0> RNK Split <extra_id_1>
79,916,2016,Blaise Matuidi plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
80,927,2016,Filipe Morais plays for <extra_id_0>.,<extra_id_0> Bradford City A.F.C. <extra_id_1>
81,943,2016,Patrick Mahomes plays for <extra_id_0>.,<extra_id_0> Texas Tech Red Raiders football <extra_id_1>
82,960,2016,Marouane Chamakh plays for <extra_id_0>.,<extra_id_0> Cardiff City F.C. <extra_id_1>
83,966,2016,Zesh Rehman plays for <extra_id_0>.,<extra_id_0> Kitchee SC <extra_id_1>
84,983,2016,Lasith Malinga plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
85,995,2016,Benji Marshall plays for <extra_id_0>.,<extra_id_0> St. George Illawarra Dragons <extra_id_1>
86,1005,2016,Auston Matthews plays for <extra_id_0>.,<extra_id_0> Toronto Maple Leafs <extra_id_1>
87,1016,2016,Jeroen Zoet plays for <extra_id_0>.,<extra_id_0> Netherlands national association football team <extra_id_1>
88,1042,2016,Anderson plays for <extra_id_0>.,<extra_id_0> S.C. Internacional <extra_id_1>
89,1059,2016,Isaiah Thomas plays for <extra_id_0>.,<extra_id_0> Boston Celtics <extra_id_1>
90,1070,2016,John Degenkolb plays for <extra_id_0>.,<extra_id_0> Team Sunweb <extra_id_1>
91,1078,2016,Alex Hales plays for <extra_id_0>.,<extra_id_0> England and Wales cricket team <extra_id_1>
92,1089,2016,Chris Beardsley plays for <extra_id_0>.,<extra_id_0> Mansfield Town F.C. <extra_id_1>
93,1100,2016,Moussa Sissoko plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
94,1111,2016,Jonathan Sexton plays for <extra_id_0>.,<extra_id_0> British & Irish Lions <extra_id_1>
95,1122,2016,Tim Paine plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
96,1133,2016,Patrick Kisnorbo plays for <extra_id_0>.,<extra_id_0> Melbourne City Football Club <extra_id_1>
97,1144,2016,Andrew Bogut plays for <extra_id_0>.,<extra_id_0> Dallas Mavericks <extra_id_1>
98,1155,2016,Tommy Elphick plays for <extra_id_0>.,<extra_id_0> AFC Bournemouth <extra_id_1>
99,1166,2016,David Edgar plays for <extra_id_0>.,<extra_id_0> Canada men's national soccer team <extra_id_1>
100,1176,2016,Paulo Dybala plays for <extra_id_0>.,<extra_id_0> Juventus FC <extra_id_1>
101,1193,2016,Wout Brama plays for <extra_id_0>.,<extra_id_0> PEC Zwolle <extra_id_1>
102,1204,2016,Victor Oladipo plays for <extra_id_0>.,<extra_id_0> Oklahoma City Thunder <extra_id_1>
103,1215,2016,Víctor Ibarbo plays for <extra_id_0>.,<extra_id_0> Watford F.C. <extra_id_1>
104,1229,2016,Anthony Martial plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
105,1240,2016,Gentjan Muça plays for <extra_id_0>.,<extra_id_0> KF Tirana <extra_id_1>
106,1251,2016,Owen Farrell plays for <extra_id_0>.,<extra_id_0> England national rugby union team <extra_id_1>
107,1262,2016,Tyler Clippard plays for <extra_id_0>.,<extra_id_0> New York Mets <extra_id_1>
108,1273,2016,Dejan Lovren plays for <extra_id_0>.,<extra_id_0> Liverpool F.C. <extra_id_1>
109,1287,2016,Salomon Kalou plays for <extra_id_0>.,<extra_id_0> Hertha BSC <extra_id_1>
110,1298,2016,Xherdan Shaqiri plays for <extra_id_0>.,<extra_id_0> Swiss national football team <extra_id_1>
111,1309,2016,Tom Kennedy plays for <extra_id_0>.,<extra_id_0> Rochdale A.F.C. <extra_id_1>
112,1320,2016,Raphaël Varane plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
113,1331,2016,Michael Hussey plays for <extra_id_0>.,<extra_id_0> Sydney Thunder <extra_id_1>
114,1350,2016,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Kings XI Punjab <extra_id_1>
115,1363,2016,John Guidetti plays for <extra_id_0>.,<extra_id_0> Sweden national association football team <extra_id_1>
116,1374,2016,Karim Matmour plays for <extra_id_0>.,<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
117,1385,2016,Greg Pearson plays for <extra_id_0>.,<extra_id_0> Hinckley A.F.C. <extra_id_1>
118,1398,2016,Sanchez Watt plays for <extra_id_0>.,<extra_id_0> Kerala Blasters FC <extra_id_1>
119,1423,2016,Adam Priestley plays for <extra_id_0>.,<extra_id_0> Shaw Lane Aquaforce F.C. <extra_id_1>
120,1434,2016,Glen Johnson plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
121,1443,2016,Agon Mehmeti plays for <extra_id_0>.,<extra_id_0> Stabæk Fotball <extra_id_1>
122,1454,2016,Marta plays for <extra_id_0>.,<extra_id_0> FC Rosengård <extra_id_1>
123,1465,2016,Hashim Mahomed Amla plays for <extra_id_0>.,<extra_id_0> Kings XI Punjab <extra_id_1>
124,1476,2016,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> Saski Baskonia <extra_id_1>
125,1486,2016,Teddy Bridgewater plays for <extra_id_0>.,<extra_id_0> Minnesota Vikings <extra_id_1>
126,1496,2016,Thibaut Curtua plays for <extra_id_0>.,<extra_id_0> Belgium national football team <extra_id_1>
127,1513,2016,Jérôme Boateng plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich <extra_id_1>
128,1524,2016,Zoltán Stieber plays for <extra_id_0>.,<extra_id_0> Hungary national association football team <extra_id_1>
129,1547,2016,Babar Azam plays for <extra_id_0>.,<extra_id_0> Zarai Taraqiati Bank Ltd cricket team <extra_id_1>
130,1558,2016,Gareth Barry plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
131,1569,2016,Jermaine Pennant plays for <extra_id_0>.,<extra_id_0> Tampines Rovers FC <extra_id_1>
132,1580,2016,Chris Baird plays for <extra_id_0>.,<extra_id_0> Derby County F.C. <extra_id_1>
133,1591,2016,André Ayew plays for <extra_id_0>.,<extra_id_0> Swansea City A.F.C. <extra_id_1>
134,1602,2016,Kevin Nolan plays for <extra_id_0>.,<extra_id_0> Leyton Orient F.C. <extra_id_1>
135,1613,2016,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
136,1634,2016,Alex Oxlade-Chamberlain plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
137,1645,2016,Nikola Mirotić plays for <extra_id_0>.,<extra_id_0> Chicago Bulls <extra_id_1>
138,1656,2016,Katie Chapman plays for <extra_id_0>.,<extra_id_0> Chelsea L.F.C. <extra_id_1>
139,1667,2016,Teddy Chevalier plays for <extra_id_0>.,<extra_id_0> Çaykur Rizespor <extra_id_1>
140,1678,2016,Lewis Holtby plays for <extra_id_0>.,<extra_id_0> Hamburger SV <extra_id_1>
141,1691,2016,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
142,1708,2016,Óscar Cardozo plays for <extra_id_0>.,<extra_id_0> Trabzonspor <extra_id_1>
143,1716,2016,Renato Sanches plays for <extra_id_0>.,<extra_id_0> S.L. Benfica <extra_id_1>
144,1725,2016,Richard Cresswell plays for <extra_id_0>.,<extra_id_0> Tadcaster Albion A.F.C. <extra_id_1>
145,1732,2016,Emre Can plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
146,1749,2016,Caron Butler plays for <extra_id_0>.,<extra_id_0> Sacramento Kings <extra_id_1>
147,1760,2016,Robert Snodgrass plays for <extra_id_0>.,<extra_id_0> Scotland national football team <extra_id_1>
148,1771,2016,Kieron Pollard plays for <extra_id_0>.,<extra_id_0> Cape Cobras <extra_id_1>
149,1782,2016,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> Feyenoord <extra_id_1>
150,1793,2016,Matty Fryatt plays for <extra_id_0>.,<extra_id_0> Nottingham Forest F.C. <extra_id_1>
151,1804,2016,Niall McGinn plays for <extra_id_0>.,<extra_id_0> Aberdeen F.C. <extra_id_1>
152,1815,2016,Nathan Redmond plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
153,1826,2016,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Iran national football team <extra_id_1>
154,1840,2016,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
155,1851,2016,Matt Godden plays for <extra_id_0>.,<extra_id_0> Ebbsfleet United F.C. <extra_id_1>
156,1862,2016,Robert Mugabe holds the position of <extra_id_0>.,<extra_id_0> President of Zimbabwe <extra_id_1>
157,1872,2016,Recep Tayyip Erdoğan holds the position of <extra_id_0>.,<extra_id_0> President of Turkey <extra_id_1>
158,1883,2016,Boris Johnson holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Foreign and Commonwealth Affairs <extra_id_1>
159,1894,2016,Vladimir Putin holds the position of <extra_id_0>.,<extra_id_0> Supreme Commander-in-Chief of the Armed Forces of the Russian Federation <extra_id_1>
160,1905,2016,Mike Pence holds the position of <extra_id_0>.,<extra_id_0> Governor of Indiana <extra_id_1>
161,1915,2016,Scott Pruitt holds the position of <extra_id_0>.,<extra_id_0> Attorney General of Oklahoma <extra_id_1>
162,1926,2016,Rafael Correa Delgado holds the position of <extra_id_0>.,<extra_id_0> President of Ecuador <extra_id_1>
163,1930,2016,Ralph Northam holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Virginia <extra_id_1>
164,1941,2016,Richard Blumenthal holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
165,1952,2016,Jeff Sessions holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
166,1960,2016,Emmerson Mnangagwa holds the position of <extra_id_0>.,<extra_id_0> Vice President of Zimbabwe <extra_id_1>
167,1978,2016,Dmitry Medvedev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Russia <extra_id_1>
168,1989,2016,Lee Jae-myung holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
169,2001,2016,Liam Fox holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for International Trade <extra_id_1>
170,2017,2016,Mike Pompeo holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
171,2034,2016,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
172,2045,2016,Steve Cohen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
173,2056,2016,Mitch McConnell holds the position of <extra_id_0>.,<extra_id_0> Majority Leader of the United States Senate <extra_id_1>
174,2067,2016,Eric Garcetti holds the position of <extra_id_0>.,<extra_id_0> Mayor of the City of Los Angeles <extra_id_1>
175,2075,2016,Frank-Walter Steinmeier holds the position of <extra_id_0>.,<extra_id_0> Federal Minister for Foreign Affairs <extra_id_1>
176,2086,2016,Jeff Flake holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
177,2095,2016,Andrew Scheer holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition in the House of Commons <extra_id_1>
178,2104,2016,Aleksandar Vučić holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Serbia <extra_id_1>
179,2114,2016,Anerood Jugnauth holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Mauritius <extra_id_1>
180,2117,2016,Jody Wilson-Raybould holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice and Attorney General of Canada <extra_id_1>
181,2127,2016,James R. Clapper holds the position of <extra_id_0>.,<extra_id_0> Director of National Intelligence <extra_id_1>
182,2138,2016,Mike Honda holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
183,2146,2016,Pranab Mukherjee holds the position of <extra_id_0>.,<extra_id_0> President of India <extra_id_1>
184,2151,2016,Peter Dutton holds the position of <extra_id_0>.,<extra_id_0> Minister for Immigration and Border Protection of Australia <extra_id_1>
185,2174,2016,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> First Minister of Scotland <extra_id_1>
186,2185,2016,Mahmoud Abbas holds the position of <extra_id_0>.,<extra_id_0> President of the State of Palestine <extra_id_1>
187,2196,2016,Abdul Taib Mahmud holds the position of <extra_id_0>.,<extra_id_0> Yang di-Pertua Negeri of Sarawak <extra_id_1>
188,2207,2016,Joe Donnelly holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
189,2215,2016,Salman of Saudi Arabia holds the position of <extra_id_0>.,<extra_id_0> King of Saudi Arabia <extra_id_1>
190,2223,2016,Mark Meadows holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
191,2233,2016,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
192,2243,2016,Oleksandr Turchynov holds the position of <extra_id_0>.,<extra_id_0> Chairman of the Verkhovna Rada <extra_id_1>
193,2248,2016,Keir Starmer holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Exiting the European Union <extra_id_1>
194,2259,2016,Viviane Reding holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
195,2268,2016,Arseniy Yatsenyuk holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Ukraine <extra_id_1>
196,2275,2016,Thomas Massie holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
197,2282,2016,Andrej Plenković holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
198,2293,2016,Judith Collins holds the position of <extra_id_0>.,<extra_id_0> Minister of Corrections <extra_id_1>
199,2304,2016,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
200,2315,2016,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Premier of the State Council of the People's Republic of China <extra_id_1>
201,2330,2016,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Shadow Home Secretary <extra_id_1>
202,2341,2016,Serzh Sargsyan holds the position of <extra_id_0>.,<extra_id_0> President of Armenia <extra_id_1>
203,2350,2016,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
204,2361,2016,Tarō Kōno holds the position of <extra_id_0>.,<extra_id_0> Minister of State for Consumer Affairs and Food Safety <extra_id_1>
205,2366,2016,Carles Puigdemont holds the position of <extra_id_0>.,<extra_id_0> President of the Generalitat of Catalonia <extra_id_1>
206,2376,2016,Selina Meyer holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
207,2382,2016,Kristi Noem holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
208,2393,2016,Ruairi Quinn holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
209,2410,2016,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
210,2417,2016,Stephen Crabb holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Work and Pensions <extra_id_1>
211,2432,2016,Jim Sensenbrenner holds the position of <extra_id_0>.,<extra_id_0> delegate <extra_id_1>
212,2437,2016,Chrystia Freeland holds the position of <extra_id_0>.,<extra_id_0> Minister of International Trade <extra_id_1>
213,2448,2016,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
214,2459,2016,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
215,2468,2016,Owen Smith holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Work and Pensions <extra_id_1>
216,2477,2016,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
217,2487,2016,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
218,2493,2016,Sally Yates holds the position of <extra_id_0>.,<extra_id_0> United States Deputy Attorney General <extra_id_1>
219,2501,2016,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
220,2512,2016,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
221,2522,2016,Mario Monti holds the position of <extra_id_0>.,<extra_id_0> senatore a vita <extra_id_1>
222,2533,2016,Malusi Gigaba holds the position of <extra_id_0>.,<extra_id_0> Minister of Home Affairs <extra_id_1>
223,2541,2016,Damian Green holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Work and Pensions <extra_id_1>
224,2550,2016,Almazbek Atambayev holds the position of <extra_id_0>.,<extra_id_0> President of Kyrgyzstan <extra_id_1>
225,2561,2016,Trey Gowdy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
226,2565,2016,Rebecca Long-Bailey holds the position of <extra_id_0>.,<extra_id_0> Shadow Chief Secretary to the Treasury <extra_id_1>
227,2576,2016,Joe Higgins holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
228,2584,2016,Jane Philpott holds the position of <extra_id_0>.,<extra_id_0> Minister of Health <extra_id_1>
229,2596,2016,Arun Jaitley holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance <extra_id_1>
230,2611,2016,Hubertus Leteng holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
231,2622,2016,Xavier Becerra holds the position of <extra_id_0>.,<extra_id_0> Democratic Caucus Chairman of the United States House of Representatives <extra_id_1>
232,2633,2016,Phil Hogan holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Agriculture and Rural Development <extra_id_1>
233,2644,2016,"Daniel M. Donovan, Jr. holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
234,2653,2016,Knut Arild Hareide holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
235,2658,2016,Richard Burgon holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Justice <extra_id_1>
236,2669,2016,Abdrabbuh Mansour Hadi holds the position of <extra_id_0>.,<extra_id_0> President of Yemenمهدي محمد المشاط <extra_id_1>
237,2675,2016,Steven Ciobo holds the position of <extra_id_0>.,<extra_id_0> Minister for Trade <extra_id_1>
238,2696,2016,Tabaré Vázquez holds the position of <extra_id_0>.,<extra_id_0> President pro tempore of the Union of South American Nations <extra_id_1>
239,2706,2016,Jeff Colyer holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Kansas <extra_id_1>
240,2711,2016,Robert Barron holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
241,2722,2016,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
242,2731,2016,Wang Qishan holds the position of <extra_id_0>.,<extra_id_0> Secretary of the Central Commission for Discipline Inspection <extra_id_1>
243,2739,2016,Michael Fallon holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Defence <extra_id_1>
244,2746,2016,Gilad Erdan holds the position of <extra_id_0>.,<extra_id_0> Information Minister of Israel <extra_id_1>
245,2757,2016,Rodney L. Davis holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
246,2779,2016,Margrethe Vestager holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Competition <extra_id_1>
247,2786,2016,"Michael Bates, Baron Bates holds the position of <extra_id_0>.",<extra_id_0> Department for International Development <extra_id_1>
248,2803,2016,Virginia Foxx holds the position of <extra_id_0>.,<extra_id_0> Republican Conference Secretary of the United States House of Representatives <extra_id_1>
