index,original,date,input,output
25,258,2013,Javier Hernández plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
26,269,2013,Iker Casillas plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
27,287,2013,Jabo Ibehre plays for <extra_id_0>.,<extra_id_0> Colchester United F.C. <extra_id_1>
28,301,2013,Xabi Alonso plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
29,309,2013,Jonny Wilkinson plays for <extra_id_0>.,<extra_id_0> RC Toulonnais <extra_id_1>
30,320,2013,Jos Buttler plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
31,331,2013,Maya Yoshida plays for <extra_id_0>.,<extra_id_0> Southampton F.C. <extra_id_1>
32,342,2013,Chauncey Billups plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
33,347,2013,Paulo Centurión plays for <extra_id_0>.,<extra_id_0> Sol de América de Formosa <extra_id_1>
34,358,2013,Jermaine O'Neal plays for <extra_id_0>.,<extra_id_0> Golden State Warriors <extra_id_1>
35,363,2013,Carlos Vela plays for <extra_id_0>.,<extra_id_0> Real Sociedad <extra_id_1>
36,373,2013,Nani plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
37,384,2013,Edinson Cavani plays for <extra_id_0>.,<extra_id_0> Paris Saint-Germain <extra_id_1>
38,395,2013,Steve Morison plays for <extra_id_0>.,<extra_id_0> Millwall F.C. <extra_id_1>
39,406,2013,Sam Bradford plays for <extra_id_0>.,<extra_id_0> Los Angeles Rams <extra_id_1>
40,417,2013,Eiji Kawashima plays for <extra_id_0>.,<extra_id_0> Standard Liège <extra_id_1>
41,428,2013,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
42,439,2013,Lee Boylan plays for <extra_id_0>.,<extra_id_0> A.F.C. Sudbury <extra_id_1>
43,444,2013,Jennison Myrie-Williams plays for <extra_id_0>.,<extra_id_0> Port Vale F.C. <extra_id_1>
44,450,2013,Omar Abdulrahman plays for <extra_id_0>.,<extra_id_0> United Arab Emirates national football team <extra_id_1>
45,461,2013,Jarryd Hayne plays for <extra_id_0>.,<extra_id_0> Australia national rugby league team <extra_id_1>
46,466,2013,Tom Ince plays for <extra_id_0>.,<extra_id_0> Blackpool F.C. <extra_id_1>
47,472,2013,Shahid Afridi plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
48,483,2013,Kostas Manolas plays for <extra_id_0>.,<extra_id_0> Olympiacos F.C. <extra_id_1>
49,494,2013,Diego Forlán plays for <extra_id_0>.,<extra_id_0> Uruguay national football team <extra_id_1>
50,505,2013,Rafael van der Vaart plays for <extra_id_0>.,<extra_id_0> Hamburger SV <extra_id_1>
51,518,2013,Jens Voigt plays for <extra_id_0>.,<extra_id_0> Trek-Segafredo <extra_id_1>
52,523,2013,Sue Bird plays for <extra_id_0>.,<extra_id_0> UMMC Ekaterinburg <extra_id_1>
53,528,2013,Vincenzo Nibali plays for <extra_id_0>.,<extra_id_0> Astana <extra_id_1>
54,539,2013,Shane Duffy plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
55,550,2013,Stephen Dobbie plays for <extra_id_0>.,<extra_id_0> Blackpool F.C. <extra_id_1>
56,557,2013,Diego Biseswar plays for <extra_id_0>.,<extra_id_0> Kayserispor <extra_id_1>
57,568,2013,Tillakaratne Dilshan plays for <extra_id_0>.,<extra_id_0> Royal Challengers Bangalore <extra_id_1>
58,573,2013,Yohan Cabaye plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
59,584,2013,Emmanuel Adebayor plays for <extra_id_0>.,<extra_id_0> Tottenham Hotspur F.C. <extra_id_1>
60,595,2013,Patrick Bamford plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
61,606,2013,Steve Jones plays for <extra_id_0>.,<extra_id_0> Airbus UK Broughton F.C. <extra_id_1>
62,617,2013,Mikel John Obi plays for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
63,628,2013,Maria Jose Altamirano plays for <extra_id_0>.,<extra_id_0> Rabita Baku <extra_id_1>
64,639,2013,Sölvi Ottesen plays for <extra_id_0>.,<extra_id_0> F.C. Copenhagen <extra_id_1>
65,650,2013,Steve Smith Sr. plays for <extra_id_0>.,<extra_id_0> Carolina Panthers <extra_id_1>
66,657,2013,Umar Akmal plays for <extra_id_0>.,<extra_id_0> Sui Northern Gas Pipelines Limited <extra_id_1>
67,668,2013,Kirk Hinrich plays for <extra_id_0>.,<extra_id_0> Chicago Bulls <extra_id_1>
68,682,2013,Jacoby Ellsbury plays for <extra_id_0>.,<extra_id_0> Boston Red Sox <extra_id_1>
69,692,2013,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
70,709,2013,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
71,720,2013,Armand Traoré plays for <extra_id_0>.,<extra_id_0> Senegal national football team <extra_id_1>
72,734,2013,Jimmy Abdou plays for <extra_id_0>.,<extra_id_0> Comoros national football team <extra_id_1>
73,745,2013,Ashley Cole plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
74,755,2013,Jamie Carragher plays for <extra_id_0>.,<extra_id_0> Liverpool F.C. <extra_id_1>
75,759,2013,Calais Campbell plays for <extra_id_0>.,<extra_id_0> Arizona Cardinals <extra_id_1>
76,774,2013,Joe Cole plays for <extra_id_0>.,<extra_id_0> West Ham United F.C. <extra_id_1>
77,783,2013,Gary Cahill plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
78,794,2013,J. J. Redick plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
79,805,2013,James Taylor plays for <extra_id_0>.,<extra_id_0> Nottinghamshire County Cricket Club <extra_id_1>
80,819,2013,Graeme Swann plays for <extra_id_0>.,<extra_id_0> Nottinghamshire County Cricket Club <extra_id_1>
81,822,2013,Callum Ferguson plays for <extra_id_0>.,<extra_id_0> Adelaide Strikers <extra_id_1>
82,833,2013,Daniel Xhafa plays for <extra_id_0>.,<extra_id_0> KF Teuta Durrës <extra_id_1>
83,839,2013,Hamdi Salihi plays for <extra_id_0>.,<extra_id_0> D.C. United <extra_id_1>
84,849,2013,Clayton Donaldson plays for <extra_id_0>.,<extra_id_0> Brentford F.C. <extra_id_1>
85,860,2013,Rangana Herath plays for <extra_id_0>.,<extra_id_0> Tamil Union Cricket and Athletic Club <extra_id_1>
86,871,2013,Sébastien Bassong plays for <extra_id_0>.,<extra_id_0> Norwich City F.C. <extra_id_1>
87,877,2013,Kevin Trapp plays for <extra_id_0>.,<extra_id_0> Eintracht Frankfurt <extra_id_1>
88,886,2013,Kristaps Porziņģis plays for <extra_id_0>.,<extra_id_0> Real Betis Baloncesto <extra_id_1>
89,897,2013,Elis Bakaj plays for <extra_id_0>.,<extra_id_0> Albania national association football team <extra_id_1>
90,908,2013,David James plays for <extra_id_0>.,<extra_id_0> Íþróttabandalag Vestmannaeyja <extra_id_1>
91,913,2013,Blaise Matuidi plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
92,924,2013,Filipe Morais plays for <extra_id_0>.,<extra_id_0> Stevenage F.C. <extra_id_1>
93,935,2013,Ki Sung-yueng plays for <extra_id_0>.,<extra_id_0> Swansea City A.F.C. <extra_id_1>
94,940,2013,Ronan O'Gara plays for <extra_id_0>.,<extra_id_0> Munster Rugby <extra_id_1>
95,951,2013,André-Pierre Gignac plays for <extra_id_0>.,<extra_id_0> Olympique de Marseille <extra_id_1>
96,957,2013,Marouane Chamakh plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
97,963,2013,Zesh Rehman plays for <extra_id_0>.,<extra_id_0> Kitchee SC <extra_id_1>
98,974,2013,Matt Prior plays for <extra_id_0>.,<extra_id_0> Sydney Thunder <extra_id_1>
99,980,2013,Lasith Malinga plays for <extra_id_0>.,<extra_id_0> Guyana Amazon Warriors <extra_id_1>
100,992,2013,Benji Marshall plays for <extra_id_0>.,<extra_id_0> Wests Tigers <extra_id_1>
101,1003,2013,Erjon Bogdani plays for <extra_id_0>.,<extra_id_0> Albania national association football team <extra_id_1>
102,1013,2013,Jeroen Zoet plays for <extra_id_0>.,<extra_id_0> Netherlands national under-21 football team <extra_id_1>
103,1027,2013,Michael Clarke plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
104,1033,2013,Sol Bamba plays for <extra_id_0>.,<extra_id_0> Trabzonspor <extra_id_1>
105,1039,2013,Anderson plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
106,1050,2013,Jacques Kallis plays for <extra_id_0>.,<extra_id_0> South Africa national cricket team <extra_id_1>
107,1056,2013,Isaiah Thomas plays for <extra_id_0>.,<extra_id_0> Sacramento Kings <extra_id_1>
108,1067,2013,John Degenkolb plays for <extra_id_0>.,<extra_id_0> Team Sunweb <extra_id_1>
109,1075,2013,Alex Hales plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
110,1086,2013,Chris Beardsley plays for <extra_id_0>.,<extra_id_0> Preston North End F.C. <extra_id_1>
111,1097,2013,Moussa Sissoko plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
112,1108,2013,Jonathan Sexton plays for <extra_id_0>.,<extra_id_0> British & Irish Lions <extra_id_1>
113,1119,2013,Tim Paine plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
114,1130,2013,Patrick Kisnorbo plays for <extra_id_0>.,<extra_id_0> Leeds United F.C. <extra_id_1>
115,1141,2013,Andrew Bogut plays for <extra_id_0>.,<extra_id_0> Golden State Warriors <extra_id_1>
116,1152,2013,Tommy Elphick plays for <extra_id_0>.,<extra_id_0> AFC Bournemouth <extra_id_1>
117,1163,2013,David Edgar plays for <extra_id_0>.,<extra_id_0> Burnley F.C. <extra_id_1>
118,1173,2013,Paulo Dybala plays for <extra_id_0>.,<extra_id_0> Palermo FC <extra_id_1>
119,1184,2013,Gary Roberts plays for <extra_id_0>.,<extra_id_0> Mansfield Town F.C. <extra_id_1>
120,1190,2013,Wout Brama plays for <extra_id_0>.,<extra_id_0> FC Twente <extra_id_1>
121,1201,2013,Victor Oladipo plays for <extra_id_0>.,<extra_id_0> Indiana Hoosiers men's basketball <extra_id_1>
122,1212,2013,Víctor Ibarbo plays for <extra_id_0>.,<extra_id_0> Cagliari Calcio <extra_id_1>
123,1226,2013,Anthony Martial plays for <extra_id_0>.,<extra_id_0> France national under-18 football team <extra_id_1>
124,1237,2013,Gentjan Muça plays for <extra_id_0>.,<extra_id_0> KF Tirana <extra_id_1>
125,1248,2013,Owen Farrell plays for <extra_id_0>.,<extra_id_0> British & Irish Lions <extra_id_1>
126,1259,2013,Tyler Clippard plays for <extra_id_0>.,<extra_id_0> Washington Nationals <extra_id_1>
127,1270,2013,Dejan Lovren plays for <extra_id_0>.,<extra_id_0> Southampton F.C. <extra_id_1>
128,1284,2013,Salomon Kalou plays for <extra_id_0>.,<extra_id_0> Lille OSC <extra_id_1>
129,1295,2013,Xherdan Shaqiri plays for <extra_id_0>.,<extra_id_0> Swiss national football team <extra_id_1>
130,1306,2013,Tom Kennedy plays for <extra_id_0>.,<extra_id_0> Barnsley F.C. <extra_id_1>
131,1317,2013,Raphaël Varane plays for <extra_id_0>.,<extra_id_0> France national under-21 football team <extra_id_1>
132,1328,2013,Michael Hussey plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
133,1335,2013,Tony McMahon plays for <extra_id_0>.,<extra_id_0> Sheffield United F.C. <extra_id_1>
134,1341,2013,Amr Zaki plays for <extra_id_0>.,<extra_id_0> Egypt national football team <extra_id_1>
135,1347,2013,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
136,1360,2013,John Guidetti plays for <extra_id_0>.,<extra_id_0> Sweden national association football team <extra_id_1>
137,1371,2013,Karim Matmour plays for <extra_id_0>.,<extra_id_0> 1. FC Kaiserslautern <extra_id_1>
138,1382,2013,Greg Pearson plays for <extra_id_0>.,<extra_id_0> Hednesford Town F.C. <extra_id_1>
139,1391,2013,Geoff Horsfield plays for <extra_id_0>.,<extra_id_0> Alvechurch F.C. <extra_id_1>
140,1395,2013,Sanchez Watt plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
141,1406,2013,Danny Hollands plays for <extra_id_0>.,<extra_id_0> Charlton Athletic F.C. <extra_id_1>
142,1410,2013,Edgar Davids plays for <extra_id_0>.,<extra_id_0> Barnet F.C. <extra_id_1>
143,1415,2013,Aleksandar Đurić plays for <extra_id_0>.,<extra_id_0> Tampines Rovers FC <extra_id_1>
144,1420,2013,Adam Priestley plays for <extra_id_0>.,<extra_id_0> Farsley Celtic F.C. <extra_id_1>
145,1431,2013,Glen Johnson plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
146,1440,2013,Agon Mehmeti plays for <extra_id_0>.,<extra_id_0> Palermo FC <extra_id_1>
147,1451,2013,Marta plays for <extra_id_0>.,<extra_id_0> Tyresö FF <extra_id_1>
148,1462,2013,Hashim Mahomed Amla plays for <extra_id_0>.,<extra_id_0> Surrey County Cricket Club <extra_id_1>
149,1473,2013,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> New York Knicks <extra_id_1>
150,1483,2013,Teddy Bridgewater plays for <extra_id_0>.,<extra_id_0> Louisville Cardinals football <extra_id_1>
151,1493,2013,Thibaut Curtua plays for <extra_id_0>.,<extra_id_0> Atlético Madrid <extra_id_1>
152,1510,2013,Jérôme Boateng plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich <extra_id_1>
153,1521,2013,Zoltán Stieber plays for <extra_id_0>.,<extra_id_0> Hungary national association football team <extra_id_1>
154,1532,2013,Ali Karimi plays for <extra_id_0>.,<extra_id_0> Persepolis F.C. <extra_id_1>
155,1537,2013,Grétar Steinsson plays for <extra_id_0>.,<extra_id_0> Kayserispor <extra_id_1>
156,1544,2013,Babar Azam plays for <extra_id_0>.,<extra_id_0> Islamabad Leopards <extra_id_1>
157,1555,2013,Gareth Barry plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
158,1566,2013,Jermaine Pennant plays for <extra_id_0>.,<extra_id_0> Wolverhampton Wanderers F.C. <extra_id_1>
159,1577,2013,Chris Baird plays for <extra_id_0>.,<extra_id_0> Reading F.C. <extra_id_1>
160,1588,2013,André Ayew plays for <extra_id_0>.,<extra_id_0> Olympique de Marseille <extra_id_1>
161,1599,2013,Kevin Nolan plays for <extra_id_0>.,<extra_id_0> West Ham United F.C. <extra_id_1>
162,1610,2013,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
163,1621,2013,Shivnarine Chanderpaul plays for <extra_id_0>.,<extra_id_0> Derbyshire County Cricket Club <extra_id_1>
164,1631,2013,Alex Oxlade-Chamberlain plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
165,1642,2013,Nikola Mirotić plays for <extra_id_0>.,<extra_id_0> Real Madrid Baloncesto <extra_id_1>
166,1653,2013,Katie Chapman plays for <extra_id_0>.,<extra_id_0> Arsenal W.F.C. <extra_id_1>
167,1664,2013,Teddy Chevalier plays for <extra_id_0>.,<extra_id_0> K.V. Kortrijk <extra_id_1>
168,1675,2013,Lewis Holtby plays for <extra_id_0>.,<extra_id_0> Tottenham Hotspur F.C. <extra_id_1>
169,1688,2013,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Milton Keynes Dons F.C. <extra_id_1>
170,1699,2013,Jamie Ashdown plays for <extra_id_0>.,<extra_id_0> Leeds United F.C. <extra_id_1>
171,1705,2013,Óscar Cardozo plays for <extra_id_0>.,<extra_id_0> S.L. Benfica <extra_id_1>
172,1713,2013,Renato Sanches plays for <extra_id_0>.,<extra_id_0> Portugal national under-16 football team <extra_id_1>
173,1724,2013,Richard Cresswell plays for <extra_id_0>.,<extra_id_0> York City F.C. <extra_id_1>
174,1729,2013,Emre Can plays for <extra_id_0>.,<extra_id_0> Bayer 04 Leverkusen <extra_id_1>
175,1740,2013,Therese Sjögran plays for <extra_id_0>.,<extra_id_0> Sweden women's national association football team <extra_id_1>
176,1746,2013,Caron Butler plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
177,1753,2013,Liam Palmer plays for <extra_id_0>.,<extra_id_0> Tranmere Rovers F.C. <extra_id_1>
178,1757,2013,Robert Snodgrass plays for <extra_id_0>.,<extra_id_0> Scotland national football team <extra_id_1>
179,1768,2013,Kieron Pollard plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
180,1779,2013,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> Jong Ajax <extra_id_1>
181,1790,2013,Matty Fryatt plays for <extra_id_0>.,<extra_id_0> Sheffield Wednesday F.C. <extra_id_1>
182,1801,2013,Niall McGinn plays for <extra_id_0>.,<extra_id_0> Aberdeen F.C. <extra_id_1>
183,1812,2013,Nathan Redmond plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
184,1823,2013,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Rubin Kazan <extra_id_1>
185,1837,2013,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
186,1848,2013,Matt Godden plays for <extra_id_0>.,<extra_id_0> Dartford F.C. <extra_id_1>
187,1859,2013,Robert Mugabe holds the position of <extra_id_0>.,<extra_id_0> President of Zimbabwe <extra_id_1>
188,1869,2013,Recep Tayyip Erdoğan holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Turkey <extra_id_1>
189,1880,2013,Boris Johnson holds the position of <extra_id_0>.,<extra_id_0> Mayor of London <extra_id_1>
190,1891,2013,Vladimir Putin holds the position of <extra_id_0>.,<extra_id_0> Supreme Commander-in-Chief of the Armed Forces of the Russian Federation <extra_id_1>
191,1902,2013,Mike Pence holds the position of <extra_id_0>.,<extra_id_0> Governor of Indiana <extra_id_1>
192,1912,2013,Scott Pruitt holds the position of <extra_id_0>.,<extra_id_0> Attorney General of Oklahoma <extra_id_1>
193,1923,2013,Rafael Correa Delgado holds the position of <extra_id_0>.,<extra_id_0> President of Ecuador <extra_id_1>
194,1938,2013,Richard Blumenthal holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
195,1949,2013,Jeff Sessions holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
196,1968,2013,Traian Băsescu holds the position of <extra_id_0>.,<extra_id_0> President of Romania <extra_id_1>
197,1975,2013,Dmitry Medvedev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Russia <extra_id_1>
198,1986,2013,Lee Jae-myung holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
199,1997,2013,Frank Underwood holds the position of <extra_id_0>.,<extra_id_0> whip <extra_id_1>
200,2008,2013,Ed Miliband holds the position of <extra_id_0>.,<extra_id_0> Leader of the Labour Party <extra_id_1>
201,2014,2013,Mike Pompeo holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
202,2025,2013,John Baird holds the position of <extra_id_0>.,<extra_id_0> Minister of Foreign Affairs of Canada <extra_id_1>
203,2031,2013,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
204,2042,2013,Steve Cohen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
205,2053,2013,Mitch McConnell holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
206,2064,2013,Eric Garcetti holds the position of <extra_id_0>.,<extra_id_0> Mayor of the City of Los Angeles <extra_id_1>
207,2072,2013,Frank-Walter Steinmeier holds the position of <extra_id_0>.,<extra_id_0> Federal Minister for Foreign Affairs <extra_id_1>
208,2083,2013,Jeff Flake holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
209,2092,2013,Andrew Scheer holds the position of <extra_id_0>.,<extra_id_0> Speaker of the House of Commons <extra_id_1>
210,2101,2013,Aleksandar Vučić holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Serbia <extra_id_1>
211,2124,2013,James R. Clapper holds the position of <extra_id_0>.,<extra_id_0> Director of National Intelligence <extra_id_1>
212,2135,2013,Mike Honda holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
213,2143,2013,Pranab Mukherjee holds the position of <extra_id_0>.,<extra_id_0> President of India <extra_id_1>
214,2148,2013,Peter Dutton holds the position of <extra_id_0>.,<extra_id_0> Minister for Health <extra_id_1>
215,2160,2013,Kenneth Clarke holds the position of <extra_id_0>.,<extra_id_0> minister without portfolio <extra_id_1>
216,2171,2013,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> Deputy First Minister of Scotland <extra_id_1>
217,2182,2013,Mahmoud Abbas holds the position of <extra_id_0>.,<extra_id_0> President of the State of Palestine <extra_id_1>
218,2193,2013,Abdul Taib Mahmud holds the position of <extra_id_0>.,<extra_id_0> Chief Minister of Sarawak <extra_id_1>
219,2204,2013,Joe Donnelly holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
220,2212,2013,Salman of Saudi Arabia holds the position of <extra_id_0>.,<extra_id_0> Crown Prince of Saudi Arabia <extra_id_1>
221,2220,2013,Mark Meadows holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
222,2230,2013,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
223,2240,2013,Oleksandr Turchynov holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
224,2256,2013,Viviane Reding holds the position of <extra_id_0>.,"<extra_id_0> European Commissioner for Justice, Fundamental Rights and Citizenship <extra_id_1>"
225,2265,2013,Arseniy Yatsenyuk holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
226,2272,2013,Thomas Massie holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
227,2279,2013,Andrej Plenković holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
228,2290,2013,Judith Collins holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice <extra_id_1>
229,2301,2013,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
230,2312,2013,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Premier of the State Council of the People's Republic of China <extra_id_1>
231,2327,2013,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Health <extra_id_1>
232,2338,2013,Serzh Sargsyan holds the position of <extra_id_0>.,<extra_id_0> President of Armenia <extra_id_1>
233,2347,2013,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
234,2373,2013,Selina Meyer holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
235,2379,2013,Kristi Noem holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
236,2390,2013,Ruairi Quinn holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
237,2396,2013,Alistair Darling holds the position of <extra_id_0>.,<extra_id_0> chairperson <extra_id_1>
238,2407,2013,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
239,2422,2013,Muhyiddin Yassin holds the position of <extra_id_0>.,<extra_id_0> Minister of Education <extra_id_1>
240,2429,2013,Jim Sensenbrenner holds the position of <extra_id_0>.,<extra_id_0> delegate <extra_id_1>
241,2445,2013,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
242,2456,2013,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
243,2465,2013,Owen Smith holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Wales <extra_id_1>
244,2474,2013,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
245,2484,2013,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
246,2498,2013,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
247,2509,2013,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
248,2519,2013,Mario Monti holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Italy <extra_id_1>
249,2530,2013,Malusi Gigaba holds the position of <extra_id_0>.,<extra_id_0> Minister of Public Enterprises <extra_id_1>
250,2539,2013,Damian Green holds the position of <extra_id_0>.,<extra_id_0> Minister for Policing <extra_id_1>
251,2547,2013,Almazbek Atambayev holds the position of <extra_id_0>.,<extra_id_0> President of Kyrgyzstan <extra_id_1>
252,2558,2013,Trey Gowdy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
