index,original,date,input,output
19,244,2018,James Rodríguez plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
20,252,2018,Mashrafe Mortaza plays for <extra_id_0>.,<extra_id_0> Rangpur Riders <extra_id_1>
21,263,2018,Javier Hernández plays for <extra_id_0>.,<extra_id_0> West Ham United F.C. <extra_id_1>
22,274,2018,Iker Casillas plays for <extra_id_0>.,<extra_id_0> Futebol Clube do Porto <extra_id_1>
23,281,2018,Karmichael Hunt plays for <extra_id_0>.,<extra_id_0> Queensland Reds <extra_id_1>
24,292,2018,Jabo Ibehre plays for <extra_id_0>.,<extra_id_0> Carlisle United F.C. <extra_id_1>
25,314,2018,Kyrie Irving plays for <extra_id_0>.,<extra_id_0> Boston Celtics <extra_id_1>
26,325,2018,Jos Buttler plays for <extra_id_0>.,<extra_id_0> Lancashire County Cricket Club <extra_id_1>
27,336,2018,Maya Yoshida plays for <extra_id_0>.,<extra_id_0> Southampton F.C. <extra_id_1>
28,352,2018,Paulo Centurión plays for <extra_id_0>.,<extra_id_0> Sol de América de Formosa <extra_id_1>
29,378,2018,Nani plays for <extra_id_0>.,<extra_id_0> Valencia CF <extra_id_1>
30,389,2018,Edinson Cavani plays for <extra_id_0>.,<extra_id_0> Paris Saint-Germain <extra_id_1>
31,400,2018,Steve Morison plays for <extra_id_0>.,<extra_id_0> Millwall F.C. <extra_id_1>
32,411,2018,Sam Bradford plays for <extra_id_0>.,<extra_id_0> Philadelphia Eagles <extra_id_1>
33,422,2018,Eiji Kawashima plays for <extra_id_0>.,<extra_id_0> FC Metz <extra_id_1>
34,433,2018,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> OGC Nice <extra_id_1>
35,455,2018,Omar Abdulrahman plays for <extra_id_0>.,<extra_id_0> United Arab Emirates national football team <extra_id_1>
36,477,2018,Shahid Afridi plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
37,488,2018,Kostas Manolas plays for <extra_id_0>.,<extra_id_0> A.S. Roma <extra_id_1>
38,499,2018,Diego Forlán plays for <extra_id_0>.,<extra_id_0> Club Atlético Cottolengo Don Orione <extra_id_1>
39,510,2018,Rafael van der Vaart plays for <extra_id_0>.,<extra_id_0> Real Betis Balompié <extra_id_1>
40,533,2018,Vincenzo Nibali plays for <extra_id_0>.,<extra_id_0> Bahrain-McLaren <extra_id_1>
41,544,2018,Shane Duffy plays for <extra_id_0>.,<extra_id_0> Republic of Ireland national association football team <extra_id_1>
42,562,2018,Diego Biseswar plays for <extra_id_0>.,<extra_id_0> Kayserispor <extra_id_1>
43,578,2018,Yohan Cabaye plays for <extra_id_0>.,<extra_id_0> Al Nasr SC <extra_id_1>
44,589,2018,Emmanuel Adebayor plays for <extra_id_0>.,<extra_id_0> İstanbul Başakşehir FC <extra_id_1>
45,600,2018,Patrick Bamford plays for <extra_id_0>.,<extra_id_0> Norwich City F.C. <extra_id_1>
46,611,2018,Steve Jones plays for <extra_id_0>.,<extra_id_0> Nantwich Town F.C. <extra_id_1>
47,622,2018,Mikel John Obi plays for <extra_id_0>.,<extra_id_0> Tianjin Teda F.C. <extra_id_1>
48,633,2018,Maria Jose Altamirano plays for <extra_id_0>.,<extra_id_0> Lokomotiv Baku <extra_id_1>
49,644,2018,Sölvi Ottesen plays for <extra_id_0>.,<extra_id_0> Wuhan Zall F.C. <extra_id_1>
50,662,2018,Umar Akmal plays for <extra_id_0>.,<extra_id_0> Lahore Qalandars <extra_id_1>
51,676,2018,Deshaun Watson plays for <extra_id_0>.,<extra_id_0> Houston Texans <extra_id_1>
52,687,2018,Jacoby Ellsbury plays for <extra_id_0>.,<extra_id_0> New York Yankees <extra_id_1>
53,697,2018,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
54,704,2018,Tyler Ulis plays for <extra_id_0>.,<extra_id_0> Chicago Bulls <extra_id_1>
55,714,2018,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
56,728,2018,Kylian Mbappé plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
57,739,2018,Jimmy Abdou plays for <extra_id_0>.,<extra_id_0> Comoros national football team <extra_id_1>
58,750,2018,Ashley Cole plays for <extra_id_0>.,<extra_id_0> Los Angeles Galaxy <extra_id_1>
59,764,2018,Calais Campbell plays for <extra_id_0>.,<extra_id_0> Jacksonville Jaguars <extra_id_1>
60,768,2018,Jamal Crawford plays for <extra_id_0>.,<extra_id_0> Phoenix Suns <extra_id_1>
61,779,2018,Joe Cole plays for <extra_id_0>.,<extra_id_0> Tampa Bay Rowdies <extra_id_1>
62,788,2018,Gary Cahill plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
63,799,2018,J. J. Redick plays for <extra_id_0>.,<extra_id_0> Philadelphia 76ers <extra_id_1>
64,810,2018,James Taylor plays for <extra_id_0>.,<extra_id_0> Nottinghamshire County Cricket Club <extra_id_1>
65,827,2018,Callum Ferguson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
66,843,2018,Hamdi Salihi plays for <extra_id_0>.,<extra_id_0> SC Wiener Neustadt <extra_id_1>
67,854,2018,Clayton Donaldson plays for <extra_id_0>.,<extra_id_0> Sheffield United F.C. <extra_id_1>
68,865,2018,Rangana Herath plays for <extra_id_0>.,<extra_id_0> Tamil Union Cricket and Athletic Club <extra_id_1>
69,882,2018,Kevin Trapp plays for <extra_id_0>.,<extra_id_0> Eintracht Frankfurt <extra_id_1>
70,891,2018,Kristaps Porziņģis plays for <extra_id_0>.,<extra_id_0> New York Knicks <extra_id_1>
71,902,2018,Elis Bakaj plays for <extra_id_0>.,<extra_id_0> FC Shakhtyor Salihorsk <extra_id_1>
72,918,2018,Blaise Matuidi plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
73,929,2018,Filipe Morais plays for <extra_id_0>.,<extra_id_0> Bradford City A.F.C. <extra_id_1>
74,945,2018,Patrick Mahomes plays for <extra_id_0>.,<extra_id_0> Kansas City Chiefs <extra_id_1>
75,968,2018,Zesh Rehman plays for <extra_id_0>.,<extra_id_0> Kitchee SC <extra_id_1>
76,985,2018,Lasith Malinga plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
77,997,2018,Benji Marshall plays for <extra_id_0>.,<extra_id_0> St. George Illawarra Dragons <extra_id_1>
78,1007,2018,Auston Matthews plays for <extra_id_0>.,<extra_id_0> Toronto Maple Leafs <extra_id_1>
79,1018,2018,Jeroen Zoet plays for <extra_id_0>.,<extra_id_0> Netherlands national association football team <extra_id_1>
80,1021,2018,Zion Williamson plays for <extra_id_0>.,<extra_id_0> Duke Blue Devils men's basketball <extra_id_1>
81,1044,2018,Anderson plays for <extra_id_0>.,<extra_id_0> S.C. Internacional <extra_id_1>
82,1061,2018,Isaiah Thomas plays for <extra_id_0>.,<extra_id_0> Los Angeles Lakers <extra_id_1>
83,1072,2018,John Degenkolb plays for <extra_id_0>.,<extra_id_0> Trek-Segafredo <extra_id_1>
84,1080,2018,Alex Hales plays for <extra_id_0>.,<extra_id_0> Islamabad United <extra_id_1>
85,1091,2018,Chris Beardsley plays for <extra_id_0>.,<extra_id_0> Mansfield Town F.C. <extra_id_1>
86,1102,2018,Moussa Sissoko plays for <extra_id_0>.,<extra_id_0> Tottenham Hotspur F.C. <extra_id_1>
87,1113,2018,Jonathan Sexton plays for <extra_id_0>.,<extra_id_0> British & Irish Lions <extra_id_1>
88,1124,2018,Tim Paine plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
89,1135,2018,Patrick Kisnorbo plays for <extra_id_0>.,<extra_id_0> Melbourne City Football Club <extra_id_1>
90,1157,2018,Tommy Elphick plays for <extra_id_0>.,<extra_id_0> AFC Bournemouth <extra_id_1>
91,1168,2018,David Edgar plays for <extra_id_0>.,<extra_id_0> Canada men's national soccer team <extra_id_1>
92,1178,2018,Paulo Dybala plays for <extra_id_0>.,<extra_id_0> Juventus FC <extra_id_1>
93,1195,2018,Wout Brama plays for <extra_id_0>.,<extra_id_0> PEC Zwolle <extra_id_1>
94,1206,2018,Victor Oladipo plays for <extra_id_0>.,<extra_id_0> Indiana Pacers <extra_id_1>
95,1217,2018,Víctor Ibarbo plays for <extra_id_0>.,<extra_id_0> Colombia national football team <extra_id_1>
96,1231,2018,Anthony Martial plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
97,1242,2018,Gentjan Muça plays for <extra_id_0>.,<extra_id_0> KF Tirana <extra_id_1>
98,1253,2018,Owen Farrell plays for <extra_id_0>.,<extra_id_0> England national rugby union team <extra_id_1>
99,1264,2018,Tyler Clippard plays for <extra_id_0>.,<extra_id_0> New York Mets <extra_id_1>
100,1275,2018,Dejan Lovren plays for <extra_id_0>.,<extra_id_0> Liverpool F.C. <extra_id_1>
101,1289,2018,Salomon Kalou plays for <extra_id_0>.,<extra_id_0> Hertha BSC <extra_id_1>
102,1300,2018,Xherdan Shaqiri plays for <extra_id_0>.,<extra_id_0> Swiss national football team <extra_id_1>
103,1311,2018,Tom Kennedy plays for <extra_id_0>.,<extra_id_0> Rochdale A.F.C. <extra_id_1>
104,1322,2018,Raphaël Varane plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
105,1351,2018,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Karachi Kings <extra_id_1>
106,1354,2018,Danny Green plays for <extra_id_0>.,<extra_id_0> Toronto Raptors <extra_id_1>
107,1365,2018,John Guidetti plays for <extra_id_0>.,<extra_id_0> Sweden national association football team <extra_id_1>
108,1376,2018,Karim Matmour plays for <extra_id_0>.,<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
109,1387,2018,Greg Pearson plays for <extra_id_0>.,<extra_id_0> Hinckley A.F.C. <extra_id_1>
110,1400,2018,Sanchez Watt plays for <extra_id_0>.,<extra_id_0> Kerala Blasters FC <extra_id_1>
111,1425,2018,Adam Priestley plays for <extra_id_0>.,<extra_id_0> Shaw Lane Aquaforce F.C. <extra_id_1>
112,1436,2018,Glen Johnson plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
113,1445,2018,Agon Mehmeti plays for <extra_id_0>.,<extra_id_0> Stabæk Fotball <extra_id_1>
114,1456,2018,Marta plays for <extra_id_0>.,<extra_id_0> FC Rosengård <extra_id_1>
115,1467,2018,Hashim Mahomed Amla plays for <extra_id_0>.,<extra_id_0> South Africa national cricket team <extra_id_1>
116,1478,2018,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> Saski Baskonia <extra_id_1>
117,1498,2018,Thibaut Curtua plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
118,1504,2018,Marcelo plays for <extra_id_0>.,<extra_id_0> Juventus FC <extra_id_1>
119,1515,2018,Jérôme Boateng plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich <extra_id_1>
120,1526,2018,Zoltán Stieber plays for <extra_id_0>.,<extra_id_0> Hungary national association football team <extra_id_1>
121,1549,2018,Babar Azam plays for <extra_id_0>.,<extra_id_0> Zarai Taraqiati Bank Ltd cricket team <extra_id_1>
122,1560,2018,Gareth Barry plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
123,1571,2018,Jermaine Pennant plays for <extra_id_0>.,<extra_id_0> Tampines Rovers FC <extra_id_1>
124,1582,2018,Chris Baird plays for <extra_id_0>.,<extra_id_0> Derby County F.C. <extra_id_1>
125,1593,2018,André Ayew plays for <extra_id_0>.,<extra_id_0> Swansea City A.F.C. <extra_id_1>
126,1604,2018,Kevin Nolan plays for <extra_id_0>.,<extra_id_0> Leyton Orient F.C. <extra_id_1>
127,1615,2018,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Norwich City F.C. <extra_id_1>
128,1625,2018,Deandre Ayton plays for <extra_id_0>.,<extra_id_0> Phoenix Suns <extra_id_1>
129,1636,2018,Alex Oxlade-Chamberlain plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
130,1647,2018,Nikola Mirotić plays for <extra_id_0>.,<extra_id_0> Chicago Bulls <extra_id_1>
131,1658,2018,Katie Chapman plays for <extra_id_0>.,<extra_id_0> Chelsea L.F.C. <extra_id_1>
132,1669,2018,Teddy Chevalier plays for <extra_id_0>.,<extra_id_0> Çaykur Rizespor <extra_id_1>
133,1680,2018,Lewis Holtby plays for <extra_id_0>.,<extra_id_0> Hamburger SV <extra_id_1>
134,1693,2018,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
135,1710,2018,Óscar Cardozo plays for <extra_id_0>.,<extra_id_0> Club Libertad <extra_id_1>
136,1718,2018,Renato Sanches plays for <extra_id_0>.,<extra_id_0> Portugal national association football team <extra_id_1>
137,1734,2018,Emre Can plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
138,1762,2018,Robert Snodgrass plays for <extra_id_0>.,<extra_id_0> Scotland national football team <extra_id_1>
139,1773,2018,Kieron Pollard plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
140,1784,2018,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> Club Brugge K.V. <extra_id_1>
141,1795,2018,Matty Fryatt plays for <extra_id_0>.,<extra_id_0> Nottingham Forest F.C. <extra_id_1>
142,1806,2018,Niall McGinn plays for <extra_id_0>.,<extra_id_0> Aberdeen F.C. <extra_id_1>
143,1817,2018,Nathan Redmond plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
144,1828,2018,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Iran national football team <extra_id_1>
145,1842,2018,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
146,1853,2018,Matt Godden plays for <extra_id_0>.,<extra_id_0> Ebbsfleet United F.C. <extra_id_1>
147,1874,2018,Recep Tayyip Erdoğan holds the position of <extra_id_0>.,<extra_id_0> President of Turkey <extra_id_1>
148,1885,2018,Boris Johnson holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Foreign and Commonwealth Affairs <extra_id_1>
149,1896,2018,Vladimir Putin holds the position of <extra_id_0>.,<extra_id_0> Supreme Commander-in-Chief of the Armed Forces of the Russian Federation <extra_id_1>
150,1907,2018,Mike Pence holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
151,1917,2018,Scott Pruitt holds the position of <extra_id_0>.,<extra_id_0> Administrator of the Environmental Protection Agency <extra_id_1>
152,1932,2018,Ralph Northam holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Virginia <extra_id_1>
153,1943,2018,Richard Blumenthal holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
154,1954,2018,Jeff Sessions holds the position of <extra_id_0>.,<extra_id_0> United States Attorney General <extra_id_1>
155,1962,2018,Emmerson Mnangagwa holds the position of <extra_id_0>.,<extra_id_0> President of Zimbabwe <extra_id_1>
156,1980,2018,Dmitry Medvedev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Russia <extra_id_1>
157,1991,2018,Lee Jae-myung holds the position of <extra_id_0>.,<extra_id_0> Governor of Gyeonggi Province <extra_id_1>
158,2003,2018,Liam Fox holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for International Trade <extra_id_1>
159,2019,2018,Mike Pompeo holds the position of <extra_id_0>.,<extra_id_0> United States Secretary of State <extra_id_1>
160,2036,2018,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
161,2047,2018,Steve Cohen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
162,2058,2018,Mitch McConnell holds the position of <extra_id_0>.,<extra_id_0> Majority Leader of the United States Senate <extra_id_1>
163,2069,2018,Eric Garcetti holds the position of <extra_id_0>.,<extra_id_0> Mayor of the City of Los Angeles <extra_id_1>
164,2077,2018,Frank-Walter Steinmeier holds the position of <extra_id_0>.,<extra_id_0> president of Germany <extra_id_1>
165,2088,2018,Jeff Flake holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
166,2097,2018,Andrew Scheer holds the position of <extra_id_0>.,<extra_id_0> Leader of the Official Opposition <extra_id_1>
167,2106,2018,Aleksandar Vučić holds the position of <extra_id_0>.,<extra_id_0> President of Serbia <extra_id_1>
168,2119,2018,Jody Wilson-Raybould holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice and Attorney General of Canada <extra_id_1>
169,2129,2018,James R. Clapper holds the position of <extra_id_0>.,<extra_id_0> Director of National Intelligence <extra_id_1>
170,2153,2018,Peter Dutton holds the position of <extra_id_0>.,<extra_id_0> Minister for Home Affairs <extra_id_1>
171,2154,2018,Dominic Raab holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Exiting the European Union <extra_id_1>
172,2163,2018,Kenneth Clarke holds the position of <extra_id_0>.,<extra_id_0> Father of the House <extra_id_1>
173,2176,2018,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> First Minister of Scotland <extra_id_1>
174,2187,2018,Mahmoud Abbas holds the position of <extra_id_0>.,<extra_id_0> President of the State of Palestine <extra_id_1>
175,2198,2018,Abdul Taib Mahmud holds the position of <extra_id_0>.,<extra_id_0> Yang di-Pertua Negeri of Sarawak <extra_id_1>
176,2209,2018,Joe Donnelly holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
177,2217,2018,Salman of Saudi Arabia holds the position of <extra_id_0>.,<extra_id_0> King of Saudi Arabia <extra_id_1>
178,2225,2018,Mark Meadows holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
179,2235,2018,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
180,2245,2018,Oleksandr Turchynov holds the position of <extra_id_0>.,<extra_id_0> Chairman of the Verkhovna Rada <extra_id_1>
181,2250,2018,Keir Starmer holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Exiting the European Union <extra_id_1>
182,2261,2018,Viviane Reding holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
183,2277,2018,Thomas Massie holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
184,2284,2018,Andrej Plenković holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Croatia <extra_id_1>
185,2296,2018,John F. Kelly holds the position of <extra_id_0>.,<extra_id_0> White House Chief of Staff <extra_id_1>
186,2306,2018,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
187,2317,2018,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Premier of the State Council of the People's Republic of China <extra_id_1>
188,2322,2018,Karen Handel holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
189,2332,2018,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Mayor of Greater Manchester <extra_id_1>
190,2343,2018,Serzh Sargsyan holds the position of <extra_id_0>.,<extra_id_0> President of Armenia <extra_id_1>
191,2352,2018,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
192,2357,2018,Kristina Keneally holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
193,2363,2018,Tarō Kōno holds the position of <extra_id_0>.,<extra_id_0> Minister for Foreign Affairs <extra_id_1>
194,2384,2018,Kristi Noem holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
195,2401,2018,Pete Hoekstra holds the position of <extra_id_0>.,<extra_id_0> United States Ambassador to the Netherlands <extra_id_1>
196,2412,2018,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
197,2434,2018,Jim Sensenbrenner holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
198,2439,2018,Chrystia Freeland holds the position of <extra_id_0>.,<extra_id_0> Minister of Foreign Affairs of Canada <extra_id_1>
199,2450,2018,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
200,2461,2018,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
201,2470,2018,Owen Smith holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Northern Ireland <extra_id_1>
202,2479,2018,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
203,2489,2018,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
204,2503,2018,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
205,2514,2018,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
206,2524,2018,Mario Monti holds the position of <extra_id_0>.,<extra_id_0> senatore a vita <extra_id_1>
207,2535,2018,Malusi Gigaba holds the position of <extra_id_0>.,<extra_id_0> Minister of Home Affairs <extra_id_1>
208,2552,2018,Matt Hancock holds the position of <extra_id_0>.,"<extra_id_0> Secretary of State for Culture, Media and Sport <extra_id_1>"
209,2563,2018,Trey Gowdy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
210,2567,2018,Rebecca Long-Bailey holds the position of <extra_id_0>.,"<extra_id_0> Shadow Secretary of State for Business, Innovation and Skills <extra_id_1>"
211,2586,2018,Jane Philpott holds the position of <extra_id_0>.,<extra_id_0> Minister of Indigenous Services <extra_id_1>
212,2598,2018,Arun Jaitley holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance <extra_id_1>
213,2600,2018,Robert C. O'Brien holds the position of <extra_id_0>.,<extra_id_0> Special Envoy for Hostage Affairs <extra_id_1>
214,2613,2018,Hubertus Leteng holds the position of <extra_id_0>.,<extra_id_0> Catholic bishop <extra_id_1>
215,2624,2018,Xavier Becerra holds the position of <extra_id_0>.,<extra_id_0> Attorney General of California <extra_id_1>
216,2635,2018,Phil Hogan holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Agriculture and Rural Development <extra_id_1>
217,2646,2018,"Daniel M. Donovan, Jr. holds the position of <extra_id_0>.",<extra_id_0> United States representative <extra_id_1>
218,2655,2018,Knut Arild Hareide holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
219,2660,2018,Richard Burgon holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Justice <extra_id_1>
220,2671,2018,Abdrabbuh Mansour Hadi holds the position of <extra_id_0>.,<extra_id_0> President of Yemenمهدي محمد المشاط <extra_id_1>
221,2677,2018,Steven Ciobo holds the position of <extra_id_0>.,<extra_id_0> Minister for Trade <extra_id_1>
222,2698,2018,Tabaré Vázquez holds the position of <extra_id_0>.,<extra_id_0> President of Uruguay <extra_id_1>
223,2708,2018,Jeff Colyer holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Kansas <extra_id_1>
224,2713,2018,Robert Barron holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
225,2724,2018,Eric Chu holds the position of <extra_id_0>.,<extra_id_0> Mayor of New Taipei <extra_id_1>
226,2733,2018,Wang Qishan holds the position of <extra_id_0>.,<extra_id_0> Vice President of the People's Republic of China <extra_id_1>
227,2741,2018,Kelly Loeffler holds the position of <extra_id_0>.,<extra_id_0> chief executive officer <extra_id_1>
228,2748,2018,Gilad Erdan holds the position of <extra_id_0>.,<extra_id_0> Information Minister of Israel <extra_id_1>
229,2759,2018,Rodney L. Davis holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
230,2781,2018,Margrethe Vestager holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Competition <extra_id_1>
231,2788,2018,"Michael Bates, Baron Bates holds the position of <extra_id_0>.",<extra_id_0> Department for International Development <extra_id_1>
232,2795,2018,Ruben Kihuen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
233,2805,2018,Virginia Foxx holds the position of <extra_id_0>.,<extra_id_0> Republican Conference Secretary of the United States House of Representatives <extra_id_1>
234,2823,2018,James Comer holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
235,2828,2018,Penny Mordaunt holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for International Development <extra_id_1>
236,2838,2018,Édouard Philippe holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of France <extra_id_1>
237,2854,2018,Timothy M. Keller holds the position of <extra_id_0>.,<extra_id_0> Mayor of Albuquerque <extra_id_1>
238,2863,2018,Lawrence Thomas Persico holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
239,2866,2018,Brandon Lewis holds the position of <extra_id_0>.,<extra_id_0> Chairman of the Conservative Party <extra_id_1>
240,2876,2018,David Hurley holds the position of <extra_id_0>.,<extra_id_0> Governor of New South Wales <extra_id_1>
241,2887,2018,David McAllister holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
242,2907,2018,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
243,2918,2018,Dominique Mamberti holds the position of <extra_id_0>.,<extra_id_0> cardinal <extra_id_1>
244,2921,2018,Rod Phillips holds the position of <extra_id_0>.,<extra_id_0> environment minister <extra_id_1>
245,2932,2018,Naledi Pandor holds the position of <extra_id_0>.,<extra_id_0> Minister of Higher Education and Training <extra_id_1>
246,2956,2018,Philippe Couillard holds the position of <extra_id_0>.,<extra_id_0> Member of the National Assembly of Quebec <extra_id_1>
247,2961,2018,Mark Drakeford holds the position of <extra_id_0>.,<extra_id_0> First Minister of Wales <extra_id_1>
248,2975,2018,Maroš Šefčovič holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Energy <extra_id_1>
