index,original,date,input,output
38,371,2011,Nani plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
39,382,2011,Edinson Cavani plays for <extra_id_0>.,<extra_id_0> S.S.C. Napoli <extra_id_1>
40,393,2011,Steve Morison plays for <extra_id_0>.,<extra_id_0> Wales national association football team <extra_id_1>
41,404,2011,Sam Bradford plays for <extra_id_0>.,<extra_id_0> Los Angeles Rams <extra_id_1>
42,415,2011,Eiji Kawashima plays for <extra_id_0>.,<extra_id_0> Lierse S.K. <extra_id_1>
43,426,2011,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
44,437,2011,Lee Boylan plays for <extra_id_0>.,<extra_id_0> Chelmsford City F.C. <extra_id_1>
45,442,2011,Jennison Myrie-Williams plays for <extra_id_0>.,<extra_id_0> Stevenage F.C. <extra_id_1>
46,448,2011,Omar Abdulrahman plays for <extra_id_0>.,<extra_id_0> United Arab Emirates national under-23 football team <extra_id_1>
47,459,2011,Jarryd Hayne plays for <extra_id_0>.,<extra_id_0> Australia national rugby league team <extra_id_1>
48,464,2011,Tom Ince plays for <extra_id_0>.,<extra_id_0> Blackpool F.C. <extra_id_1>
49,470,2011,Shahid Afridi plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
50,481,2011,Kostas Manolas plays for <extra_id_0>.,<extra_id_0> A.E.K. Athens F.C. <extra_id_1>
51,492,2011,Diego Forlán plays for <extra_id_0>.,<extra_id_0> Atlético Madrid <extra_id_1>
52,503,2011,Rafael van der Vaart plays for <extra_id_0>.,<extra_id_0> Tottenham Hotspur F.C. <extra_id_1>
53,516,2011,Jens Voigt plays for <extra_id_0>.,<extra_id_0> Trek-Segafredo <extra_id_1>
54,521,2011,Sue Bird plays for <extra_id_0>.,<extra_id_0> WBC Spartak Moscow Region <extra_id_1>
55,526,2011,Vincenzo Nibali plays for <extra_id_0>.,<extra_id_0> Cannondale Pro Cycling Team <extra_id_1>
56,537,2011,Shane Duffy plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
57,548,2011,Stephen Dobbie plays for <extra_id_0>.,<extra_id_0> Swansea City A.F.C. <extra_id_1>
58,555,2011,Diego Biseswar plays for <extra_id_0>.,<extra_id_0> Feyenoord <extra_id_1>
59,566,2011,Tillakaratne Dilshan plays for <extra_id_0>.,<extra_id_0> Royal Challengers Bangalore <extra_id_1>
60,571,2011,Yohan Cabaye plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
61,582,2011,Emmanuel Adebayor plays for <extra_id_0>.,<extra_id_0> Real Madrid CF <extra_id_1>
62,593,2011,Patrick Bamford plays for <extra_id_0>.,<extra_id_0> Nottingham Forest F.C. <extra_id_1>
63,604,2011,Steve Jones plays for <extra_id_0>.,<extra_id_0> Droylsden F.C. <extra_id_1>
64,615,2011,Mikel John Obi plays for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
65,626,2011,Maria Jose Altamirano plays for <extra_id_0>.,<extra_id_0> Criollas de Caguas <extra_id_1>
66,637,2011,Sölvi Ottesen plays for <extra_id_0>.,<extra_id_0> F.C. Copenhagen <extra_id_1>
67,648,2011,Steve Smith Sr. plays for <extra_id_0>.,<extra_id_0> Carolina Panthers <extra_id_1>
68,655,2011,Umar Akmal plays for <extra_id_0>.,<extra_id_0> Sui Northern Gas Pipelines Limited <extra_id_1>
69,666,2011,Kirk Hinrich plays for <extra_id_0>.,<extra_id_0> Washington Wizards <extra_id_1>
70,680,2011,Jacoby Ellsbury plays for <extra_id_0>.,<extra_id_0> Boston Red Sox <extra_id_1>
71,690,2011,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Monarcas Morelia <extra_id_1>
72,707,2011,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
73,718,2011,Armand Traoré plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
74,732,2011,Jimmy Abdou plays for <extra_id_0>.,<extra_id_0> Comoros national football team <extra_id_1>
75,743,2011,Ashley Cole plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
76,753,2011,Jamie Carragher plays for <extra_id_0>.,<extra_id_0> Liverpool F.C. <extra_id_1>
77,757,2011,Calais Campbell plays for <extra_id_0>.,<extra_id_0> Arizona Cardinals <extra_id_1>
78,772,2011,Joe Cole plays for <extra_id_0>.,<extra_id_0> Lille OSC <extra_id_1>
79,781,2011,Gary Cahill plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
80,792,2011,J. J. Redick plays for <extra_id_0>.,<extra_id_0> Orlando Magic <extra_id_1>
81,803,2011,James Taylor plays for <extra_id_0>.,<extra_id_0> Leicestershire County Cricket Club <extra_id_1>
82,814,2011,Edwin van der Sar plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
83,817,2011,Graeme Swann plays for <extra_id_0>.,<extra_id_0> Nottinghamshire County Cricket Club <extra_id_1>
84,820,2011,Callum Ferguson plays for <extra_id_0>.,<extra_id_0> Adelaide Strikers <extra_id_1>
85,831,2011,Daniel Xhafa plays for <extra_id_0>.,<extra_id_0> Flamurtari Vlorë <extra_id_1>
86,837,2011,Hamdi Salihi plays for <extra_id_0>.,<extra_id_0> SK Rapid Wien <extra_id_1>
87,847,2011,Clayton Donaldson plays for <extra_id_0>.,<extra_id_0> Crewe Alexandra F.C. <extra_id_1>
88,858,2011,Rangana Herath plays for <extra_id_0>.,<extra_id_0> Wayamba cricket team <extra_id_1>
89,869,2011,Sébastien Bassong plays for <extra_id_0>.,<extra_id_0> Tottenham Hotspur F.C. <extra_id_1>
90,875,2011,Kevin Trapp plays for <extra_id_0>.,<extra_id_0> 1. FC Kaiserslautern <extra_id_1>
91,895,2011,Elis Bakaj plays for <extra_id_0>.,<extra_id_0> Albania national association football team <extra_id_1>
92,906,2011,David James plays for <extra_id_0>.,<extra_id_0> Bristol City F.C. <extra_id_1>
93,911,2011,Blaise Matuidi plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
94,922,2011,Filipe Morais plays for <extra_id_0>.,<extra_id_0> Oldham Athletic A.F.C. <extra_id_1>
95,933,2011,Ki Sung-yueng plays for <extra_id_0>.,<extra_id_0> South Korea national under-23 football team <extra_id_1>
96,938,2011,Ronan O'Gara plays for <extra_id_0>.,<extra_id_0> Munster Rugby <extra_id_1>
97,949,2011,André-Pierre Gignac plays for <extra_id_0>.,<extra_id_0> Olympique de Marseille <extra_id_1>
98,955,2011,Marouane Chamakh plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
99,961,2011,Zesh Rehman plays for <extra_id_0>.,<extra_id_0> Muangthong United F.C. <extra_id_1>
100,972,2011,Matt Prior plays for <extra_id_0>.,<extra_id_0> England and Wales cricket team <extra_id_1>
101,978,2011,Lasith Malinga plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
102,988,2011,Jens Lehmann plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
103,990,2011,Benji Marshall plays for <extra_id_0>.,<extra_id_0> Wests Tigers <extra_id_1>
104,1001,2011,Erjon Bogdani plays for <extra_id_0>.,<extra_id_0> Albania national association football team <extra_id_1>
105,1011,2011,Jeroen Zoet plays for <extra_id_0>.,<extra_id_0> Netherlands national under-21 football team <extra_id_1>
106,1025,2011,Michael Clarke plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
107,1031,2011,Sol Bamba plays for <extra_id_0>.,<extra_id_0> Leicester City F.C. <extra_id_1>
108,1037,2011,Anderson plays for <extra_id_0>.,<extra_id_0> Manchester United F.C. <extra_id_1>
109,1048,2011,Jacques Kallis plays for <extra_id_0>.,<extra_id_0> South Africa national cricket team <extra_id_1>
110,1054,2011,Isaiah Thomas plays for <extra_id_0>.,<extra_id_0> Sacramento Kings <extra_id_1>
111,1065,2011,John Degenkolb plays for <extra_id_0>.,<extra_id_0> HTC-Highroad <extra_id_1>
112,1084,2011,Chris Beardsley plays for <extra_id_0>.,<extra_id_0> Stevenage F.C. <extra_id_1>
113,1095,2011,Moussa Sissoko plays for <extra_id_0>.,<extra_id_0> France national under-21 football team <extra_id_1>
114,1106,2011,Jonathan Sexton plays for <extra_id_0>.,<extra_id_0> Leinster Rugby <extra_id_1>
115,1117,2011,Tim Paine plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
116,1128,2011,Patrick Kisnorbo plays for <extra_id_0>.,<extra_id_0> Leeds United F.C. <extra_id_1>
117,1139,2011,Andrew Bogut plays for <extra_id_0>.,<extra_id_0> Milwaukee Bucks <extra_id_1>
118,1147,2011,Marco Materazzi plays for <extra_id_0>.,<extra_id_0> Inter Milan <extra_id_1>
119,1150,2011,Tommy Elphick plays for <extra_id_0>.,<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
120,1161,2011,David Edgar plays for <extra_id_0>.,<extra_id_0> Burnley F.C. <extra_id_1>
121,1171,2011,Paulo Dybala plays for <extra_id_0>.,<extra_id_0> Instituto Atlético Central Córdoba <extra_id_1>
122,1182,2011,Gary Roberts plays for <extra_id_0>.,<extra_id_0> Port Vale F.C. <extra_id_1>
123,1188,2011,Wout Brama plays for <extra_id_0>.,<extra_id_0> FC Twente <extra_id_1>
124,1199,2011,Victor Oladipo plays for <extra_id_0>.,<extra_id_0> Indiana Hoosiers men's basketball <extra_id_1>
125,1210,2011,Víctor Ibarbo plays for <extra_id_0>.,<extra_id_0> Atlético Nacional <extra_id_1>
126,1221,2011,Owen Hargreaves plays for <extra_id_0>.,<extra_id_0> Manchester City F.C. <extra_id_1>
127,1224,2011,Anthony Martial plays for <extra_id_0>.,<extra_id_0> France national under-17 football team <extra_id_1>
128,1235,2011,Gentjan Muça plays for <extra_id_0>.,<extra_id_0> KF Tirana <extra_id_1>
129,1246,2011,Owen Farrell plays for <extra_id_0>.,<extra_id_0> England national under-20 rugby union team <extra_id_1>
130,1257,2011,Tyler Clippard plays for <extra_id_0>.,<extra_id_0> Washington Nationals <extra_id_1>
131,1268,2011,Dejan Lovren plays for <extra_id_0>.,<extra_id_0> Olympique Lyonnais <extra_id_1>
132,1279,2011,Dean Windass plays for <extra_id_0>.,<extra_id_0> Scarborough Athletic F.C. <extra_id_1>
133,1282,2011,Salomon Kalou plays for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
134,1293,2011,Xherdan Shaqiri plays for <extra_id_0>.,<extra_id_0> Switzerland national under-21 football team <extra_id_1>
135,1304,2011,Tom Kennedy plays for <extra_id_0>.,<extra_id_0> Rochdale A.F.C. <extra_id_1>
136,1315,2011,Raphaël Varane plays for <extra_id_0>.,<extra_id_0> France national under-21 football team <extra_id_1>
137,1326,2011,Michael Hussey plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
138,1333,2011,Tony McMahon plays for <extra_id_0>.,<extra_id_0> Middlesbrough F.C. <extra_id_1>
139,1339,2011,Amr Zaki plays for <extra_id_0>.,<extra_id_0> Egypt national football team <extra_id_1>
140,1345,2011,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
141,1358,2011,John Guidetti plays for <extra_id_0>.,<extra_id_0> Burnley F.C. <extra_id_1>
142,1369,2011,Karim Matmour plays for <extra_id_0>.,<extra_id_0> Algeria national football team <extra_id_1>
143,1380,2011,Greg Pearson plays for <extra_id_0>.,<extra_id_0> Aldershot Town F.C. <extra_id_1>
144,1393,2011,Sanchez Watt plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
145,1404,2011,Danny Hollands plays for <extra_id_0>.,<extra_id_0> Charlton Athletic F.C. <extra_id_1>
146,1413,2011,Aleksandar Đurić plays for <extra_id_0>.,<extra_id_0> Tampines Rovers FC <extra_id_1>
147,1418,2011,Adam Priestley plays for <extra_id_0>.,<extra_id_0> Garforth Town A.F.C. <extra_id_1>
148,1429,2011,Glen Johnson plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
149,1438,2011,Agon Mehmeti plays for <extra_id_0>.,<extra_id_0> Malmö FF <extra_id_1>
150,1449,2011,Marta plays for <extra_id_0>.,<extra_id_0> Santos FC <extra_id_1>
151,1460,2011,Hashim Mahomed Amla plays for <extra_id_0>.,<extra_id_0> Dolphins cricket team <extra_id_1>
152,1471,2011,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> Toronto Raptors <extra_id_1>
153,1481,2011,Teddy Bridgewater plays for <extra_id_0>.,<extra_id_0> Louisville Cardinals football <extra_id_1>
154,1491,2011,Thibaut Curtua plays for <extra_id_0>.,<extra_id_0> Atlético Madrid <extra_id_1>
155,1502,2011,Marcelo plays for <extra_id_0>.,<extra_id_0> Brazil Olympic football team <extra_id_1>
156,1508,2011,Jérôme Boateng plays for <extra_id_0>.,<extra_id_0> Manchester City F.C. <extra_id_1>
157,1519,2011,Zoltán Stieber plays for <extra_id_0>.,<extra_id_0> 1. FSV Mainz 05 <extra_id_1>
158,1530,2011,Ali Karimi plays for <extra_id_0>.,<extra_id_0> Iran national football team <extra_id_1>
159,1535,2011,Grétar Steinsson plays for <extra_id_0>.,<extra_id_0> Iceland national association football team <extra_id_1>
160,1539,2011,Jimmy Bullard plays for <extra_id_0>.,<extra_id_0> Ipswich Town F.C. <extra_id_1>
161,1542,2011,Babar Azam plays for <extra_id_0>.,<extra_id_0> Zarai Taraqiati Bank Ltd cricket team <extra_id_1>
162,1553,2011,Gareth Barry plays for <extra_id_0>.,<extra_id_0> Manchester City F.C. <extra_id_1>
163,1564,2011,Jermaine Pennant plays for <extra_id_0>.,<extra_id_0> Stoke City F.C. <extra_id_1>
164,1575,2011,Chris Baird plays for <extra_id_0>.,<extra_id_0> Fulham F.C. <extra_id_1>
165,1586,2011,André Ayew plays for <extra_id_0>.,<extra_id_0> Olympique de Marseille <extra_id_1>
166,1597,2011,Kevin Nolan plays for <extra_id_0>.,<extra_id_0> Newcastle United F.C. <extra_id_1>
167,1608,2011,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Rangers F.C. <extra_id_1>
168,1619,2011,Shivnarine Chanderpaul plays for <extra_id_0>.,<extra_id_0> West Indies cricket team <extra_id_1>
169,1629,2011,Alex Oxlade-Chamberlain plays for <extra_id_0>.,<extra_id_0> Arsenal F.C. <extra_id_1>
170,1640,2011,Nikola Mirotić plays for <extra_id_0>.,<extra_id_0> Real Madrid Baloncesto <extra_id_1>
171,1651,2011,Katie Chapman plays for <extra_id_0>.,<extra_id_0> Arsenal W.F.C. <extra_id_1>
172,1662,2011,Teddy Chevalier plays for <extra_id_0>.,<extra_id_0> S.V. Zulte Waregem <extra_id_1>
173,1673,2011,Lewis Holtby plays for <extra_id_0>.,<extra_id_0> 1. FSV Mainz 05 <extra_id_1>
174,1684,2011,Paul Dickov plays for <extra_id_0>.,<extra_id_0> Oldham Athletic A.F.C. <extra_id_1>
175,1686,2011,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Milton Keynes Dons F.C. <extra_id_1>
176,1697,2011,Jamie Ashdown plays for <extra_id_0>.,<extra_id_0> Portsmouth F.C. <extra_id_1>
177,1703,2011,Óscar Cardozo plays for <extra_id_0>.,<extra_id_0> S.L. Benfica <extra_id_1>
178,1722,2011,Richard Cresswell plays for <extra_id_0>.,<extra_id_0> Sheffield United F.C. <extra_id_1>
179,1727,2011,Emre Can plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich II <extra_id_1>
180,1738,2011,Therese Sjögran plays for <extra_id_0>.,<extra_id_0> Sweden women's national association football team <extra_id_1>
181,1744,2011,Caron Butler plays for <extra_id_0>.,<extra_id_0> Los Angeles Clippers <extra_id_1>
182,1751,2011,Liam Palmer plays for <extra_id_0>.,<extra_id_0> Scotland national under-21 football team <extra_id_1>
183,1755,2011,Robert Snodgrass plays for <extra_id_0>.,<extra_id_0> Leeds United F.C. <extra_id_1>
184,1766,2011,Kieron Pollard plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
185,1777,2011,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> AFC Ajax <extra_id_1>
186,1788,2011,Matty Fryatt plays for <extra_id_0>.,<extra_id_0> Leicester City F.C. <extra_id_1>
187,1799,2011,Niall McGinn plays for <extra_id_0>.,<extra_id_0> Brentford F.C. <extra_id_1>
188,1810,2011,Nathan Redmond plays for <extra_id_0>.,<extra_id_0> England national under-17 football team <extra_id_1>
189,1821,2011,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Iran national under-17 football team <extra_id_1>
190,1832,2011,Kakha Kaladze plays for <extra_id_0>.,<extra_id_0> Georgia national football team <extra_id_1>
191,1835,2011,Robert Green plays for <extra_id_0>.,<extra_id_0> West Ham United F.C. <extra_id_1>
192,1846,2011,Matt Godden plays for <extra_id_0>.,<extra_id_0> Scunthorpe United F.C. <extra_id_1>
193,1857,2011,Robert Mugabe holds the position of <extra_id_0>.,<extra_id_0> President of Zimbabwe <extra_id_1>
194,1865,2011,Muammar Gaddafi holds the position of <extra_id_0>.,<extra_id_0> Brotherly Leader and Guide of the Revolution <extra_id_1>
195,1867,2011,Recep Tayyip Erdoğan holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Turkey <extra_id_1>
196,1878,2011,Boris Johnson holds the position of <extra_id_0>.,<extra_id_0> Mayor of London <extra_id_1>
197,1889,2011,Vladimir Putin holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Russia <extra_id_1>
198,1900,2011,Mike Pence holds the position of <extra_id_0>.,<extra_id_0> Republican Conference Chairman of the United States House of Representatives <extra_id_1>
199,1910,2011,Scott Pruitt holds the position of <extra_id_0>.,<extra_id_0> Attorney General of Oklahoma <extra_id_1>
200,1921,2011,Rafael Correa Delgado holds the position of <extra_id_0>.,<extra_id_0> President of Ecuador <extra_id_1>
201,1936,2011,Richard Blumenthal holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
202,1947,2011,Jeff Sessions holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
203,1957,2011,José Luis Rodríguez Zapatero holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Spain <extra_id_1>
204,1966,2011,Traian Băsescu holds the position of <extra_id_0>.,<extra_id_0> President of Romania <extra_id_1>
205,1973,2011,Dmitry Medvedev holds the position of <extra_id_0>.,<extra_id_0> President of Russia <extra_id_1>
206,1984,2011,Lee Jae-myung holds the position of <extra_id_0>.,<extra_id_0> mayor <extra_id_1>
207,1995,2011,Frank Underwood holds the position of <extra_id_0>.,<extra_id_0> whip <extra_id_1>
208,2000,2011,Liam Fox holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Defence <extra_id_1>
209,2006,2011,Ed Miliband holds the position of <extra_id_0>.,<extra_id_0> Leader of the Labour Party <extra_id_1>
210,2012,2011,Mike Pompeo holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
211,2023,2011,John Baird holds the position of <extra_id_0>.,<extra_id_0> Minister of the Environment <extra_id_1>
212,2029,2011,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
213,2040,2011,Steve Cohen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
214,2051,2011,Mitch McConnell holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
215,2062,2011,Eric Garcetti holds the position of <extra_id_0>.,<extra_id_0> President of the Los Angeles City Council <extra_id_1>
216,2081,2011,Jeff Flake holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
217,2090,2011,Andrew Scheer holds the position of <extra_id_0>.,<extra_id_0> Speaker of the House of Commons <extra_id_1>
218,2110,2011,Anerood Jugnauth holds the position of <extra_id_0>.,<extra_id_0> President of Mauritius <extra_id_1>
219,2122,2011,James R. Clapper holds the position of <extra_id_0>.,<extra_id_0> Director of National Intelligence <extra_id_1>
220,2133,2011,Mike Honda holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
221,2141,2011,Pranab Mukherjee holds the position of <extra_id_0>.,<extra_id_0> Minister of Finance <extra_id_1>
222,2158,2011,Kenneth Clarke holds the position of <extra_id_0>.,<extra_id_0> Lord Chancellor <extra_id_1>
223,2166,2011,Daniel Inouye holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
224,2169,2011,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> Cabinet Secretary for Health and Wellbeing <extra_id_1>
225,2180,2011,Mahmoud Abbas holds the position of <extra_id_0>.,<extra_id_0> President of the Palestinian National Authority <extra_id_1>
226,2191,2011,Abdul Taib Mahmud holds the position of <extra_id_0>.,<extra_id_0> Chief Minister of Sarawak <extra_id_1>
227,2202,2011,Joe Donnelly holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
228,2228,2011,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
229,2254,2011,Viviane Reding holds the position of <extra_id_0>.,"<extra_id_0> European Commissioner for Justice, Fundamental Rights and Citizenship <extra_id_1>"
230,2263,2011,Arseniy Yatsenyuk holds the position of <extra_id_0>.,<extra_id_0> People's Deputy of Ukraine <extra_id_1>
231,2270,2011,Thomas Massie holds the position of <extra_id_0>.,<extra_id_0> County Judge/Executive <extra_id_1>
232,2288,2011,Judith Collins holds the position of <extra_id_0>.,<extra_id_0> Minister of Justice <extra_id_1>
233,2299,2011,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
234,2310,2011,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Vice Premier of the State Council of the People's Republic of China <extra_id_1>
235,2325,2011,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Health <extra_id_1>
236,2336,2011,Serzh Sargsyan holds the position of <extra_id_0>.,<extra_id_0> President of Armenia <extra_id_1>
237,2345,2011,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Cuba <extra_id_1>
238,2356,2011,Kristina Keneally holds the position of <extra_id_0>.,<extra_id_0> Premier of New South Wales <extra_id_1>
239,2371,2011,Selina Meyer holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
240,2377,2011,Kristi Noem holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
241,2388,2011,Ruairi Quinn holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
242,2399,2011,Pete Hoekstra holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
243,2405,2011,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
244,2420,2011,Muhyiddin Yassin holds the position of <extra_id_0>.,<extra_id_0> Minister of Education <extra_id_1>
245,2427,2011,Jim Sensenbrenner holds the position of <extra_id_0>.,<extra_id_0> delegate <extra_id_1>
246,2443,2011,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
247,2454,2011,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
248,2472,2011,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
249,2482,2011,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
250,2496,2011,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> chairperson <extra_id_1>
251,2507,2011,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> Lieutenant Governor of Hawaii <extra_id_1>
