index,original,date,input,output
22,316,2020,Kyrie Irving plays for <extra_id_0>.,<extra_id_0> Brooklyn Nets <extra_id_1>
23,327,2020,Jos Buttler plays for <extra_id_0>.,<extra_id_0> Lancashire County Cricket Club <extra_id_1>
24,338,2020,Maya Yoshida plays for <extra_id_0>.,<extra_id_0> Southampton F.C. <extra_id_1>
25,354,2020,Paulo Centurión plays for <extra_id_0>.,<extra_id_0> Sol de América de Formosa <extra_id_1>
26,369,2020,Carlos Vela plays for <extra_id_0>.,<extra_id_0> C.D. Guadalajara <extra_id_1>
27,380,2020,Nani plays for <extra_id_0>.,<extra_id_0> Orlando City SC <extra_id_1>
28,391,2020,Edinson Cavani plays for <extra_id_0>.,<extra_id_0> Paris Saint-Germain <extra_id_1>
29,402,2020,Steve Morison plays for <extra_id_0>.,<extra_id_0> Millwall F.C. <extra_id_1>
30,413,2020,Sam Bradford plays for <extra_id_0>.,<extra_id_0> Philadelphia Eagles <extra_id_1>
31,424,2020,Eiji Kawashima plays for <extra_id_0>.,<extra_id_0> FC Metz <extra_id_1>
32,435,2020,Hatem Ben Arfa plays for <extra_id_0>.,<extra_id_0> OGC Nice <extra_id_1>
33,457,2020,Omar Abdulrahman plays for <extra_id_0>.,<extra_id_0> United Arab Emirates national football team <extra_id_1>
34,479,2020,Shahid Afridi plays for <extra_id_0>.,<extra_id_0> Melbourne Renegades <extra_id_1>
35,490,2020,Kostas Manolas plays for <extra_id_0>.,<extra_id_0> A.S. Roma <extra_id_1>
36,501,2020,Diego Forlán plays for <extra_id_0>.,<extra_id_0> Club Atlético Cottolengo Don Orione <extra_id_1>
37,512,2020,Rafael van der Vaart plays for <extra_id_0>.,<extra_id_0> Real Betis Balompié <extra_id_1>
38,535,2020,Vincenzo Nibali plays for <extra_id_0>.,<extra_id_0> Trek-Segafredo <extra_id_1>
39,546,2020,Shane Duffy plays for <extra_id_0>.,<extra_id_0> Republic of Ireland national association football team <extra_id_1>
40,564,2020,Diego Biseswar plays for <extra_id_0>.,<extra_id_0> Kayserispor <extra_id_1>
41,580,2020,Yohan Cabaye plays for <extra_id_0>.,<extra_id_0> A.S. Saint-Étienne <extra_id_1>
42,591,2020,Emmanuel Adebayor plays for <extra_id_0>.,<extra_id_0> Club Olimpia <extra_id_1>
43,602,2020,Patrick Bamford plays for <extra_id_0>.,<extra_id_0> Norwich City F.C. <extra_id_1>
44,613,2020,Steve Jones plays for <extra_id_0>.,<extra_id_0> Nantwich Town F.C. <extra_id_1>
45,624,2020,Mikel John Obi plays for <extra_id_0>.,<extra_id_0> Trabzonspor <extra_id_1>
46,635,2020,Maria Jose Altamirano plays for <extra_id_0>.,<extra_id_0> Lokomotiv Baku <extra_id_1>
47,646,2020,Sölvi Ottesen plays for <extra_id_0>.,<extra_id_0> Wuhan Zall F.C. <extra_id_1>
48,664,2020,Umar Akmal plays for <extra_id_0>.,<extra_id_0> Lahore Qalandars <extra_id_1>
49,678,2020,Deshaun Watson plays for <extra_id_0>.,<extra_id_0> Houston Texans <extra_id_1>
50,689,2020,Jacoby Ellsbury plays for <extra_id_0>.,<extra_id_0> New York Yankees <extra_id_1>
51,699,2020,Raúl Jiménez plays for <extra_id_0>.,<extra_id_0> Mexico national football team <extra_id_1>
52,716,2020,Mathieu Valbuena plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
53,730,2020,Kylian Mbappé plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
54,741,2020,Jimmy Abdou plays for <extra_id_0>.,<extra_id_0> Comoros national football team <extra_id_1>
55,766,2020,Calais Campbell plays for <extra_id_0>.,<extra_id_0> Jacksonville Jaguars <extra_id_1>
56,770,2020,Jamal Crawford plays for <extra_id_0>.,<extra_id_0> Phoenix Suns <extra_id_1>
57,790,2020,Gary Cahill plays for <extra_id_0>.,<extra_id_0> Crystal Palace F.C. <extra_id_1>
58,801,2020,J. J. Redick plays for <extra_id_0>.,<extra_id_0> Philadelphia 76ers <extra_id_1>
59,812,2020,James Taylor plays for <extra_id_0>.,<extra_id_0> Nottinghamshire County Cricket Club <extra_id_1>
60,829,2020,Callum Ferguson plays for <extra_id_0>.,<extra_id_0> Australia national cricket team <extra_id_1>
61,845,2020,Hamdi Salihi plays for <extra_id_0>.,<extra_id_0> SC Wiener Neustadt <extra_id_1>
62,856,2020,Clayton Donaldson plays for <extra_id_0>.,<extra_id_0> Bradford City A.F.C. <extra_id_1>
63,867,2020,Rangana Herath plays for <extra_id_0>.,<extra_id_0> Tamil Union Cricket and Athletic Club <extra_id_1>
64,884,2020,Kevin Trapp plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
65,893,2020,Kristaps Porziņģis plays for <extra_id_0>.,<extra_id_0> Dallas Mavericks <extra_id_1>
66,904,2020,Elis Bakaj plays for <extra_id_0>.,<extra_id_0> FC Dynamo Brest <extra_id_1>
67,920,2020,Blaise Matuidi plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
68,931,2020,Filipe Morais plays for <extra_id_0>.,<extra_id_0> Bradford City A.F.C. <extra_id_1>
69,947,2020,Patrick Mahomes plays for <extra_id_0>.,<extra_id_0> Kansas City Chiefs <extra_id_1>
70,970,2020,Zesh Rehman plays for <extra_id_0>.,<extra_id_0> Kitchee SC <extra_id_1>
71,999,2020,Benji Marshall plays for <extra_id_0>.,<extra_id_0> St. George Illawarra Dragons <extra_id_1>
72,1009,2020,Auston Matthews plays for <extra_id_0>.,<extra_id_0> Toronto Maple Leafs <extra_id_1>
73,1020,2020,Jeroen Zoet plays for <extra_id_0>.,<extra_id_0> Netherlands national association football team <extra_id_1>
74,1023,2020,Zion Williamson plays for <extra_id_0>.,<extra_id_0> New Orleans Pelicans <extra_id_1>
75,1046,2020,Anderson plays for <extra_id_0>.,<extra_id_0> S.C. Internacional <extra_id_1>
76,1063,2020,Isaiah Thomas plays for <extra_id_0>.,<extra_id_0> Washington Wizards <extra_id_1>
77,1074,2020,John Degenkolb plays for <extra_id_0>.,<extra_id_0> Lotto-Soudal <extra_id_1>
78,1082,2020,Alex Hales plays for <extra_id_0>.,<extra_id_0> Sunrisers Hyderabad <extra_id_1>
79,1093,2020,Chris Beardsley plays for <extra_id_0>.,<extra_id_0> Mansfield Town F.C. <extra_id_1>
80,1104,2020,Moussa Sissoko plays for <extra_id_0>.,<extra_id_0> Tottenham Hotspur F.C. <extra_id_1>
81,1115,2020,Jonathan Sexton plays for <extra_id_0>.,<extra_id_0> British & Irish Lions <extra_id_1>
82,1126,2020,Tim Paine plays for <extra_id_0>.,<extra_id_0> Hobart Hurricanes <extra_id_1>
83,1137,2020,Patrick Kisnorbo plays for <extra_id_0>.,<extra_id_0> Melbourne City Football Club <extra_id_1>
84,1159,2020,Tommy Elphick plays for <extra_id_0>.,<extra_id_0> AFC Bournemouth <extra_id_1>
85,1170,2020,David Edgar plays for <extra_id_0>.,<extra_id_0> Canada men's national soccer team <extra_id_1>
86,1180,2020,Paulo Dybala plays for <extra_id_0>.,<extra_id_0> Juventus FC <extra_id_1>
87,1197,2020,Wout Brama plays for <extra_id_0>.,<extra_id_0> PEC Zwolle <extra_id_1>
88,1208,2020,Victor Oladipo plays for <extra_id_0>.,<extra_id_0> Indiana Pacers <extra_id_1>
89,1219,2020,Víctor Ibarbo plays for <extra_id_0>.,<extra_id_0> Colombia national football team <extra_id_1>
90,1233,2020,Anthony Martial plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
91,1244,2020,Gentjan Muça plays for <extra_id_0>.,<extra_id_0> KF Tirana <extra_id_1>
92,1255,2020,Owen Farrell plays for <extra_id_0>.,<extra_id_0> England national rugby union team <extra_id_1>
93,1266,2020,Tyler Clippard plays for <extra_id_0>.,<extra_id_0> New York Mets <extra_id_1>
94,1277,2020,Dejan Lovren plays for <extra_id_0>.,<extra_id_0> FC Zenit Saint Petersburg <extra_id_1>
95,1291,2020,Salomon Kalou plays for <extra_id_0>.,<extra_id_0> Hertha BSC <extra_id_1>
96,1302,2020,Xherdan Shaqiri plays for <extra_id_0>.,<extra_id_0> Swiss national football team <extra_id_1>
97,1313,2020,Tom Kennedy plays for <extra_id_0>.,<extra_id_0> Rochdale A.F.C. <extra_id_1>
98,1324,2020,Raphaël Varane plays for <extra_id_0>.,<extra_id_0> France national association football team <extra_id_1>
99,1353,2020,Mitchell Johnson plays for <extra_id_0>.,<extra_id_0> Kolkata Knight Riders <extra_id_1>
100,1356,2020,Danny Green plays for <extra_id_0>.,<extra_id_0> Los Angeles Lakers <extra_id_1>
101,1367,2020,John Guidetti plays for <extra_id_0>.,<extra_id_0> Sweden national association football team <extra_id_1>
102,1378,2020,Karim Matmour plays for <extra_id_0>.,<extra_id_0> Huddersfield Town A.F.C. <extra_id_1>
103,1389,2020,Greg Pearson plays for <extra_id_0>.,<extra_id_0> Hinckley A.F.C. <extra_id_1>
104,1402,2020,Sanchez Watt plays for <extra_id_0>.,<extra_id_0> Kerala Blasters FC <extra_id_1>
105,1427,2020,Adam Priestley plays for <extra_id_0>.,<extra_id_0> Shaw Lane Aquaforce F.C. <extra_id_1>
106,1447,2020,Agon Mehmeti plays for <extra_id_0>.,<extra_id_0> Stabæk Fotball <extra_id_1>
107,1458,2020,Marta plays for <extra_id_0>.,<extra_id_0> FC Rosengård <extra_id_1>
108,1469,2020,Hashim Mahomed Amla plays for <extra_id_0>.,<extra_id_0> Cape Cobras <extra_id_1>
109,1480,2020,Andrea Bargnani plays for <extra_id_0>.,<extra_id_0> Saski Baskonia <extra_id_1>
110,1489,2020,Teddy Bridgewater plays for <extra_id_0>.,<extra_id_0> New Orleans Saints <extra_id_1>
111,1500,2020,Thibaut Curtua plays for <extra_id_0>.,<extra_id_0> Belgium national football team <extra_id_1>
112,1506,2020,Marcelo plays for <extra_id_0>.,<extra_id_0> Juventus FC <extra_id_1>
113,1517,2020,Jérôme Boateng plays for <extra_id_0>.,<extra_id_0> FC Bayern Munich <extra_id_1>
114,1528,2020,Zoltán Stieber plays for <extra_id_0>.,<extra_id_0> Hungary national association football team <extra_id_1>
115,1551,2020,Babar Azam plays for <extra_id_0>.,<extra_id_0> Zarai Taraqiati Bank Ltd cricket team <extra_id_1>
116,1562,2020,Gareth Barry plays for <extra_id_0>.,<extra_id_0> Everton F.C. <extra_id_1>
117,1573,2020,Jermaine Pennant plays for <extra_id_0>.,<extra_id_0> Tampines Rovers FC <extra_id_1>
118,1584,2020,Chris Baird plays for <extra_id_0>.,<extra_id_0> Derby County F.C. <extra_id_1>
119,1595,2020,André Ayew plays for <extra_id_0>.,<extra_id_0> Swansea City A.F.C. <extra_id_1>
120,1606,2020,Kevin Nolan plays for <extra_id_0>.,<extra_id_0> Leyton Orient F.C. <extra_id_1>
121,1617,2020,Steven Naismith plays for <extra_id_0>.,<extra_id_0> Norwich City F.C. <extra_id_1>
122,1627,2020,Deandre Ayton plays for <extra_id_0>.,<extra_id_0> Phoenix Suns <extra_id_1>
123,1638,2020,Alex Oxlade-Chamberlain plays for <extra_id_0>.,<extra_id_0> England national association football team <extra_id_1>
124,1649,2020,Nikola Mirotić plays for <extra_id_0>.,<extra_id_0> FC Barcelona Bàsquet <extra_id_1>
125,1660,2020,Katie Chapman plays for <extra_id_0>.,<extra_id_0> Chelsea L.F.C. <extra_id_1>
126,1671,2020,Teddy Chevalier plays for <extra_id_0>.,<extra_id_0> Çaykur Rizespor <extra_id_1>
127,1682,2020,Lewis Holtby plays for <extra_id_0>.,<extra_id_0> Hamburger SV <extra_id_1>
128,1695,2020,Adam Chicksen plays for <extra_id_0>.,<extra_id_0> Brighton & Hove Albion F.C. <extra_id_1>
129,1712,2020,Óscar Cardozo plays for <extra_id_0>.,<extra_id_0> Club Libertad <extra_id_1>
130,1720,2020,Renato Sanches plays for <extra_id_0>.,<extra_id_0> Portugal national association football team <extra_id_1>
131,1736,2020,Emre Can plays for <extra_id_0>.,<extra_id_0> Germany national association football team <extra_id_1>
132,1764,2020,Robert Snodgrass plays for <extra_id_0>.,<extra_id_0> Scotland national football team <extra_id_1>
133,1775,2020,Kieron Pollard plays for <extra_id_0>.,<extra_id_0> Mumbai Indians <extra_id_1>
134,1786,2020,Kenneth Vermeer plays for <extra_id_0>.,<extra_id_0> Los Angeles FC <extra_id_1>
135,1797,2020,Matty Fryatt plays for <extra_id_0>.,<extra_id_0> Nottingham Forest F.C. <extra_id_1>
136,1808,2020,Niall McGinn plays for <extra_id_0>.,<extra_id_0> Aberdeen F.C. <extra_id_1>
137,1819,2020,Nathan Redmond plays for <extra_id_0>.,<extra_id_0> England national under-21 football team <extra_id_1>
138,1830,2020,Sardar Azmoun plays for <extra_id_0>.,<extra_id_0> Iran national football team <extra_id_1>
139,1844,2020,Robert Green plays for <extra_id_0>.,<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
140,1855,2020,Matt Godden plays for <extra_id_0>.,<extra_id_0> Ebbsfleet United F.C. <extra_id_1>
141,1876,2020,Recep Tayyip Erdoğan holds the position of <extra_id_0>.,<extra_id_0> President of Turkey <extra_id_1>
142,1887,2020,Boris Johnson holds the position of <extra_id_0>.,<extra_id_0> Minister for the Civil Service <extra_id_1>
143,1898,2020,Vladimir Putin holds the position of <extra_id_0>.,<extra_id_0> Supreme Commander-in-Chief of the Armed Forces of the Russian Federation <extra_id_1>
144,1909,2020,Mike Pence holds the position of <extra_id_0>.,<extra_id_0> Vice President of the United States <extra_id_1>
145,1919,2020,Scott Pruitt holds the position of <extra_id_0>.,<extra_id_0> Administrator of the Environmental Protection Agency <extra_id_1>
146,1934,2020,Ralph Northam holds the position of <extra_id_0>.,<extra_id_0> Governor of Virginia <extra_id_1>
147,1945,2020,Richard Blumenthal holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
148,1964,2020,Emmerson Mnangagwa holds the position of <extra_id_0>.,<extra_id_0> President of Zimbabwe <extra_id_1>
149,1971,2020,Traian Băsescu holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
150,1982,2020,Dmitry Medvedev holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Russia <extra_id_1>
151,1993,2020,Lee Jae-myung holds the position of <extra_id_0>.,<extra_id_0> Governor of Gyeonggi Province <extra_id_1>
152,2011,2020,Ed Miliband holds the position of <extra_id_0>.,"<extra_id_0> Shadow Secretary of State for Business, Innovation and Skills <extra_id_1>"
153,2021,2020,Mike Pompeo holds the position of <extra_id_0>.,<extra_id_0> United States Secretary of State <extra_id_1>
154,2038,2020,Enda Kenny holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
155,2049,2020,Steve Cohen holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
156,2060,2020,Mitch McConnell holds the position of <extra_id_0>.,<extra_id_0> Majority Leader of the United States Senate <extra_id_1>
157,2071,2020,Eric Garcetti holds the position of <extra_id_0>.,<extra_id_0> Mayor of the City of Los Angeles <extra_id_1>
158,2079,2020,Frank-Walter Steinmeier holds the position of <extra_id_0>.,<extra_id_0> president of Germany <extra_id_1>
159,2099,2020,Andrew Scheer holds the position of <extra_id_0>.,<extra_id_0> Leader of the Official Opposition <extra_id_1>
160,2108,2020,Aleksandar Vučić holds the position of <extra_id_0>.,<extra_id_0> President of Serbia <extra_id_1>
161,2131,2020,James R. Clapper holds the position of <extra_id_0>.,<extra_id_0> Director of National Intelligence <extra_id_1>
162,2156,2020,Dominic Raab holds the position of <extra_id_0>.,<extra_id_0> First Secretary of State <extra_id_1>
163,2178,2020,Nicola Sturgeon holds the position of <extra_id_0>.,<extra_id_0> First Minister of Scotland <extra_id_1>
164,2189,2020,Mahmoud Abbas holds the position of <extra_id_0>.,<extra_id_0> President of the State of Palestine <extra_id_1>
165,2200,2020,Abdul Taib Mahmud holds the position of <extra_id_0>.,<extra_id_0> Yang di-Pertua Negeri of Sarawak <extra_id_1>
166,2219,2020,Salman of Saudi Arabia holds the position of <extra_id_0>.,<extra_id_0> King of Saudi Arabia <extra_id_1>
167,2227,2020,Mark Meadows holds the position of <extra_id_0>.,<extra_id_0> White House Chief of Staff <extra_id_1>
168,2237,2020,Tim Scott holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
169,2247,2020,Oleksandr Turchynov holds the position of <extra_id_0>.,<extra_id_0> Chairman of the Verkhovna Rada <extra_id_1>
170,2252,2020,Keir Starmer holds the position of <extra_id_0>.,<extra_id_0> Leader of the Labour Party <extra_id_1>
171,2286,2020,Andrej Plenković holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Croatia <extra_id_1>
172,2294,2020,Judith Collins holds the position of <extra_id_0>.,<extra_id_0> Leader of the Opposition <extra_id_1>
173,2308,2020,Roy Blunt holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
174,2319,2020,Li Keqiang holds the position of <extra_id_0>.,<extra_id_0> Premier of the State Council of the People's Republic of China <extra_id_1>
175,2334,2020,Andy Burnham holds the position of <extra_id_0>.,<extra_id_0> Mayor of Greater Manchester <extra_id_1>
176,2354,2020,Raúl Castro Ruz holds the position of <extra_id_0>.,<extra_id_0> First Secretary of the Communist Party of Cuba <extra_id_1>
177,2359,2020,Kristina Keneally holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
178,2365,2020,Tarō Kōno holds the position of <extra_id_0>.,<extra_id_0> Minister of Defense of Japan <extra_id_1>
179,2369,2020,Carles Puigdemont holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
180,2386,2020,Kristi Noem holds the position of <extra_id_0>.,<extra_id_0> Governor of South Dakota <extra_id_1>
181,2403,2020,Pete Hoekstra holds the position of <extra_id_0>.,<extra_id_0> United States Ambassador to the Netherlands <extra_id_1>
182,2414,2020,Dominic Grieve holds the position of <extra_id_0>.,<extra_id_0> Advocate General for Northern Ireland <extra_id_1>
183,2425,2020,Muhyiddin Yassin holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Malaysia <extra_id_1>
184,2441,2020,Chrystia Freeland holds the position of <extra_id_0>.,<extra_id_0> Deputy Prime Minister of Canada <extra_id_1>
185,2452,2020,Bill Cassidy holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
186,2463,2020,Chris Van Hollen holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
187,2481,2020,László Tőkés holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
188,2491,2020,Bridget McKenzie holds the position of <extra_id_0>.,<extra_id_0> Member of the Australian Senate <extra_id_1>
189,2505,2020,Stefan Löfven holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
190,2516,2020,Brian Schatz holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
191,2526,2020,Mario Monti holds the position of <extra_id_0>.,<extra_id_0> senatore a vita <extra_id_1>
192,2543,2020,David Lammy holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Justice <extra_id_1>
193,2554,2020,Matt Hancock holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Health and Social Care <extra_id_1>
194,2569,2020,Rebecca Long-Bailey holds the position of <extra_id_0>.,"<extra_id_0> Shadow Secretary of State for Business, Innovation and Skills <extra_id_1>"
195,2602,2020,Robert C. O'Brien holds the position of <extra_id_0>.,<extra_id_0> National Security Advisor <extra_id_1>
196,2604,2020,Robert Buckland holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Justice <extra_id_1>
197,2615,2020,Hubertus Leteng holds the position of <extra_id_0>.,<extra_id_0> Catholic bishop <extra_id_1>
198,2626,2020,Xavier Becerra holds the position of <extra_id_0>.,<extra_id_0> Attorney General of California <extra_id_1>
199,2637,2020,Phil Hogan holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Agriculture and Rural Development <extra_id_1>
200,2657,2020,Knut Arild Hareide holds the position of <extra_id_0>.,<extra_id_0> Minister of Transport and Communications <extra_id_1>
201,2662,2020,Richard Burgon holds the position of <extra_id_0>.,<extra_id_0> Shadow Secretary of State for Justice <extra_id_1>
202,2673,2020,Abdrabbuh Mansour Hadi holds the position of <extra_id_0>.,<extra_id_0> President of Yemenمهدي محمد المشاط <extra_id_1>
203,2679,2020,Steven Ciobo holds the position of <extra_id_0>.,<extra_id_0> Minister for Trade <extra_id_1>
204,2700,2020,Tabaré Vázquez holds the position of <extra_id_0>.,<extra_id_0> President of Uruguay <extra_id_1>
205,2715,2020,Robert Barron holds the position of <extra_id_0>.,<extra_id_0> auxiliary bishop <extra_id_1>
206,2735,2020,Wang Qishan holds the position of <extra_id_0>.,<extra_id_0> Vice President of the People's Republic of China <extra_id_1>
207,2743,2020,Kelly Loeffler holds the position of <extra_id_0>.,<extra_id_0> United States senator <extra_id_1>
208,2750,2020,Gilad Erdan holds the position of <extra_id_0>.,<extra_id_0> Information Minister of Israel <extra_id_1>
209,2761,2020,Rodney L. Davis holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
210,2773,2020,Benny Gantz holds the position of <extra_id_0>.,<extra_id_0> Speaker of the Knesset <extra_id_1>
211,2783,2020,Margrethe Vestager holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Competition <extra_id_1>
212,2790,2020,"Michael Bates, Baron Bates holds the position of <extra_id_0>.",<extra_id_0> Department for International Development <extra_id_1>
213,2807,2020,Virginia Foxx holds the position of <extra_id_0>.,<extra_id_0> Republican Conference Secretary of the United States House of Representatives <extra_id_1>
214,2814,2020,Mette Frederiksen holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Denmark <extra_id_1>
215,2816,2020,Chen Chi-mai holds the position of <extra_id_0>.,<extra_id_0> Vice Premier of the Republic of China <extra_id_1>
216,2840,2020,Édouard Philippe holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of France <extra_id_1>
217,2856,2020,Timothy M. Keller holds the position of <extra_id_0>.,<extra_id_0> Mayor of Albuquerque <extra_id_1>
218,2865,2020,Lawrence Thomas Persico holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
219,2868,2020,Brandon Lewis holds the position of <extra_id_0>.,<extra_id_0> Secretary of State for Northern Ireland <extra_id_1>
220,2878,2020,David Hurley holds the position of <extra_id_0>.,<extra_id_0> Governor-General of Australia <extra_id_1>
221,2889,2020,David McAllister holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
222,2899,2020,Dacian Cioloș holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
223,2909,2020,"Joseph F. Dunford, Jr. holds the position of <extra_id_0>.",<extra_id_0> Chairman of the Joint Chiefs of Staff <extra_id_1>
224,2920,2020,Dominique Mamberti holds the position of <extra_id_0>.,<extra_id_0> cardinal <extra_id_1>
225,2923,2020,Rod Phillips holds the position of <extra_id_0>.,<extra_id_0> finance minister <extra_id_1>
226,2934,2020,Naledi Pandor holds the position of <extra_id_0>.,<extra_id_0> Minister of Higher Education and Training <extra_id_1>
227,2950,2020,Mikie Sherrill holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
228,2963,2020,Mark Drakeford holds the position of <extra_id_0>.,<extra_id_0> First Minister of Wales <extra_id_1>
229,2977,2020,Maroš Šefčovič holds the position of <extra_id_0>.,<extra_id_0> European Commissioner for Energy <extra_id_1>
230,2988,2020,Olav Fykse Tveit holds the position of <extra_id_0>.,<extra_id_0> Preses <extra_id_1>
231,3007,2020,Caroline Spelman holds the position of <extra_id_0>.,<extra_id_0> Church Estates Commissioners <extra_id_1>
232,3024,2020,Hwang Kyo-ahn holds the position of <extra_id_0>.,<extra_id_0> party leader <extra_id_1>
233,3034,2020,Clare Daly holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
234,3039,2020,Clotilde Armand holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
235,3050,2020,Maimunah Mohd Sharif holds the position of <extra_id_0>.,<extra_id_0> executive director <extra_id_1>
236,3061,2020,Miguel Díaz-Canel holds the position of <extra_id_0>.,<extra_id_0> President of Cuba <extra_id_1>
237,3072,2020,Seán Barrett holds the position of <extra_id_0>.,<extra_id_0> Teachta Dála <extra_id_1>
238,3077,2020,Vickie Chapman holds the position of <extra_id_0>.,<extra_id_0> Attorney-General of South Australia <extra_id_1>
239,3098,2020,Susanna Ceccardi holds the position of <extra_id_0>.,<extra_id_0> member of the European Parliament <extra_id_1>
240,3108,2020,Xavier Bettel holds the position of <extra_id_0>.,<extra_id_0> Prime Minister of Luxembourg <extra_id_1>
241,3119,2020,John L. Hennessy holds the position of <extra_id_0>.,<extra_id_0> director <extra_id_1>
242,3129,2020,Dražen Kutleša holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
243,3145,2020,Paul Butler holds the position of <extra_id_0>.,<extra_id_0> Bishop of Durham <extra_id_1>
244,3154,2020,Trent Kelly holds the position of <extra_id_0>.,<extra_id_0> United States representative <extra_id_1>
245,3159,2020,Mercedes Aráoz holds the position of <extra_id_0>.,<extra_id_0> Vice President of Peru <extra_id_1>
246,3170,2020,Dalo Bucaram holds the position of <extra_id_0>.,<extra_id_0> president <extra_id_1>
247,3178,2020,Nick Houghton holds the position of <extra_id_0>.,<extra_id_0> Constable of the Tower <extra_id_1>
248,3188,2020,Antonino Raspanti holds the position of <extra_id_0>.,<extra_id_0> diocesan bishop <extra_id_1>
