id,date,input,output
88,2010,"In 2010, <extra_id_0> is the head coach of Hapoel Holon.",<extra_id_0> Dan Shamir <extra_id_1>
89,2010,"In 2010, <extra_id_0> is the head coach of FC Naftan Novopolotsk.",<extra_id_0> Igor Kovalevich <extra_id_1>
90,2010,"In 2010, Craig Bryson plays for <extra_id_0>.",<extra_id_0> Kilmarnock F.C. <extra_id_1>
91,2010,"In 2010, Indra Nooyi works for <extra_id_0>.",<extra_id_0> PepsiCo <extra_id_1>
92,2010,"In 2010, Richard Blumenthal holds the position of <extra_id_0>.",<extra_id_0> Connecticut Attorney General <extra_id_1>
93,2010,"In 2010, Linha de Évora is owned by <extra_id_0>.",<extra_id_0> REFER <extra_id_1>
94,2010,"In 2010, Ryan Williams works for <extra_id_0>.",<extra_id_0> IBM Almaden Research Center <extra_id_1>
95,2010,"In 2010, Linha do Algarve is owned by <extra_id_0>.",<extra_id_0> REFER <extra_id_1>
96,2010,"In 2010, <extra_id_0> is the head coach of FC Ripensia Timișoara.",<extra_id_0> Paul Codrea <extra_id_1>
97,2010,"In 2010, Chris Uhlmann works for <extra_id_0>.",<extra_id_0> Australian Broadcasting Corporation <extra_id_1>
98,2010,"In 2010, Cyprian Broodbank works for <extra_id_0>.",<extra_id_0> University College London <extra_id_1>
99,2010,"In 2010, Marco Gonzales attended <extra_id_0>.",<extra_id_0> Rocky Mountain High School <extra_id_1>
100,2010,"In 2010, Mihai Mohaci is a member of the <extra_id_0>.",<extra_id_0> Social Democratic Party <extra_id_1>
101,2010,"In 2010, Donald Trump is a member of the <extra_id_0>.",<extra_id_0> Republican Party <extra_id_1>
102,2010,"In 2010, Norman Sharpless works for <extra_id_0>.",<extra_id_0> University of North Carolina at Chapel Hill <extra_id_1>
103,2010,"In 2010, Mantena is owned by <extra_id_0>.",<extra_id_0> Vy <extra_id_1>
104,2010,"In 2010, Michael L. Littman works for <extra_id_0>.",<extra_id_0> Rutgers University <extra_id_1>
105,2010,"In 2010, James Allsop works for <extra_id_0>.",<extra_id_0> University of Sydney <extra_id_1>
106,2010,"In 2010, Barham Salih holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Iraqi Kurdistan <extra_id_1>
107,2010,"In 2010, Britt Baker attended <extra_id_0>.",<extra_id_0> Pennsylvania State University <extra_id_1>
108,2010,"In 2010, Antonio Tajani holds the position of <extra_id_0>.",<extra_id_0> European Commissioner for Transport <extra_id_1>
109,2010,"In 2010, Jeremy Heywood holds the position of <extra_id_0>.",<extra_id_0> Downing Street Chief of Staff <extra_id_1>
110,2010,"In 2010, <extra_id_0> is the head of the government of Republic of Ingushetia.",<extra_id_0> Yunus-bek Yevkurov <extra_id_1>
111,2010,"In 2010, Cristiano Ronaldo plays for <extra_id_0>.",<extra_id_0> Real Madrid CF <extra_id_1>
112,2010,"In 2010, <extra_id_0> is the chair of Mossad.",<extra_id_0> Tamir Pardo <extra_id_1>
113,2010,"In 2010, Dejan Lovren plays for <extra_id_0>.",<extra_id_0> Olympique Lyonnais <extra_id_1>
114,2010,"In 2010, Carl Judge is a member of the <extra_id_0>.",<extra_id_0> Liberal National Party of Queensland <extra_id_1>
115,2010,"In 2010, Cola Cao is owned by <extra_id_0>.",<extra_id_0> Nutrexpa <extra_id_1>
116,2010,"In 2010, Alexandre del Valle is a member of the <extra_id_0>.",<extra_id_0> Union for a Popular Movement <extra_id_1>
117,2010,"In 2010, Patrick Kisnorbo plays for <extra_id_0>.",<extra_id_0> Leeds United F.C. <extra_id_1>
118,2010,"In 2010, Liam Trotter plays for <extra_id_0>.",<extra_id_0> Ipswich Town F.C. <extra_id_1>
119,2010,"In 2010, Emil Boc is a member of the <extra_id_0>.",<extra_id_0> Democratic Liberal Party <extra_id_1>
120,2010,"In 2010, Will Grier attended <extra_id_0>.",<extra_id_0> Davidson Day School <extra_id_1>
121,2010,"In 2010, Bill Weld is a member of the <extra_id_0>.",<extra_id_0> Republican Party <extra_id_1>
122,2010,"In 2010, Yvan Benedetti is a member of the <extra_id_0>.",<extra_id_0> National Rally <extra_id_1>
123,2010,"In 2010, Graham Watson holds the position of <extra_id_0>.",<extra_id_0> member of the European Parliament <extra_id_1>
124,2010,"In 2010, Mike Rounds holds the position of <extra_id_0>.",<extra_id_0> Governor of South Dakota <extra_id_1>
125,2010,"In 2010, Hernán Losada plays for <extra_id_0>.",<extra_id_0> R. Charleroi S.C. <extra_id_1>
126,2010,"In 2010, Naomi Long holds the position of <extra_id_0>.",<extra_id_0> Lord Mayor of Belfast <extra_id_1>
127,2010,"In 2010, Teresa Rakowska-Harmstone works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
128,2010,"In 2010, Kelsey Plum attended <extra_id_0>.",<extra_id_0> La Jolla Country Day School <extra_id_1>
129,2010,"In 2010, Dinesh Chandimal plays for <extra_id_0>.",<extra_id_0> Ruhuna Royals <extra_id_1>
130,2010,"In 2010, <extra_id_0> is the chair of CRH.",<extra_id_0> Nicky Hartery <extra_id_1>
131,2010,"In 2010, Austin Petersen is a member of the <extra_id_0>.",<extra_id_0> Libertarian Party <extra_id_1>
132,2010,"In 2010, Karl Lagerfeld works for <extra_id_0>.",<extra_id_0> Fendi <extra_id_1>
133,2010,"In 2010, Nora Hamzawi works for <extra_id_0>.",<extra_id_0> M6 <extra_id_1>
134,2010,"In 2010, <extra_id_0> is the chair of Humanists UK.",<extra_id_0> Polly Toynbee <extra_id_1>
135,2010,"In 2010, Barbara Graziosi works for <extra_id_0>.",<extra_id_0> Durham University <extra_id_1>
136,2010,"In 2010, <extra_id_0> is the head of the government of Tainan.",<extra_id_0> Lai Ching-te <extra_id_1>
137,2010,"In 2010, <extra_id_0> is the chair of Big East Conference.",<extra_id_0> John Marinatto <extra_id_1>
138,2010,"In 2010, Eleni Theocharous is a member of the <extra_id_0>.",<extra_id_0> Democratic Rally <extra_id_1>
139,2010,"In 2010, Aliyah Boston attended <extra_id_0>.",<extra_id_0> Worcester Academy <extra_id_1>
140,2010,"In 2010, Mahela Jayawardene plays for <extra_id_0>.",<extra_id_0> Kings XI Punjab <extra_id_1>
141,2010,"In 2010, Neil Danns plays for <extra_id_0>.",<extra_id_0> Crystal Palace F.C. <extra_id_1>
142,2010,"In 2010, Manuel Bartlett Díaz is a member of the <extra_id_0>.",<extra_id_0> Institutional Revolutionary Party <extra_id_1>
143,2010,"In 2010, <extra_id_0> is the head of the government of Greenland.",<extra_id_0> Kuupik Kleist <extra_id_1>
144,2010,"In 2010, Kevin Anderson works for <extra_id_0>.",<extra_id_0> University of Maryland <extra_id_1>
145,2010,"In 2010, Abby Wambach plays for <extra_id_0>.",<extra_id_0> Washington Freedom <extra_id_1>
146,2010,"In 2010, Elizabeth Lail attended <extra_id_0>.",<extra_id_0> University of North Carolina School of the Arts <extra_id_1>
147,2010,"In 2010, Cui Yongyuan works for <extra_id_0>.",<extra_id_0> China Central Television <extra_id_1>
148,2010,"In 2010, Bekim Balaj plays for <extra_id_0>.",<extra_id_0> Albania national under-21 football team <extra_id_1>
149,2010,"In 2010, Kanatbek Isaev is a member of the <extra_id_0>.",<extra_id_0> Respublika <extra_id_1>
150,2010,"In 2010, Amy Rodriguez plays for <extra_id_0>.",<extra_id_0> Philadelphia Independence <extra_id_1>
151,2010,"In 2010, Sebastian Vettel plays for <extra_id_0>.",<extra_id_0> Red Bull Racing <extra_id_1>
152,2010,"In 2010, Kaja Kallas works for <extra_id_0>.",<extra_id_0> Estonian Business School <extra_id_1>
153,2010,"In 2010, <extra_id_0> is the head of the government of Keelung.",<extra_id_0> Chang Tong-rong <extra_id_1>
154,2010,"In 2010, Michal Wunsch is a member of the <extra_id_0>.",<extra_id_0> Telem <extra_id_1>
155,2010,"In 2010, Maxim Oreshkin works for <extra_id_0>.",<extra_id_0> Rosbank <extra_id_1>
156,2010,"In 2010, Ed Balls holds the position of <extra_id_0>.",<extra_id_0> Secretary of State for Education <extra_id_1>
157,2010,"In 2010, Boston Globe is owned by <extra_id_0>.",<extra_id_0> The New York Times Company <extra_id_1>
158,2010,"In 2010, Muhyiddin Yassin holds the position of <extra_id_0>.",<extra_id_0> Minister of Education <extra_id_1>
159,2010,"In 2010, Muhyiddin Yassin is a member of the <extra_id_0>.",<extra_id_0> United Malays National Organisation <extra_id_1>
160,2010,"In 2010, Match! Arena is owned by <extra_id_0>.",<extra_id_0> All-Russia State Television and Radio Broadcasting Company <extra_id_1>
161,2010,"In 2010, <extra_id_0> is the head of the government of Kaohsiung.",<extra_id_0> Chen Chu <extra_id_1>
162,2010,"In 2010, Miramax is owned by <extra_id_0>.",<extra_id_0> The Walt Disney Company <extra_id_1>
163,2010,"In 2010, Sally M. Foster works for <extra_id_0>.",<extra_id_0> University of Glasgow <extra_id_1>
164,2010,"In 2010, Scott Sinclair plays for <extra_id_0>.",<extra_id_0> England national under-21 football team <extra_id_1>
165,2010,"In 2010, Kévin Bru plays for <extra_id_0>.",<extra_id_0> Stade Rennais F.C. <extra_id_1>
166,2010,"In 2010, Cecilie Redisch Kvamme works for <extra_id_0>.",<extra_id_0> Tertnes IL <extra_id_1>
167,2010,"In 2010, Jermaine Pennant plays for <extra_id_0>.",<extra_id_0> Stoke City F.C. <extra_id_1>
168,2010,"In 2010, Deshaun Watson attended <extra_id_0>.",<extra_id_0> Gainesville High School <extra_id_1>
169,2010,"In 2010, <extra_id_0> is the head of the government of Turkey.",<extra_id_0> Recep Tayyip Erdoğan <extra_id_1>
170,2010,"In 2010, <extra_id_0> is the head of the government of Jerusalem.",<extra_id_0> Nir Barkat <extra_id_1>
171,2010,"In 2010, Jair Bolsonaro is a member of the <extra_id_0>.",<extra_id_0> Progressive Party <extra_id_1>
172,2010,"In 2010, Patrick J. Deneen works for <extra_id_0>.",<extra_id_0> Georgetown University <extra_id_1>
173,2010,"In 2010, <extra_id_0> is the chair of Ministry of Unification.",<extra_id_0> Hyun In-taek <extra_id_1>
174,2010,"In 2010, Paul Achleitner works for <extra_id_0>.",<extra_id_0> Allianz SE <extra_id_1>
175,2010,"In 2010, Adel Taarabt plays for <extra_id_0>.",<extra_id_0> Queens Park Rangers F.C. <extra_id_1>
176,2010,"In 2010, <extra_id_0> is the chair of National Society of Film Critics.",<extra_id_0> David Sterritt <extra_id_1>
177,2010,"In 2010, Cameron Neylon works for <extra_id_0>.",<extra_id_0> Science and Technology Facilities Council <extra_id_1>
178,2010,"In 2010, Michèle Rubirola is a member of the <extra_id_0>.",<extra_id_0> Europe Ecology – The Greens <extra_id_1>
179,2010,"In 2010, <extra_id_0> is the head of the government of Cologne.",<extra_id_0> Jürgen Roters <extra_id_1>
180,2010,"In 2010, Clayton Donaldson plays for <extra_id_0>.",<extra_id_0> Crewe Alexandra F.C. <extra_id_1>
181,2010,"In 2010, <extra_id_0> is the chair of Bank of Italy.",<extra_id_0> Mario Draghi <extra_id_1>
182,2010,"In 2010, Gérald Darmanin is a member of the <extra_id_0>.",<extra_id_0> Union for a Popular Movement <extra_id_1>
183,2010,"In 2010, Kevin Gameiro plays for <extra_id_0>.",<extra_id_0> France national association football team <extra_id_1>
184,2010,"In 2010, Michael Beasley plays for <extra_id_0>.",<extra_id_0> Miami Heat <extra_id_1>
185,2010,"In 2010, Leo Li attended <extra_id_0>.",<extra_id_0> Yali School <extra_id_1>
186,2010,"In 2010, Eric Abetz holds the position of <extra_id_0>.",<extra_id_0> Leader of the Opposition in the Senate <extra_id_1>
187,2010,"In 2010, <extra_id_0> is the head coach of Tottenham Hotspur F.C..",<extra_id_0> Harry Redknapp <extra_id_1>
188,2010,"In 2010, Daniel Inouye holds the position of <extra_id_0>.",<extra_id_0> United States senator <extra_id_1>
189,2010,"In 2010, Arseniy Yatsenyuk holds the position of <extra_id_0>.",<extra_id_0> People's Deputy of Ukraine <extra_id_1>
190,2010,"In 2010, <extra_id_0> is the chair of Whitbread.",<extra_id_0> Richard Baker <extra_id_1>
191,2010,"In 2010, Sunil Singh is a member of the <extra_id_0>.",<extra_id_0> All India Trinamool Congress <extra_id_1>
192,2010,"In 2010, Dennis Hood is a member of the <extra_id_0>.",<extra_id_0> Family First Party <extra_id_1>
193,2010,"In 2010, <extra_id_0> is the chair of United Russia.",<extra_id_0> Vladimir Putin <extra_id_1>
194,2010,"In 2010, Fabio Quagliarella plays for <extra_id_0>.",<extra_id_0> Juventus FC <extra_id_1>
195,2010,"In 2010, <extra_id_0> is the head of the government of Madeira.",<extra_id_0> Alberto João Jardim <extra_id_1>
196,2010,"In 2010, Alberto Abadie works for <extra_id_0>.",<extra_id_0> Harvard University <extra_id_1>
197,2010,"In 2010, Agon Mehmeti plays for <extra_id_0>.",<extra_id_0> Sweden national under-21 football team <extra_id_1>
198,2010,"In 2010, Rebekah D. Jones attended <extra_id_0>.",<extra_id_0> Syracuse University <extra_id_1>
199,2010,"In 2010, Kirkus Reviews is owned by <extra_id_0>.",<extra_id_0> Herbert Simon <extra_id_1>
200,2010,"In 2010, Harbhajan Singh plays for <extra_id_0>.",<extra_id_0> India national cricket team <extra_id_1>
201,2010,"In 2010, Steve Womack holds the position of <extra_id_0>.",<extra_id_0> mayor <extra_id_1>
202,2010,"In 2010, Jens Voigt plays for <extra_id_0>.",<extra_id_0> Tinkoff <extra_id_1>
203,2010,"In 2010, Yohan Cabaye plays for <extra_id_0>.",<extra_id_0> France national association football team <extra_id_1>
204,2010,"In 2010, Yeidckol Polevnsky Gurwitz is a member of the <extra_id_0>.",<extra_id_0> Party of the Democratic Revolution <extra_id_1>
205,2010,"In 2010, <extra_id_0> is the head coach of F.C. Lorient.",<extra_id_0> Christian Gourcuff <extra_id_1>
206,2010,"In 2010, Thomas R. Lynch works for <extra_id_0>.",<extra_id_0> University of Exeter <extra_id_1>
207,2010,"In 2010, Gary Hooper plays for <extra_id_0>.",<extra_id_0> Scunthorpe United F.C. <extra_id_1>
208,2010,"In 2010, Raf Simons works for <extra_id_0>.",<extra_id_0> Jil Sander <extra_id_1>
209,2010,"In 2010, Tsai Ing-wen holds the position of <extra_id_0>.",<extra_id_0> Chairperson of the Democratic Progressive Party <extra_id_1>
210,2010,"In 2010, Daniel P. Aldrich works for <extra_id_0>.",<extra_id_0> Purdue University <extra_id_1>
211,2010,"In 2010, Enrique Peña Nieto holds the position of <extra_id_0>.",<extra_id_0> Governor of the State of Mexico <extra_id_1>
212,2010,"In 2010, Makhosi Khoza is a member of the <extra_id_0>.",<extra_id_0> African National Congress <extra_id_1>
213,2010,"In 2010, Bill Keating holds the position of <extra_id_0>.",<extra_id_0> district attorney <extra_id_1>
214,2010,"In 2010, <extra_id_0> is the head coach of Wolfsberger AC.",<extra_id_0> Nenad Bjelica <extra_id_1>
215,2010,"In 2010, Jean-Claude Juncker holds the position of <extra_id_0>.",<extra_id_0> Prime Minister of Luxembourg <extra_id_1>
216,2010,"In 2010, <extra_id_0> is the head coach of Olympiacos F.C..",<extra_id_0> Ernesto Valverde <extra_id_1>
217,2010,"In 2010, Janet Montgomery works for <extra_id_0>.",<extra_id_0> University of Bradford <extra_id_1>
218,2010,"In 2010, Valerie Ashby works for <extra_id_0>.",<extra_id_0> University of North Carolina at Chapel Hill <extra_id_1>
219,2010,"In 2010, Donald Payne, Jr. holds the position of <extra_id_0>.",<extra_id_0> Board of Chosen Freeholders <extra_id_1>
220,2010,"In 2010, Gjøvik Line is owned by <extra_id_0>.",<extra_id_0> Norwegian National Rail Administration <extra_id_1>
221,2010,"In 2010, Andreas Küttel works for <extra_id_0>.",<extra_id_0> University of Southern Denmark <extra_id_1>
222,2010,"In 2010, Evan Horwood plays for <extra_id_0>.",<extra_id_0> Hartlepool United F.C. <extra_id_1>
223,2010,"In 2010, Antonio Razzi is a member of the <extra_id_0>.",<extra_id_0> Italy of Values <extra_id_1>
224,2010,"In 2010, Trunk Line is owned by <extra_id_0>.",<extra_id_0> Norwegian National Rail Administration <extra_id_1>
225,2010,"In 2010, Port of İzmir is owned by <extra_id_0>.",<extra_id_0> Türkiye Cumhuriyeti Devlet Demiryolları <extra_id_1>
226,2010,"In 2010, Sachin Tendulkar plays for <extra_id_0>.",<extra_id_0> India national cricket team <extra_id_1>
227,2010,"In 2010, Maumoon Abdul Gayoom is a member of the <extra_id_0>.",<extra_id_0> Dhivehi Rayyithunge Party <extra_id_1>
228,2010,"In 2010, Bernard Monot is a member of the <extra_id_0>.",<extra_id_0> National Rally <extra_id_1>
229,2010,"In 2010, Jaguar is owned by <extra_id_0>.",<extra_id_0> Jaguar Cars <extra_id_1>
230,2010,"In 2010, Kristina Keneally holds the position of <extra_id_0>.",<extra_id_0> Premier of New South Wales <extra_id_1>
231,2010,"In 2010, Justin Amash is a member of the <extra_id_0>.",<extra_id_0> Republican Party <extra_id_1>
232,2010,"In 2010, <extra_id_0> is the head of the government of Saarland.",<extra_id_0> Peter Müller <extra_id_1>
233,2010,"In 2010, <extra_id_0> is the head coach of Italy national association football team.",<extra_id_0> Marcello Lippi <extra_id_1>
234,2010,"In 2010, Rémy Pflimlin holds the position of <extra_id_0>.",<extra_id_0> président-directeur général <extra_id_1>
235,2010,"In 2010, Sébastien Chenu is a member of the <extra_id_0>.",<extra_id_0> Union for a Popular Movement <extra_id_1>
236,2010,"In 2010, <extra_id_0> is the head of the government of Hanover.",<extra_id_0> Stephan Weil <extra_id_1>
237,2010,"In 2010, <extra_id_0> is the chair of Kyiv City State Administration.",<extra_id_0> Alexander Popov <extra_id_1>
238,2010,"In 2010, Lou Barletta holds the position of <extra_id_0>.",<extra_id_0> mayor <extra_id_1>
